bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
but you,2704,55,55,9,4,11,7,141
my twitter,2702,64,82,13,2,11,0,172
too many,2700,160,249,36,13,32,4,494
are all,2700,57,105,6,3,5,2,178
i see,2700,22,48,5,2,6,2,85
my views,2699,123,173,13,5,10,3,327
executive director,2696,66,94,1,1,2,1,165
make me,2696,34,86,8,5,8,3,144
with all,2696,30,52,8,1,3,1,95
who are,2696,21,23,3,3,1,0,51
department of,2696,21,9,1,0,0,0,31
over the,2694,28,45,5,5,4,1,88
for geo-targeted,2689,0,0,0,0,0,0,0
at careerarc,2689,0,0,0,0,0,0,0
and everything,2688,40,38,6,6,3,1,94
proud dad,2686,37,0,0,0,0,1,38
need a,2683,45,61,12,2,5,0,125
the heart,2677,22,23,1,1,1,0,48
we do,2675,17,30,3,2,3,2,57
to change,2673,26,44,3,2,5,0,80
other things,2668,158,127,16,20,9,5,335
estate agent,2666,2,6,0,0,0,0,8
by a,2662,52,57,8,6,6,2,131
of 5,2661,13,33,1,0,0,0,47
and opinions,2660,124,119,7,7,4,2,263
you and,2659,26,34,7,4,5,2,78
get it,2658,20,35,4,0,4,0,63
will never,2655,22,38,8,2,6,3,79
all tweets,2654,91,111,6,4,10,0,222
all that,2654,44,60,9,4,3,0,120
a mom,2647,1,91,1,0,3,0,96
heart of,2646,32,37,4,3,2,0,78
serving the,2645,6,7,0,0,1,0,14
get a,2641,41,50,5,5,9,1,111
people to,2639,29,22,3,1,1,1,57
a huge,2638,47,55,9,6,7,3,127
a passion,2637,35,56,7,4,2,1,105
i go,2636,71,90,23,21,17,7,229
- the,2636,29,35,6,3,7,0,80
twitter is,2632,65,70,15,4,12,1,167
you see,2632,37,44,7,4,1,4,97
and now,2630,42,55,4,2,8,3,114
may be,2618,104,70,23,15,24,4,240
lo que,2618,3,6,2,0,1,0,12
m a,2617,37,77,7,2,7,2,132
wanna be,2616,59,98,15,6,11,1,190
real life,2615,54,88,13,1,10,0,166
penn state,2613,44,60,3,0,4,0,111
https //youtube,2609,32,13,4,0,0,1,50
not necessarily,2601,86,72,2,2,2,5,169
if u,2600,26,46,25,7,13,1,118
manager for,2597,93,76,9,7,11,0,196
health care,2593,25,61,4,1,1,0,92
the beach,2593,17,35,6,2,5,1,66
it to,2590,31,42,5,4,1,0,83
education and,2589,19,34,1,2,0,0,56
philippians 4,2589,3,6,0,0,0,0,9
my personal,2588,66,81,11,4,6,3,171
dallas cowboys,2588,9,8,0,0,0,0,17
must be,2586,39,28,10,0,9,0,86
not an,2585,68,60,15,3,10,3,159
i really,2582,77,112,16,10,16,7,238
on http,2578,70,36,15,1,7,3,132
and life,2565,25,33,2,0,0,0,60
and social,2563,60,100,13,2,7,0,182
powered by,2562,30,44,7,4,3,2,90
wrestling fan,2558,83,44,2,4,4,3,140
across the,2556,16,14,1,2,0,0,33
at home,2553,49,67,4,4,3,0,127
open for,2552,131,86,31,20,23,2,293
my art,2551,155,257,99,43,86,10,650
i would,2551,34,85,12,2,8,2,143
of many,2546,120,140,24,13,9,5,311
made in,2545,20,44,4,1,2,1,72
the things,2541,58,94,4,2,9,3,170
there are,2541,46,46,5,4,2,1,104
just like,2539,60,57,8,6,13,5,149
kids and,2531,20,46,1,0,0,0,67
become a,2524,36,47,8,2,5,1,99
player for,2523,58,18,7,5,3,2,93
if it,2519,36,37,6,4,7,1,91
now on,2519,36,30,8,3,4,3,84
way of,2518,39,65,2,3,3,1,113
you can’t,2518,29,53,10,2,9,0,103
mother grandmother,2512,0,32,0,0,0,0,32
social worker,2507,41,209,17,7,12,0,286
for some,2507,40,40,7,6,5,0,98
where you,2503,16,35,2,4,3,0,60
of you,2501,47,64,8,7,9,0,135
the last,2501,48,53,6,0,7,1,115
you the,2500,13,18,1,0,1,1,34
to improve,2499,34,19,5,0,1,0,59
we provide,2498,0,0,0,0,0,0,0
and sometimes,2497,120,153,28,16,28,2,347
is love,2494,58,177,8,2,8,1,254
little bit,2493,56,100,4,6,10,1,177
hit me,2492,49,18,6,3,2,1,79
i’m the,2486,39,59,6,7,6,1,118
see the,2486,19,27,1,0,3,1,51
human being,2482,62,76,15,7,7,2,169
a person,2480,70,83,32,13,14,1,213
center for,2477,30,35,3,0,0,0,68
to an,2476,41,52,2,1,1,1,98
life long,2475,16,28,2,0,1,0,47
boy mom,2470,0,87,2,0,3,0,92
out on,2467,44,40,7,4,8,3,106
to support,2463,25,38,1,6,8,1,79
dad and,2460,59,1,0,2,0,2,64
power of,2458,21,41,7,1,5,0,75
adult content,2457,34,31,13,8,6,2,94
daughter sister,2457,0,91,1,0,0,0,92
and loving,2456,22,29,5,1,3,1,61
enjoying life,2453,17,12,1,0,1,0,31
software developer,2452,207,48,12,7,5,2,281
and play,2451,100,73,23,9,10,4,219
but the,2449,27,44,6,7,3,0,87
god fearing,2448,4,3,0,0,0,0,7
right now,2442,66,87,8,5,5,1,172
ohio state,2440,25,42,0,1,2,0,70
who you,2439,30,35,4,2,8,1,80
new orleans,2435,24,39,5,1,1,0,70
hosted by,2434,10,9,0,0,0,4,23
mother wife,2429,0,101,1,0,2,0,104
than you,2427,55,74,12,4,3,1,149
proud of,2426,33,46,10,1,8,1,99
and we,2420,19,21,6,2,3,3,54
comic book,2418,175,59,10,12,6,2,264
we will,2406,9,20,2,2,4,0,37
in progress,2405,54,156,16,8,19,3,256
of new,2404,30,26,3,0,1,0,60
associate professor,2403,102,130,4,1,6,0,243
things and,2402,104,134,18,16,18,2,292
jesus is,2400,7,6,0,0,0,0,13
like my,2399,48,60,11,8,14,0,141
father grandfather,2399,14,0,0,0,0,0,14
new england,2398,38,45,7,3,2,0,95
be your,2396,38,71,7,4,12,2,134
out here,2395,40,74,10,3,10,2,139
health advocate,2394,66,210,19,4,16,1,316
state alum,2391,22,50,1,0,2,0,75
america first,2389,1,0,0,0,0,0,1
dms are,2388,160,78,24,27,15,3,307
of one,2388,33,43,4,0,5,0,85
the community,2387,7,13,3,0,0,0,23
college football,2387,13,6,0,0,0,0,19
my love,2386,31,134,7,2,12,1,187
was born,2386,25,20,3,6,4,1,59
https //discord,2385,46,22,5,8,4,1,86
fan since,2385,30,29,0,1,3,1,64
son brother,2385,24,1,0,0,0,0,25
mission to,2384,15,23,1,0,1,1,41
care about,2383,52,65,10,10,5,0,142
place to,2383,18,30,4,1,4,0,57
working in,2380,78,86,9,2,7,2,184
a dream,2380,14,39,4,5,3,2,67
we offer,2380,0,0,0,0,0,0,0
in god,2378,4,8,0,0,0,1,13
the state,2376,23,17,5,2,4,0,51
oh and,2375,47,48,7,3,5,1,111
waiting for,2373,44,87,7,4,3,0,145
what we,2373,18,31,2,0,1,0,52
and crypto,2371,7,4,0,1,1,1,14
retweets are,2369,64,44,6,4,5,2,125
of people,2368,32,52,4,5,3,1,97
for it,2367,42,40,4,6,4,2,98
vote blue,2366,9,44,0,0,0,0,53
the other,2364,51,49,9,8,4,4,125
i feel,2352,48,64,4,8,3,0,127
opinions mine,2351,239,327,21,5,24,3,619
as you,2351,39,40,8,1,5,2,95
years in,2351,21,18,1,1,1,0,42
i try,2348,102,66,9,6,11,3,197
tweets about,2346,136,130,10,10,7,1,294
king of,2346,86,16,15,7,2,2,128
and good,2343,51,52,9,5,8,1,126
in texas,2343,25,28,5,1,2,0,61
just living,2343,19,23,4,0,4,0,50
voice of,2340,47,16,4,3,6,1,77
a woman,2338,14,62,8,0,14,0,98
a full,2338,14,27,5,2,4,0,52
play games,2337,128,71,25,11,19,5,259
with no,2337,33,41,8,4,5,0,91
to 2,2334,20,78,2,1,6,1,108
director at,2332,69,66,2,5,5,0,147
a difference,2332,18,40,1,2,0,0,61
tired of,2330,30,54,11,1,2,0,98
but i'm,2327,60,69,19,9,5,3,165
a free,2326,9,20,3,1,4,0,37
on facebook,2326,6,16,2,0,0,0,24
play video,2322,136,80,16,18,10,2,262
will always,2321,33,39,6,2,5,1,86
my world,2321,7,23,5,0,2,1,38
dogs and,2319,49,117,6,3,4,0,179
my husband,2319,31,65,4,2,3,0,105
a gamer,2316,64,30,11,4,7,1,117
navy veteran,2316,33,17,2,1,0,1,54
yes i,2313,57,77,14,8,15,2,173
the outdoors,2308,24,35,1,1,1,1,63
tell me,2306,63,74,11,4,5,2,159
to stay,2305,20,42,6,2,3,0,73
profile pic,2296,277,169,61,28,32,10,577
manager at,2295,82,72,6,2,4,1,167
your heart,2295,39,45,10,5,3,1,103
take a,2295,20,36,6,2,3,0,67
know how,2294,43,77,15,5,15,2,157
and husband,2291,51,1,0,1,0,0,53
follow the,2291,7,22,0,1,0,0,30
crypto investor,2289,2,2,0,0,0,0,4
and business,2288,11,12,0,0,3,2,28
of us,2287,44,45,6,2,5,2,104
for everyone,2286,43,60,11,5,13,0,132
a place,2286,50,38,7,7,11,1,114
not affiliated,2285,30,31,3,1,4,1,70
your dreams,2285,19,29,5,7,2,1,63
but i’m,2284,47,67,5,12,17,1,149
podcast host,2281,61,63,7,3,6,2,142
girl who,2280,7,113,1,1,10,2,134
a dude,2280,80,4,1,10,0,0,95
like me,2279,34,37,8,3,5,1,88
thoughts and,2276,87,85,8,12,10,1,203
i could,2276,59,77,6,3,7,3,155
helping people,2276,14,13,0,1,0,0,28
crypto and,2271,5,1,1,0,0,0,7
is always,2270,22,39,6,3,5,0,75
your local,2268,113,118,35,29,34,3,332
opinions expressed,2265,114,81,5,3,2,7,212
in it,2263,37,48,3,2,7,2,99
daughter of,2261,2,92,2,0,5,0,101
be an,2258,54,74,13,4,9,1,155
reporter for,2257,40,72,3,1,2,0,118
from my,2256,52,53,9,3,6,2,125
who has,2256,31,30,9,7,5,0,82
gpa 3,2252,0,0,0,0,0,0,0
a professional,2250,38,32,5,3,4,2,84
makes me,2249,31,51,2,5,6,0,95
your business,2246,3,9,0,0,3,0,15
http //t,2245,18,7,0,3,0,0,28
teacher at,2244,20,48,0,3,2,0,73
fan i,2243,50,26,5,3,5,1,90
me with,2242,32,28,3,2,4,1,70
minors dni,2240,273,260,127,76,108,10,854
as an,2238,36,34,2,1,4,0,77
god 1st,2238,5,8,0,1,0,0,14
no dm's,2237,7,29,1,0,0,0,37
friendly neighborhood,2234,105,147,34,28,23,5,342
into a,2231,44,56,8,7,4,2,121
a day,2230,28,29,5,4,5,2,73
variety streamer,2226,149,119,24,14,37,2,345
in training,2226,112,118,19,17,22,6,294
everything i,2225,29,39,8,5,12,0,93
it's a,2223,42,29,5,3,5,1,85
i die,2222,43,46,4,4,7,1,105
live and,2221,17,30,6,2,0,1,56
leader in,2219,12,9,0,1,0,0,22
for free,2217,11,16,7,1,0,0,35
with us,2217,5,9,1,0,1,0,16
all in,2216,18,30,5,0,1,0,54
in an,2215,55,50,11,7,6,4,133
and enjoy,2211,21,10,4,0,3,1,39
good at,2210,105,78,24,9,11,1,228
not your,2210,29,66,7,1,3,1,107
and in,2210,28,37,2,3,3,1,74
an amazing,2209,28,30,4,1,2,0,65
some fun,2208,26,12,2,4,4,0,48
that are,2203,33,32,5,3,2,0,75
best of,2202,20,25,6,2,3,0,56
man who,2200,32,3,1,4,1,0,41
vice president,2198,31,42,3,0,3,0,79
new jersey,2196,20,14,1,2,2,1,40
to save,2193,19,47,1,1,4,0,72
goal is,2192,11,16,4,1,2,0,34
come to,2191,28,40,8,0,3,0,79
no dm’s,2186,5,31,0,0,1,0,37
country music,2185,10,14,0,0,3,0,27
with it,2184,23,42,4,6,5,2,82
coach and,2184,14,11,1,2,0,0,28
events and,2183,10,8,2,1,0,0,21
a financial,2181,4,4,0,0,0,0,8
b a,2180,51,59,13,5,7,0,135
the big,2178,44,48,8,4,4,1,109
hard to,2178,28,41,9,2,6,0,86
25 years,2178,31,23,12,4,3,2,75
and politics,2177,96,86,8,5,5,3,203
my opinion,2176,33,34,4,4,1,0,76
web developer,2175,124,47,9,6,5,0,191
we help,2174,2,3,0,0,0,0,5
a human,2172,62,107,21,6,17,3,216
north carolina,2172,22,13,1,0,1,0,37
candidate for,2170,73,61,4,4,2,0,144
fight for,2170,38,51,7,4,3,2,105
at your,2170,38,42,13,4,5,1,103
i stand,2170,39,35,5,3,7,0,89
to bring,2170,18,22,4,0,0,2,46
to serve,2169,10,12,0,0,3,0,25
always open,2166,167,46,33,24,14,1,285
i never,2159,33,57,11,7,5,1,114
send me,2157,41,52,18,11,12,2,136
always looking,2155,43,39,6,4,8,1,101
you in,2151,24,41,10,5,1,2,83
where the,2151,15,34,2,1,5,0,57
like you,2148,23,44,4,3,2,0,76
the top,2147,17,11,1,2,3,0,34
people with,2146,14,81,6,1,14,0,116
on our,2146,12,8,2,0,0,1,23
than i,2142,68,70,11,3,8,2,162
available on,2141,24,23,2,1,4,1,55
i used,2140,79,81,4,5,6,3,178
contact me,2140,33,29,4,10,5,3,84
of 2023,2138,15,14,2,0,0,0,31
nature lover,2137,31,110,3,3,6,0,153
at my,2137,56,58,12,6,7,1,140
and live,2136,21,17,2,1,1,0,42
we love,2134,11,19,2,1,2,2,37
taylor swift,2133,56,316,8,5,19,1,405
and stuff,2132,131,81,16,12,17,9,266
going on,2132,46,71,15,8,11,2,153
but a,2131,45,43,5,4,5,0,102
saved by,2131,4,14,0,0,0,0,18
a mission,2130,18,25,1,0,1,0,45
baseball coach,2129,5,0,0,0,0,0,5
than a,2126,36,56,5,5,4,1,107
our website,2124,1,0,0,0,0,1,2
it’s a,2122,24,51,4,2,6,0,87
things in,2120,37,42,4,3,3,0,89
i use,2119,70,85,28,8,12,5,208
to laugh,2118,12,38,6,1,6,0,63
texas a,2118,28,28,1,0,0,0,57
new twitter,2118,5,10,4,0,0,0,19
to put,2116,55,46,7,11,8,2,129
all you,2113,22,48,5,1,3,0,79
and their,2110,14,22,3,1,2,0,42
and always,2105,33,56,10,6,6,3,114
business and,2099,13,11,2,0,1,0,27
i take,2098,51,74,15,6,8,0,154
and our,2097,9,19,0,2,2,0,32
make music,2096,105,42,17,15,14,3,196
director for,2095,75,65,4,3,4,0,151
recording artist,2095,11,5,1,2,2,0,21
u of,2093,39,67,5,3,8,1,123
you a,2090,18,42,8,3,6,1,78
get your,2090,29,38,2,0,3,0,72
i can't,2089,38,50,6,5,4,0,103
grew up,2089,28,34,0,0,1,0,63
here i,2088,46,62,13,1,9,1,132
how you,2088,16,29,5,0,0,0,50
of love,2086,38,67,12,9,13,3,142
me the,2085,33,40,7,5,3,2,90
country and,2085,10,6,0,0,1,0,17
world a,2082,64,62,5,4,5,0,140
a book,2075,44,82,8,4,9,1,148
the name,2075,43,34,10,4,3,1,95
time with,2073,17,13,1,1,0,0,32
for booking,2072,7,7,9,3,0,1,27
https //instagram,2070,8,17,2,1,3,0,31
is where,2069,45,62,10,5,10,0,132
personal trainer,2069,22,12,1,1,1,0,37
official page,2069,1,4,1,0,0,0,6
the past,2067,25,19,3,0,2,0,49
find the,2064,18,19,3,0,4,1,45
the world's,2063,18,11,3,0,2,1,35
of texas,2062,18,26,0,1,0,0,45
me or,2061,31,25,4,2,7,0,69
of america,2058,11,16,1,2,0,0,30
to watch,2057,31,28,6,1,3,1,70
time for,2056,22,37,2,2,1,0,64
all platforms,2056,13,14,3,0,5,0,35
love sports,2052,10,5,1,1,0,0,17
you should,2051,52,61,3,5,8,3,132
and some,2049,67,48,3,6,4,4,132
other stuff,2048,133,86,13,9,7,2,250
rest in,2048,11,22,1,1,3,0,38
commissions open,2047,167,258,115,52,91,9,692
i support,2045,37,44,8,2,4,2,97
it up,2044,29,34,5,3,2,3,76
love it,2043,10,25,4,0,4,0,43
a writer,2041,68,116,8,9,16,3,220
i find,2040,40,28,5,7,6,0,86
twitter feed,2040,9,10,1,0,0,0,20
what to,2039,53,45,5,7,11,3,124
you with,2039,7,22,1,0,1,0,31
what the,2038,36,47,5,7,10,0,105
and then,2038,32,50,7,3,6,3,101
and only,2038,27,36,3,3,2,0,71
stand up,2038,23,28,4,0,2,0,57
small town,2037,13,51,6,1,2,2,75
kansas city,2037,16,20,2,0,0,0,38
