bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
hang out,2.173,3.446,2.159,2.234,4.178,1.843,8.741,2.713
black woman,1.771,0.119,4.649,0.559,1.045,4.913,4.371,2.713
is mine,1.653,3.446,2.159,3.91,2.089,1.843,4.371,2.713
mom i,1.515,0.0,5.231,0.559,0.0,2.457,0.0,2.713
medical advice,1.363,3.209,3.321,0.0,0.0,0.614,0.0,2.713
likes and,1.168,4.159,1.245,2.793,6.268,3.685,4.371,2.713
community organizer,0.972,3.684,2.242,2.234,3.134,1.843,0.0,2.713
ma in,0.94,2.139,3.487,0.559,1.045,3.685,0.0,2.713
kids and,4.649,2.377,3.819,0.559,0.0,0.0,0.0,2.673
a dream,4.371,1.664,3.238,2.234,5.223,1.843,8.741,2.673
take a,4.215,2.377,2.989,3.351,2.089,1.843,0.0,2.673
world and,3.695,2.971,2.906,2.793,2.089,0.0,0.0,2.673
my page,3.13,2.258,2.574,3.91,4.178,1.843,13.112,2.673
not for,3.005,3.446,1.91,0.559,2.089,4.913,17.483,2.673
by birth,2.724,3.209,2.823,0.0,3.134,1.843,0.0,2.673
version of,2.571,2.496,2.74,2.793,6.268,1.228,0.0,2.673
my account,2.404,3.209,2.159,2.234,5.223,1.228,13.112,2.673
music art,2.292,2.733,2.657,1.117,4.178,3.685,0.0,2.673
my twitch,2.277,3.922,1.245,5.027,7.312,1.228,4.371,2.673
i keep,2.232,3.09,2.491,1.676,1.045,3.685,4.371,2.673
of history,2.184,3.803,2.74,0.0,2.089,0.0,0.0,2.673
dm if,2.165,3.922,1.079,4.468,1.045,6.142,8.741,2.673
join my,2.164,2.496,2.325,3.351,6.268,3.685,0.0,2.673
ever meet,1.927,2.733,2.823,1.117,5.223,1.843,0.0,2.673
be more,1.686,2.852,2.989,1.676,2.089,0.614,4.371,2.673
and design,1.686,2.496,2.574,2.793,5.223,1.843,8.741,2.673
running for,1.671,4.278,2.076,0.559,1.045,2.457,0.0,2.673
my dms,1.416,2.852,2.491,2.234,4.178,3.071,0.0,2.673
i probably,1.387,3.209,1.91,2.234,6.268,4.299,0.0,2.673
and post,1.253,3.446,1.328,2.793,9.401,4.299,4.371,2.673
interests include,1.232,3.684,2.408,1.676,2.089,1.228,0.0,2.673
uc berkeley,1.161,2.733,3.321,0.559,1.045,1.228,0.0,2.673
and amateur,1.108,3.446,2.159,3.91,3.134,1.228,0.0,2.673
the dream,6.557,3.209,2.989,1.676,0.0,0.0,0.0,2.633
enjoy the,5.295,2.377,2.823,1.676,2.089,3.071,8.741,2.633
the beach,4.762,2.02,2.906,3.351,2.089,3.071,4.371,2.633
work with,3.532,2.852,2.408,2.234,2.089,4.299,0.0,2.633
you for,3.183,2.852,2.657,3.351,2.089,1.228,0.0,2.633
community college,2.953,1.664,3.819,0.559,2.089,1.228,4.371,2.633
good food,2.775,1.901,3.487,2.793,1.045,1.228,0.0,2.633
youtube http,2.614,4.397,1.661,2.234,3.134,1.228,0.0,2.633
rest of,2.446,3.328,2.823,2.234,0.0,0.0,0.0,2.633
content and,2.197,2.852,1.993,5.027,3.134,2.457,8.741,2.633
doing it,2.169,2.733,2.989,1.676,1.045,1.843,0.0,2.633
things to,2.083,2.615,2.823,2.793,0.0,2.457,4.371,2.633
doing the,1.985,2.733,2.823,2.234,1.045,1.843,4.371,2.633
the night,1.892,1.901,3.238,1.676,0.0,4.913,0.0,2.633
a joke,1.84,1.783,2.989,3.91,1.045,4.299,0.0,2.633
and maybe,1.574,3.209,1.661,3.351,4.178,3.685,13.112,2.633
24 years,1.532,2.852,2.491,1.676,4.178,1.843,8.741,2.633
love anime,1.48,2.258,2.408,3.91,4.178,3.071,8.741,2.633
hopeless romantic,1.405,2.377,2.574,2.234,2.089,4.913,4.371,2.633
pretty cool,1.175,3.803,1.993,2.793,3.134,0.614,4.371,2.633
not enough,1.137,3.09,2.325,2.793,0.0,4.299,0.0,2.633
blm resist,1.109,2.139,3.819,0.559,1.045,0.0,0.0,2.633
- just,1.096,3.922,1.661,2.234,5.223,1.228,8.741,2.633
wars fan,1.065,4.991,1.827,0.559,1.045,0.0,0.0,2.633
also make,0.994,3.565,1.744,2.793,3.134,3.071,8.741,2.633
tweet for,0.994,1.545,2.906,3.351,2.089,5.528,4.371,2.633
lot and,0.817,2.496,2.325,3.351,6.268,2.457,4.371,2.633
real estate,42.4,3.209,3.072,0.0,1.045,0.0,0.0,2.593
the truth,10.19,1.783,3.321,2.234,1.045,3.071,0.0,2.593
of our,9.953,2.733,2.74,2.793,2.089,1.228,0.0,2.593
father to,9.508,7.487,0.0,0.0,1.045,0.614,0.0,2.593
of 1,5.319,1.783,3.736,0.559,2.089,1.228,0.0,2.593
an amazing,4.057,3.328,2.491,2.234,1.045,1.228,0.0,2.593
and community,3.633,2.852,2.574,2.234,1.045,1.843,8.741,2.593
graduate of,3.537,4.041,2.242,0.0,2.089,1.228,0.0,2.593
and dad,3.282,7.249,0.166,0.0,0.0,0.614,4.371,2.593
guy with,3.238,7.487,0.083,0.0,1.045,0.0,0.0,2.593
huge fan,2.869,3.209,2.574,1.117,3.134,1.228,0.0,2.593
striving to,2.847,2.615,3.238,1.117,0.0,1.228,0.0,2.593
get my,2.674,2.733,2.242,3.91,2.089,3.071,4.371,2.593
nature and,2.586,1.664,3.072,3.351,2.089,1.843,13.112,2.593
board of,2.524,3.684,2.657,0.559,1.045,0.0,0.0,2.593
are just,2.331,2.615,2.491,2.234,2.089,3.685,4.371,2.593
think about,2.261,2.733,1.91,3.351,3.134,5.528,4.371,2.593
the left,2.217,3.684,1.993,2.793,3.134,0.614,4.371,2.593
please no,2.197,2.377,2.906,1.676,5.223,0.614,4.371,2.593
twitch and,1.989,3.684,1.494,3.91,3.134,3.071,4.371,2.593
who knows,1.987,2.733,1.661,5.027,5.223,3.071,13.112,2.593
resist blm,1.912,1.664,3.985,0.0,0.0,1.843,0.0,2.593
advocate and,1.826,2.496,2.989,0.559,1.045,3.071,4.371,2.593
to time,1.763,3.922,1.744,2.793,4.178,0.0,8.741,2.593
w/ a,1.684,2.733,2.989,1.676,2.089,0.614,0.0,2.593
artist photographer,1.569,1.426,2.906,3.351,7.312,3.071,0.0,2.593
movie lover,1.541,3.922,2.325,0.559,1.045,1.228,0.0,2.593
the sea,1.532,2.258,2.491,3.91,3.134,3.071,4.371,2.593
of legends,1.286,4.516,1.577,1.117,5.223,0.614,0.0,2.593
equity and,1.19,2.139,3.072,1.676,4.178,1.228,4.371,2.593
my discord,1.161,3.684,0.83,3.91,6.268,4.913,13.112,2.593
read a,1.093,1.07,3.736,3.351,1.045,1.843,4.371,2.593
gamer -,1.052,4.635,1.162,2.234,2.089,3.685,0.0,2.593
25 i,0.659,1.901,2.989,5.027,0.0,2.457,0.0,2.593
a proud,5.811,2.733,2.74,2.234,0.0,1.843,4.371,2.553
st louis,5.343,3.446,2.491,1.676,0.0,0.614,4.371,2.553
dad and,4.518,7.012,0.083,0.0,2.089,0.0,8.741,2.553
fan since,4.38,3.565,2.408,0.0,1.045,1.843,4.371,2.553
time for,3.776,2.615,3.072,1.117,2.089,0.614,0.0,2.553
philly sports,3.556,3.446,2.574,0.559,1.045,1.228,0.0,2.553
take it,3.295,2.258,2.657,2.234,2.089,4.299,0.0,2.553
i sell,3.141,2.258,2.74,3.91,3.134,1.228,0.0,2.553
away from,2.733,2.852,2.408,2.234,1.045,3.685,0.0,2.553
out with,2.645,2.377,3.238,1.117,1.045,1.228,0.0,2.553
kinds of,2.645,3.684,1.494,4.468,1.045,2.457,8.741,2.553
take care,2.573,2.496,2.657,1.117,2.089,3.685,4.371,2.553
none of,2.557,3.09,2.242,2.793,2.089,1.843,4.371,2.553
who wants,2.525,4.754,0.913,1.676,5.223,2.457,4.371,2.553
me i'm,2.47,2.139,2.408,5.585,4.178,0.614,8.741,2.553
watch me,2.345,3.328,1.661,3.91,4.178,3.071,0.0,2.553
this shit,2.189,1.901,2.906,4.468,2.089,1.228,4.371,2.553
i eat,2.074,3.803,1.744,2.234,1.045,3.685,0.0,2.553
of none,1.85,3.922,1.827,3.351,1.045,1.228,0.0,2.553
18 years,1.822,4.635,1.328,1.676,4.178,1.228,0.0,2.553
fluent in,1.706,1.426,3.736,0.559,0.0,3.685,0.0,2.553
youtube videos,1.662,4.873,0.996,1.117,3.134,2.457,8.741,2.553
my book,1.414,2.733,2.657,2.234,3.134,0.614,4.371,2.553
and random,1.22,3.09,2.076,2.793,3.134,2.457,4.371,2.553
is best,1.198,4.041,1.744,0.559,3.134,3.071,0.0,2.553
420 friendly,1.177,1.783,2.74,3.351,4.178,3.685,0.0,2.553
designer of,1.089,4.397,1.744,1.117,3.134,0.614,0.0,2.553
software engineering,1.018,4.991,1.577,1.117,0.0,0.614,0.0,2.553
basically a,0.981,0.832,3.321,1.676,4.178,5.528,4.371,2.553
probably not,0.878,2.852,2.574,1.117,3.134,2.457,0.0,2.553
family and,12.673,2.971,2.823,1.117,1.045,0.614,0.0,2.514
and get,5.644,2.971,2.242,3.351,2.089,1.228,4.371,2.514
get it,4.882,2.377,2.906,2.234,0.0,2.457,0.0,2.514
the outdoors,4.239,2.852,2.906,0.559,1.045,0.614,4.371,2.514
your dreams,4.197,2.258,2.408,2.793,7.312,1.228,4.371,2.514
to laugh,3.89,1.426,3.155,3.351,1.045,3.685,0.0,2.514
grew up,3.837,3.328,2.823,0.0,0.0,0.614,0.0,2.514
have some,3.49,3.09,2.076,1.117,4.178,3.685,0.0,2.514
live on,3.121,2.615,2.657,3.351,1.045,0.0,8.741,2.514
only here,3.069,1.426,3.238,3.91,2.089,1.843,0.0,2.514
made me,2.955,2.139,2.325,1.117,3.134,6.756,4.371,2.514
i always,2.915,1.783,3.155,1.676,1.045,3.685,0.0,2.514
beer and,2.865,3.803,2.076,1.117,2.089,1.228,0.0,2.514
fan page,2.727,1.783,2.906,1.676,2.089,4.913,0.0,2.514
to one,2.716,3.446,2.159,2.793,2.089,0.614,0.0,2.514
afraid to,2.496,2.139,2.989,2.234,2.089,1.228,4.371,2.514
ig http,2.45,2.733,2.491,2.793,2.089,1.843,0.0,2.514
that make,2.265,3.209,2.242,1.676,2.089,1.843,4.371,2.514
is going,2.226,2.377,1.993,2.234,6.268,5.528,0.0,2.514
to music,2.219,3.328,2.325,0.559,2.089,1.228,8.741,2.514
a while,2.074,2.733,2.159,1.676,3.134,4.913,0.0,2.514
always in,2.042,2.852,2.657,2.793,1.045,0.614,0.0,2.514
protonmail com,2.028,2.139,2.574,2.234,2.089,4.299,4.371,2.514
wrestling and,1.985,4.873,1.328,1.117,3.134,0.614,0.0,2.514
music video,1.967,4.159,1.328,2.234,6.268,1.228,0.0,2.514
forget to,1.892,3.09,1.91,2.234,3.134,4.299,0.0,2.514
to not,1.829,3.328,1.827,2.234,3.134,2.457,8.741,2.514
and future,1.684,3.209,2.325,1.117,1.045,1.843,8.741,2.514
gamer streamer,1.378,2.852,1.661,3.351,8.357,3.071,0.0,2.514
random stuff,1.236,3.446,1.245,5.027,3.134,4.299,0.0,2.514
you about,1.111,2.377,2.242,5.027,1.045,2.457,8.741,2.514
science is,1.093,1.783,3.57,0.559,0.0,2.457,0.0,2.514
attempting to,1.062,3.565,1.577,2.793,4.178,2.457,4.371,2.514
really good,1.006,2.733,2.906,1.117,0.0,1.228,4.371,2.514
on occasion,0.828,2.852,1.91,1.676,5.223,3.071,13.112,2.514
gamer writer,0.558,3.446,1.993,1.117,3.134,3.071,0.0,2.514
home of,12.291,3.328,1.744,2.793,4.178,1.843,4.371,2.474
us army,7.266,4.397,1.744,1.676,1.045,0.0,0.0,2.474
for any,2.95,2.852,2.325,1.117,3.134,3.071,0.0,2.474
play with,2.911,3.09,2.159,1.676,1.045,3.071,4.371,2.474
you i,2.812,3.209,2.491,0.0,2.089,1.228,4.371,2.474
and one,2.726,2.258,3.072,0.0,2.089,1.843,4.371,2.474
time not,2.718,1.901,2.657,1.676,3.134,3.685,8.741,2.474
an old,2.672,3.09,2.657,1.676,0.0,0.614,0.0,2.474
myself and,2.481,3.09,2.242,1.676,2.089,2.457,0.0,2.474
and many,2.415,3.09,2.325,2.234,2.089,1.228,0.0,2.474
and author,2.408,2.971,2.242,1.676,1.045,3.071,4.371,2.474
i mean,2.349,1.901,2.574,4.468,0.0,3.685,4.371,2.474
http //soundcloud,2.333,3.684,1.162,3.351,5.223,3.071,4.371,2.474
have my,2.255,2.139,3.238,0.559,0.0,2.457,0.0,2.474
a pretty,2.243,2.258,2.242,3.351,5.223,3.071,0.0,2.474
youtube and,2.136,4.278,1.494,2.234,2.089,1.228,0.0,2.474
girls and,2.127,1.664,3.155,2.234,1.045,3.071,0.0,2.474
don’t follow,2.121,2.496,2.491,2.234,2.089,3.071,0.0,2.474
it here,2.061,2.258,2.906,2.234,1.045,1.843,0.0,2.474
at it,1.98,3.565,1.744,2.793,2.089,2.457,0.0,2.474
and nature,1.934,2.258,2.574,2.793,2.089,1.843,8.741,2.474
music fan,1.916,4.516,1.577,1.117,2.089,0.614,0.0,2.474
s in,1.697,2.496,2.491,1.117,3.134,3.685,0.0,2.474
for friends,1.684,3.328,1.494,3.351,8.357,1.228,0.0,2.474
belong to,1.681,2.496,2.574,3.91,2.089,0.614,0.0,2.474
movies tv,1.611,3.803,2.242,0.559,0.0,0.614,4.371,2.474
not much,1.609,3.803,1.827,1.676,0.0,3.071,0.0,2.474
a c,1.545,1.783,2.74,3.91,2.089,3.071,0.0,2.474
tar heel,1.464,2.02,3.653,0.0,0.0,0.614,0.0,2.474
love cats,1.28,1.188,3.072,5.027,2.089,2.457,0.0,2.474
of some,1.265,2.852,1.993,3.351,2.089,1.843,13.112,2.474
too old,1.19,1.664,3.487,1.117,0.0,2.457,0.0,2.474
works in,1.142,3.328,1.993,1.676,3.134,1.228,8.741,2.474
working class,1.014,3.446,1.827,1.117,7.312,1.228,0.0,2.474
studying the,0.68,2.615,3.072,0.0,1.045,1.228,0.0,2.474
proud father,9.334,6.774,0.0,1.676,1.045,0.0,0.0,2.434
subscribe to,8.605,3.684,1.993,1.117,2.089,1.228,0.0,2.434
around the,8.379,3.09,1.91,2.793,2.089,3.071,0.0,2.434
a beautiful,6.621,1.901,3.072,0.0,2.089,3.685,0.0,2.434
hip hop,6.201,3.328,2.159,1.117,2.089,1.843,0.0,2.434
all your,5.091,2.139,2.989,0.559,0.0,3.071,4.371,2.434
and loving,4.511,2.615,2.408,2.793,1.045,1.843,4.371,2.434
in texas,4.303,2.971,2.325,2.793,1.045,1.228,0.0,2.434
a difference,4.283,2.139,3.321,0.559,2.089,0.0,0.0,2.434
grade teacher,3.457,0.951,4.234,0.559,1.045,0.0,0.0,2.434
for new,3.108,2.971,2.076,2.234,5.223,1.228,0.0,2.434
a fun,2.906,3.328,1.91,2.234,2.089,1.843,4.371,2.434
the music,2.904,2.615,2.491,1.117,3.134,1.843,4.371,2.434
registered nurse,2.761,1.188,3.736,1.117,2.089,1.228,0.0,2.434
ready for,2.733,1.901,2.491,3.351,6.268,1.843,0.0,2.434
degree in,2.59,3.446,1.91,1.676,3.134,1.843,0.0,2.434
and former,2.584,3.565,2.076,1.117,3.134,0.0,4.371,2.434
my instagram,2.503,3.09,2.076,1.117,3.134,1.843,8.741,2.434
but it,2.443,3.803,1.744,2.793,2.089,0.0,4.371,2.434
and that,2.423,3.09,1.993,2.234,1.045,3.071,4.371,2.434
now and,2.277,2.971,1.91,2.234,4.178,2.457,4.371,2.434
dm or,2.14,2.971,1.993,0.559,3.134,4.913,0.0,2.434
into my,2.074,1.307,2.906,2.793,3.134,4.299,0.0,2.434
mama of,1.906,0.0,4.815,0.559,1.045,0.614,0.0,2.434
of animals,1.84,0.951,3.736,1.117,2.089,2.457,0.0,2.434
belongs to,1.824,2.139,2.491,3.351,2.089,2.457,4.371,2.434
of myself,1.778,3.328,1.993,3.351,1.045,1.228,0.0,2.434
and advocate,1.756,2.377,2.989,0.559,2.089,1.228,0.0,2.434
as my,1.745,2.971,2.408,1.117,1.045,1.843,4.371,2.434
- all,1.739,2.733,2.325,2.793,1.045,2.457,0.0,2.434
not sure,1.725,3.803,1.245,2.234,4.178,3.071,4.371,2.434
place in,1.693,3.328,2.076,0.559,4.178,1.843,0.0,2.434
a heart,1.681,2.852,2.159,2.793,2.089,2.457,0.0,2.434
outlook com,1.679,3.209,1.993,2.234,3.134,1.843,0.0,2.434
from time,1.668,3.684,1.577,2.793,4.178,0.0,8.741,2.434
person of,1.666,3.446,1.328,5.585,0.0,3.685,0.0,2.434
i’ll be,1.642,2.377,2.491,3.351,1.045,2.457,0.0,2.434
supposed to,1.62,3.209,1.827,4.468,2.089,1.228,0.0,2.434
in person,1.598,2.02,2.823,2.234,1.045,2.457,4.371,2.434
my friend,1.556,2.615,1.827,2.793,3.134,4.299,8.741,2.434
love video,1.513,4.159,0.83,2.234,6.268,3.071,4.371,2.434
of politics,1.456,3.684,1.993,0.559,3.134,0.0,8.741,2.434
team member,1.431,3.209,2.242,1.676,2.089,1.228,0.0,2.434
me from,1.416,2.733,1.827,5.027,2.089,1.843,8.741,2.434
voting rights,1.361,2.139,3.404,0.559,0.0,0.614,0.0,2.434
a side,1.276,2.139,2.491,2.793,3.134,2.457,4.371,2.434
art history,0.953,1.426,3.155,4.468,1.045,0.614,4.371,2.434
the cat,0.865,2.258,3.072,2.234,0.0,0.614,0.0,2.434
and tired,0.839,2.258,1.577,5.027,5.223,4.913,4.371,2.434
reflect those,0.749,2.733,2.242,1.676,4.178,1.228,8.741,2.434
fan girl,0.696,0.119,4.649,1.117,0.0,1.228,0.0,2.434
/ 23,0.516,1.901,1.411,8.378,7.312,3.071,4.371,2.434
and life,4.711,2.971,2.74,1.117,0.0,0.0,0.0,2.394
where you,4.597,1.901,2.906,1.117,4.178,1.843,0.0,2.394
of new,4.415,3.565,2.159,1.676,0.0,0.614,0.0,2.394
can make,3.512,3.09,2.408,1.117,1.045,1.228,0.0,2.394
one and,3.064,2.852,2.657,0.0,2.089,1.228,0.0,2.394
how i,2.97,3.209,1.993,1.676,3.134,1.843,0.0,2.394
you were,2.812,1.783,3.072,2.234,1.045,1.228,4.371,2.394
now a,2.795,3.209,1.827,0.559,6.268,2.457,0.0,2.394
you just,2.773,2.139,2.408,3.351,2.089,3.071,0.0,2.394
originally from,2.413,4.278,1.494,0.0,1.045,1.228,13.112,2.394
old and,2.412,2.733,2.076,2.793,1.045,3.071,4.371,2.394
https //twitch,2.345,3.565,1.411,2.234,5.223,1.228,8.741,2.394
breast cancer,2.288,0.357,4.649,0.0,0.0,0.614,0.0,2.394
know i,2.263,2.258,2.242,2.793,4.178,2.457,4.371,2.394
and avid,2.154,2.258,2.574,2.234,1.045,2.457,4.371,2.394
i come,2.118,2.377,2.74,1.676,0.0,1.843,4.371,2.394
i'm in,2.02,3.09,1.91,2.793,2.089,1.843,4.371,2.394
unless you,1.923,3.209,1.827,4.468,2.089,0.614,0.0,2.394
history buff,1.894,3.446,2.408,0.559,0.0,0.614,0.0,2.394
you're not,1.842,3.328,2.076,1.676,1.045,1.228,4.371,2.394
i drink,1.813,2.258,2.657,1.117,3.134,2.457,0.0,2.394
apex legends,1.756,3.565,1.162,2.234,5.223,3.685,4.371,2.394
twitter and,1.692,2.971,1.993,3.91,2.089,1.228,0.0,2.394
bad bitch,1.659,1.188,3.155,3.91,0.0,3.071,0.0,2.394
you’re not,1.552,1.426,2.657,2.234,0.0,6.142,8.741,2.394
gamer i,1.436,4.159,1.245,1.117,1.045,3.071,8.741,2.394
contributor to,1.416,3.684,1.993,0.559,2.089,1.228,0.0,2.394
your mom,1.264,1.664,2.823,1.676,1.045,4.299,4.371,2.394
really just,1.166,1.901,2.242,4.468,3.134,3.685,0.0,2.394
do stuff,1.074,3.565,1.411,3.351,2.089,3.071,0.0,2.394
writer on,0.742,3.565,2.159,0.559,1.045,1.228,0.0,2.394
of jesus,10.706,2.852,2.491,0.559,0.0,2.457,0.0,2.354
has been,7.398,3.446,1.744,2.793,1.045,1.228,4.371,2.354
to improve,4.59,4.041,1.577,2.793,0.0,0.614,0.0,2.354
was born,4.382,2.971,1.661,1.676,6.268,2.457,4.371,2.354
on earth,3.717,2.02,2.989,2.793,1.045,0.0,0.0,2.354
find out,3.626,2.258,2.325,3.91,3.134,1.228,0.0,2.354
live for,3.499,1.545,2.823,5.585,0.0,1.228,0.0,2.354
the word,2.961,2.733,2.325,1.676,4.178,0.614,0.0,2.354
in need,2.896,2.377,2.574,1.117,2.089,2.457,0.0,2.354
searching for,2.852,2.496,2.408,0.559,4.178,2.457,0.0,2.354
the middle,2.678,1.664,2.906,3.351,1.045,1.843,0.0,2.354
and still,2.544,2.733,2.325,1.676,1.045,1.843,4.371,2.354
a bio,2.527,2.971,1.827,3.91,5.223,0.0,0.0,2.354
making the,2.474,2.971,1.993,2.793,2.089,1.228,4.371,2.354
photography and,2.408,3.803,2.076,0.559,0.0,0.614,0.0,2.354
someone who,2.266,2.852,2.325,2.234,1.045,1.228,0.0,2.354
car enthusiast,2.085,5.11,0.581,1.117,3.134,0.0,17.483,2.354
due to,2.044,3.09,1.91,1.117,1.045,2.457,13.112,2.354
more of,1.969,2.971,1.827,2.793,5.223,0.614,4.371,2.354
play the,1.679,3.803,1.744,1.676,1.045,1.228,0.0,2.354
time on,1.671,2.733,2.408,0.559,2.089,2.457,0.0,2.354
need of,1.445,2.377,2.574,1.676,0.0,3.071,0.0,2.354
digital content,1.438,2.733,2.657,1.117,0.0,0.0,8.741,2.354
writer producer,1.412,2.733,2.491,1.117,1.045,1.228,4.371,2.354
only i,1.335,2.733,1.245,4.468,4.178,4.913,4.371,2.354
is also,1.3,2.733,1.245,3.91,2.089,5.528,13.112,2.354
engineer by,1.177,4.159,1.245,2.234,0.0,2.457,4.371,2.354
who makes,1.119,3.09,1.661,2.793,6.268,0.614,4.371,2.354
i'm pretty,1.058,3.209,2.076,2.234,2.089,0.0,4.371,2.354
i'm funny,1.034,2.496,2.325,2.793,0.0,2.457,4.371,2.354
historian of,1.016,2.377,2.823,1.117,1.045,1.228,0.0,2.354
maker and,0.964,2.377,2.159,0.559,4.178,3.685,8.741,2.354
poli sci,0.823,3.922,1.744,1.676,1.045,0.614,0.0,2.354
tea and,0.665,0.951,3.819,1.117,0.0,1.843,0.0,2.354
the city,5.995,2.615,2.574,1.117,1.045,0.614,4.371,2.314
variety of,3.613,3.09,1.827,5.027,0.0,0.614,0.0,2.314
a regular,3.363,3.328,1.91,1.676,0.0,1.843,4.371,2.314
inspired by,3.141,2.258,2.657,1.676,2.089,0.0,8.741,2.314
leader of,3.053,3.922,1.494,1.676,1.045,1.843,0.0,2.314
use code,3.007,3.09,2.491,0.0,0.0,1.228,0.0,2.314
if we,2.942,2.139,2.74,1.676,1.045,1.843,0.0,2.314
a dad,2.928,5.942,0.249,1.117,2.089,0.614,0.0,2.314
as much,2.885,2.733,2.242,0.559,4.178,1.843,0.0,2.314
with some,2.472,2.615,2.325,1.676,1.045,1.843,4.371,2.314
women in,2.45,0.238,4.566,0.559,0.0,0.0,0.0,2.314
to fight,2.413,2.496,2.491,2.234,0.0,1.843,0.0,2.314
don't care,2.404,2.852,1.827,2.234,1.045,1.228,21.853,2.314
know that,2.334,1.901,2.823,2.793,3.134,0.0,0.0,2.314
me i’m,2.327,2.496,2.408,1.117,0.0,3.071,4.371,2.314
native american,2.257,2.971,1.91,3.351,1.045,1.228,4.371,2.314
do with,2.182,2.258,1.993,2.793,0.0,6.142,0.0,2.314
you could,1.996,2.496,2.242,1.676,3.134,2.457,0.0,2.314
link for,1.962,2.02,2.076,5.027,1.045,3.071,4.371,2.314
my free,1.881,2.496,2.076,3.91,0.0,3.071,0.0,2.314
good day,1.84,3.328,1.494,3.351,0.0,3.071,4.371,2.314
and fan,1.725,2.615,2.159,2.793,0.0,2.457,4.371,2.314
i tell,1.647,3.09,1.993,1.676,2.089,1.843,0.0,2.314
better world,1.624,2.971,1.91,2.234,4.178,0.614,4.371,2.314
and media,1.611,2.733,1.577,2.793,3.134,4.299,4.371,2.314
outdoor enthusiast,1.607,2.377,2.906,0.559,1.045,0.614,0.0,2.314
my face,1.563,2.258,2.325,2.793,1.045,2.457,4.371,2.314
http //amzn,1.539,3.328,2.076,1.117,2.089,0.614,0.0,2.314
not like,1.51,2.377,2.076,2.793,2.089,2.457,8.741,2.314
read the,1.436,1.664,2.74,1.676,5.223,1.843,0.0,2.314
usa today,1.422,0.713,4.234,0.0,0.0,0.614,0.0,2.314
coordinator for,1.405,2.377,2.325,3.91,1.045,1.228,0.0,2.314
you're a,1.374,3.09,1.245,2.234,3.134,3.685,17.483,2.314
also known,1.359,2.258,2.242,1.676,0.0,5.528,0.0,2.314
a in,1.282,1.901,2.408,3.351,1.045,3.685,0.0,2.314
an idiot,1.168,3.446,1.744,2.793,2.089,0.614,0.0,2.314
love live,1.091,2.615,1.577,5.027,3.134,2.457,4.371,2.314
and overall,0.999,3.565,1.661,2.793,2.089,0.614,0.0,2.314
really love,0.939,1.783,2.408,3.91,1.045,3.071,4.371,2.314
i wrote,0.937,3.328,1.993,2.234,0.0,1.228,0.0,2.314
music teacher,0.904,2.02,2.906,2.234,1.045,0.0,4.371,2.314
hey i’m,0.841,2.496,1.577,3.91,3.134,4.913,0.0,2.314
at microsoft,0.652,5.229,0.913,0.559,1.045,0.614,0.0,2.314
father and,8.559,6.655,0.0,0.0,1.045,0.0,0.0,2.274
we do,4.913,2.02,2.491,1.676,2.089,1.843,8.741,2.274
people to,4.847,3.446,1.827,1.676,1.045,0.614,4.371,2.274
place to,4.377,2.139,2.491,2.234,1.045,2.457,0.0,2.274
where the,3.951,1.783,2.823,1.117,1.045,3.071,0.0,2.274
texas a,3.89,3.328,2.325,0.559,0.0,0.0,0.0,2.274
stand up,3.743,2.733,2.325,2.234,0.0,1.228,0.0,2.274
this page,3.574,2.377,1.494,4.468,3.134,4.299,4.371,2.274
to start,3.328,2.852,2.076,1.676,3.134,0.0,8.741,2.274
just for,3.291,2.615,1.993,0.559,2.089,4.299,4.371,2.274
join me,3.273,2.377,2.242,3.351,2.089,1.228,0.0,2.274
believes in,3.181,2.258,2.823,0.0,2.089,0.614,4.371,2.274
proud democrat,2.985,2.733,2.823,0.0,0.0,0.0,0.0,2.274
is too,2.981,2.496,2.408,1.676,0.0,2.457,0.0,2.274
the whole,2.968,1.901,2.574,2.793,2.089,1.228,4.371,2.274
for an,2.966,3.209,1.577,1.117,5.223,2.457,0.0,2.274
and is,2.867,2.733,1.744,2.234,3.134,2.457,8.741,2.274
creator for,2.645,4.278,0.996,2.793,3.134,0.614,0.0,2.274
even if,2.612,2.377,2.159,3.351,4.178,0.0,4.371,2.274
against the,2.573,2.852,2.159,1.117,3.134,1.228,0.0,2.274
a black,2.546,2.377,1.744,3.91,5.223,1.843,4.371,2.274
house of,2.522,2.02,2.076,1.676,5.223,3.685,4.371,2.274
to eat,2.45,1.901,2.74,2.234,2.089,1.228,0.0,2.274
girl living,2.369,0.0,4.4,0.559,0.0,1.843,0.0,2.274
some people,2.171,2.971,2.159,1.676,1.045,0.614,4.371,2.274
baseball fan,2.158,2.852,2.159,2.234,1.045,1.228,0.0,2.274
just my,2.145,3.209,1.827,1.676,4.178,0.614,0.0,2.274
i did,2.143,2.733,1.91,1.117,1.045,4.299,4.371,2.274
posts are,2.05,3.446,1.827,1.676,1.045,1.228,0.0,2.274
i’ve been,2.031,2.258,2.242,1.676,3.134,2.457,4.371,2.274
a k,1.971,4.041,1.328,0.559,3.134,1.228,4.371,2.274
have you,1.949,1.664,2.325,3.351,2.089,3.685,4.371,2.274
and big,1.941,2.852,1.827,2.234,5.223,1.228,0.0,2.274
