bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
my own,147.935,486.779,475.072,188.216,194.296,207.591,218.531,428.068
are my,117.147,349.04,334.842,128.456,123.263,152.93,166.084,303.426
of the,229.838,248.262,166.798,154.705,159.825,139.418,183.566,191.392
lives matter,20.754,155.208,155.258,142.977,153.557,148.016,196.678,154.206
i like,69.592,180.759,126.78,164.758,175.494,167.67,187.937,152.69
in the,179.671,169.113,147.536,127.339,133.709,108.095,131.119,150.097
black lives,19.204,144.512,153.182,133.482,144.155,143.103,192.308,148.222
opinions are,45.731,179.333,148.782,61.994,64.765,76.772,43.706,143.993
gmail com,92.95,160.913,103.616,157.498,179.672,159.686,96.154,133.18
i am,153.456,128.588,116.734,162.524,110.728,124.063,157.343,124.602
lover of,64.662,99.828,151.189,64.228,61.632,71.858,83.042,118.537
i love,112.957,103.987,123.874,125.663,114.907,113.008,122.378,116.263
video games,34.002,164.003,65.59,94.387,112.817,92.74,104.895,104.613
to be,95.915,111.831,98.551,83.217,118.04,85.985,96.154,101.82
just a,81.513,127.28,74.059,106.674,178.627,95.811,201.049,100.823
trying to,57.258,104.106,79.787,84.892,96.104,70.016,65.559,88.175
views are,27.563,88.181,105.691,35.744,33.427,36.236,48.077,87.018
pfp by,9.775,104.7,45.747,135.716,214.144,103.181,161.713,83.188
for the,106.362,91.152,83.69,68.696,62.676,47.906,69.93,81.871
a lot,29.455,83.19,79.87,82.658,84.613,85.37,78.671,81.711
is my,57.694,72.969,82.278,75.956,79.39,85.37,74.301,78.719
18 only,20.453,103.987,38.69,145.769,161.914,90.284,209.79,77.881
tweets are,37.307,84.14,78.625,29.042,24.026,31.323,26.224,71.298
twitch affiliate,22.029,93.172,52.555,67.579,84.613,82.914,61.189,70.54
icon by,6.419,72.137,42.011,162.524,151.468,96.426,187.937,69.782
https //t,59.633,103.512,51.642,60.318,60.587,43.606,78.671,69.742
in a,46.049,62.155,70.157,83.217,64.765,70.63,69.93,68.226
if you,65.231,77.129,55.959,78.19,73.122,54.662,144.231,66.031
i have,48.382,69.047,62.518,68.137,68.944,63.874,87.413,65.672
on the,64.824,78.793,58.118,50.824,74.167,47.906,91.783,64.795
with a,55.13,67.384,60.443,67.02,66.855,58.961,78.671,63.558
and i,51.056,68.097,52.223,79.866,79.39,52.205,109.266,61.084
is a,95.678,63.105,59.197,54.733,56.409,58.347,69.93,60.127
i make,22.593,73.207,42.509,82.1,84.613,70.016,113.636,59.688
i do,35.286,65.007,46.909,80.983,85.658,69.402,113.636,58.97
i'm a,53.921,68.572,49.649,73.164,58.498,44.221,109.266,58.211
author of,28.459,52.172,71.817,25.133,20.892,30.709,34.965,56.935
of my,40.366,61.204,57.288,40.212,49.096,47.291,48.077,56.336
http //twitch,31.223,93.054,28.312,63.669,86.702,43.606,78.671,56.256
this is,37.408,50.983,52.306,60.877,52.23,60.189,100.524,53.424
to the,85.176,59.302,49.566,49.707,40.74,48.52,69.93,52.626
fan of,36.056,68.81,49.483,30.159,32.383,25.181,26.224,52.147
of a,40.721,59.302,47.989,44.122,69.989,38.079,43.706,51.668
do not,26.176,47.894,45.332,86.009,68.944,54.047,61.189,50.711
and a,49.028,54.549,49.981,45.239,38.65,35.622,78.671,50.072
and the,55.772,60.729,47.574,34.069,31.338,30.709,43.706,49.274
are mine,16.115,61.56,52.14,16.755,21.937,20.882,17.483,49.274
d d,6.008,68.81,31.799,56.967,51.186,39.921,52.448,47.479
games and,15.044,74.752,25.821,55.85,57.453,35.008,91.783,46.801
the world,65.09,52.528,45.249,35.744,28.204,41.764,43.706,46.122
banner by,5.383,66.195,20.59,76.515,86.702,58.961,113.636,45.763
no minors,7.101,53.836,25.323,75.398,122.219,44.835,113.636,44.247
opinions my,9.483,52.41,46.66,18.989,18.803,24.567,17.483,43.848
here to,38.372,41.476,42.924,55.292,47.007,48.52,39.336,43.808
for a,45.292,53.004,39.769,35.186,41.784,30.095,61.189,43.529
here for,37.797,37.079,49.234,35.186,39.695,44.221,34.965,43.329
i write,12.506,45.279,41.181,44.68,35.517,39.307,26.224,42.332
call me,15.623,37.435,31.799,92.712,67.899,59.575,118.007,42.013
views my,9.066,38.267,52.472,13.404,20.892,15.354,17.483,40.975
all things,41.29,38.267,47.657,27.367,20.892,22.724,30.594,40.257
not a,32.346,43.378,38.109,44.68,42.829,33.78,30.594,40.177
to make,36.205,52.647,33.459,36.303,35.517,31.323,26.224,39.978
be a,29.515,43.259,38.939,35.744,31.338,40.536,39.336,39.978
phd student,7.767,35.296,47.075,31.276,27.16,30.709,21.853,39.938
software engineer,14.42,76.059,20.424,25.133,20.892,23.339,48.077,39.898
in my,32.915,36.603,42.509,41.329,35.517,36.851,43.706,39.818
i draw,6.377,34.583,29.391,76.515,76.256,55.276,91.783,38.542
fan account,10.708,16.519,60.027,19.548,17.758,25.181,34.965,38.422
blm acab,2.957,34.345,22.832,82.658,103.416,71.244,87.413,37.784
content creator,33.148,53.954,23.994,46.914,40.74,44.221,13.112,37.544
i play,16.209,59.302,21.171,36.303,51.186,38.079,43.706,37.504
of all,33.905,42.783,35.618,39.095,25.071,25.795,39.336,37.265
have a,32.63,40.169,34.871,43.005,34.472,30.095,61.189,37.145
at the,36.258,41.595,37.361,29.042,27.16,25.181,21.853,36.866
lot of,14.052,39.337,34.206,39.654,38.65,33.78,43.706,36.547
cat mom,6.946,0.119,63.764,10.612,0.0,55.89,21.853,35.27
mental health,13.652,24.006,44.751,29.601,20.892,30.709,34.965,34.791
minors dni,4.114,32.444,21.587,70.93,79.39,66.331,43.706,34.073
i’m a,30.649,30.305,33.791,39.654,45.963,36.236,65.559,33.953
is the,62.972,39.099,32.214,31.835,29.249,24.567,34.965,33.913
to my,36.831,30.899,35.452,36.303,37.606,32.551,30.594,33.834
dms open,9.349,55.856,14.862,40.771,75.212,24.567,61.189,33.834
twitch streamer,13.97,40.763,26.817,37.978,42.829,35.622,52.448,33.714
dog mom,12.651,0.475,65.341,3.91,1.045,22.11,17.483,33.475
married to,21.675,35.653,31.965,39.095,21.937,27.638,61.189,33.315
all opinions,9.246,35.177,36.946,21.223,16.714,19.039,17.483,33.115
phd candidate,6.061,29.116,40.932,13.404,22.981,24.567,13.112,32.996
like to,25.436,35.415,31.467,29.042,29.249,36.851,39.336,32.956
star wars,10.565,52.885,24.243,15.08,18.803,19.039,43.706,32.836
i don't,21.695,38.624,27.315,38.537,36.561,28.866,69.93,32.756
i just,21.695,33.395,30.055,35.186,37.606,35.622,26.224,32.158
want to,33.907,34.94,29.806,25.691,27.16,36.851,34.965,31.639
director of,25.377,39.931,34.29,7.819,13.58,8.598,8.741,31.599
artist and,9.558,29.473,24.326,61.994,50.141,34.394,100.524,31.081
am a,50.402,34.108,28.81,38.537,21.937,27.024,43.706,31.041
but i,21.612,29.829,31.301,36.303,27.16,30.095,39.336,31.001
living in,28.755,38.03,29.557,25.133,26.115,15.354,8.741,30.841
years old,14.201,40.288,21.67,29.042,45.963,25.795,144.231,30.761
header by,2.999,27.334,23.164,67.02,62.676,32.551,69.93,30.243
looking for,36.438,38.861,24.16,38.537,33.427,17.811,39.336,30.203
all the,26.599,26.977,34.954,22.899,32.383,15.969,30.594,30.043
human rights,8.46,32.206,31.052,22.899,18.803,23.953,39.336,30.003
member of,24.872,39.693,25.821,23.457,24.026,23.339,8.741,29.924
sometimes i,9.305,29.235,28.063,32.393,38.65,34.394,43.706,29.724
video game,9.103,49.795,16.107,26.808,34.472,19.654,43.706,29.365
too much,9.661,31.969,26.983,33.51,35.517,23.953,30.594,29.285
a little,19.509,26.383,32.961,18.989,33.427,26.41,21.853,29.245
creator of,15.746,38.98,21.421,29.601,29.249,31.323,21.853,28.846
https //www,40.174,38.98,21.504,34.627,29.249,19.039,52.448,28.727
on twitch,15.412,40.644,20.341,26.25,27.16,28.866,43.706,28.607
i also,15.604,41.476,19.345,25.691,35.517,27.024,43.706,28.567
mom of,26.689,0.0,56.125,4.468,0.0,16.583,17.483,28.527
art and,9.202,28.285,22.168,48.031,60.587,30.709,69.93,28.527
nsfw 18,8.414,43.378,11.873,48.031,55.364,28.866,87.413,28.487
working on,11.872,42.07,19.76,26.25,27.16,16.583,43.706,28.009
you can,31.402,25.551,26.983,35.744,32.383,29.48,52.448,27.729
host of,20.189,47.656,17.933,16.755,20.892,15.969,4.371,27.689
commissions open,3.76,19.847,21.421,64.228,54.319,55.89,39.336,27.61
my life,32.981,23.174,31.965,21.782,19.847,22.11,52.448,27.37
graphic designer,13.208,31.137,25.323,25.133,30.294,23.339,30.594,27.37
i can,28.676,31.969,24.243,30.718,25.071,22.11,30.594,27.25
voice actor,5.477,44.804,12.122,26.808,63.721,25.181,34.965,27.171
by day,13.079,31.731,27.315,16.755,9.401,25.181,8.741,27.051
i tweet,13.601,31.493,26.236,23.457,18.803,19.039,21.853,27.011
a good,25.611,29.235,25.738,24.574,28.204,24.567,26.224,26.851
interested in,17.836,33.514,26.485,11.17,19.847,12.284,26.224,26.572
dm for,20.551,30.78,18.681,40.212,52.23,27.638,48.077,26.413
writer of,5.991,27.453,28.644,17.314,16.714,17.811,21.853,26.213
social media,23.577,23.531,31.467,15.638,16.714,17.197,8.741,25.974
my art,4.685,18.421,21.338,55.292,44.918,52.819,43.706,25.934
on my,23.451,26.027,25.655,24.016,27.16,25.795,17.483,25.655
year old,16.503,30.305,16.771,43.563,42.829,23.953,83.042,25.295
co-host of,8.88,42.546,17.85,15.638,12.535,10.441,17.483,25.295
my best,14.06,21.629,25.904,34.069,19.847,29.48,30.594,25.096
pok mon,6.548,38.98,14.28,23.457,51.186,17.811,21.853,24.936
who loves,21.585,27.928,23.911,20.106,28.204,18.425,34.965,24.896
for my,20.034,26.74,22.417,25.691,35.517,25.181,17.483,24.737
and other,13.905,37.673,17.186,25.691,22.981,11.669,39.336,24.737
grad student,6.112,19.371,29.391,17.314,25.071,24.567,30.594,24.697
opinions mine,4.318,28.403,27.149,11.729,5.223,14.74,13.112,24.697
trans rights,1.864,34.821,15.526,32.393,39.695,15.969,56.818,24.537
pop culture,9.514,23.531,31.052,7.819,8.357,10.441,13.112,24.497
with the,34.377,28.166,23.33,25.133,10.446,20.268,30.594,24.458
social justice,7.429,19.609,29.308,25.133,15.669,17.811,26.224,24.458
i don’t,20.694,21.154,26.236,25.691,19.847,24.567,39.336,24.258
digital artist,5.137,19.847,20.507,42.446,45.963,40.536,34.965,24.258
follow me,42.673,28.998,20.424,25.691,24.026,24.567,34.965,24.218
me on,32.142,24.838,22.251,29.042,32.383,23.339,34.965,24.178
writer and,8.452,28.879,21.171,28.484,17.758,16.583,48.077,24.099
name is,16.701,26.145,18.017,37.978,34.472,27.638,65.559,23.859
the best,48.273,30.067,21.587,14.521,20.892,15.969,48.077,23.779
from the,35.437,31.612,18.598,20.106,28.204,20.882,26.224,23.66
talk about,9.29,23.768,22.583,25.133,28.204,27.638,8.741,23.58
be kind,11.395,22.224,27.98,13.404,10.446,18.425,8.741,23.54
check out,24.081,27.096,19.594,26.808,22.981,27.024,30.594,23.34
profile pic,4.217,32.919,14.031,34.069,29.249,19.654,43.706,23.021
university of,34.256,28.522,24.243,8.936,10.446,7.37,8.741,22.822
just here,20.912,19.371,23.994,26.25,24.026,26.41,26.224,22.782
on a,20.584,25.432,20.839,20.665,30.294,18.425,43.706,22.782
my name,17.169,25.076,17.684,32.952,25.071,28.252,61.189,22.622
dm me,22.69,26.977,16.439,36.303,30.294,24.567,21.853,22.503
obsessed with,7.508,15.687,27.066,24.574,17.758,22.11,39.336,22.503
http //ko-fi,2.672,17.589,19.345,51.941,27.16,31.937,39.336,22.383
at a,23.717,24.006,22.334,16.755,20.892,17.197,34.965,22.223
like a,15.52,21.273,22.251,24.574,25.071,21.496,30.594,22.223
for all,31.183,21.986,25.406,12.287,16.714,11.669,13.112,21.984
music and,17.03,30.661,16.771,17.872,25.071,16.583,34.965,21.984
stan account,5.846,16.994,25.987,11.729,29.249,22.724,21.853,21.824
owner of,27.051,23.531,19.926,24.016,25.071,20.268,34.965,21.784
i want,18.416,19.371,23.496,21.223,19.847,23.953,17.483,21.784
will be,18.815,28.641,16.024,24.016,31.338,17.197,43.706,21.745
game designer,2.99,41.951,9.548,13.963,31.338,11.055,17.483,21.745
and my,20.789,19.134,23.994,20.665,19.847,16.583,30.594,21.545
to me,14.405,19.847,21.255,29.042,18.803,22.11,43.706,21.505
you are,24.87,20.679,21.421,22.899,20.892,22.724,21.853,21.346
welcome to,24.711,19.49,20.424,29.042,21.937,27.638,21.853,21.266
personal account,5.771,23.412,20.756,21.782,19.847,12.898,30.594,21.266
i will,21.686,21.51,20.839,21.223,26.115,17.197,34.965,21.186
tweet about,9.701,26.858,20.839,11.729,18.803,8.598,4.371,21.186
lots of,7.58,21.867,20.756,18.431,21.937,22.724,21.853,21.146
as a,22.692,24.957,19.179,22.34,18.803,12.898,26.224,20.986
all views,6.076,17.945,25.572,13.404,8.357,12.898,17.483,20.587
i'm just,15.178,25.076,15.941,23.457,25.071,19.654,56.818,20.508
- -,9.13,20.679,14.363,31.276,29.249,48.52,17.483,20.508
by night,8.923,25.195,19.428,13.963,9.401,19.039,8.741,20.468
with my,20.446,19.015,21.67,19.548,15.669,20.882,13.112,20.268
at http,17.456,33.751,12.205,17.872,18.803,9.213,26.224,20.029
full time,12.521,17.708,20.009,25.691,27.16,20.882,26.224,20.029
out of,19.943,19.847,20.424,10.053,22.981,18.425,69.93,19.909
my opinions,8.77,28.641,17.103,10.612,12.535,12.284,0.0,19.869
what i,23.216,21.273,20.59,16.755,11.491,13.512,30.594,19.829
just trying,12.385,19.609,18.349,26.808,21.937,24.567,8.741,19.829
my tweets,13.066,27.215,17.518,14.521,15.669,7.37,13.112,19.789
hi i'm,5.493,14.142,17.85,36.861,34.472,29.48,65.559,19.789
too many,4.959,19.015,20.673,20.106,13.58,19.654,17.483,19.71
out my,15.773,21.273,16.771,25.133,20.892,25.181,17.483,19.59
my employer,6.439,24.957,19.262,12.287,8.357,6.142,21.853,19.43
mom to,13.968,0.357,38.275,2.234,0.0,9.213,13.112,19.391
own and,8.276,29.235,16.024,10.053,12.535,8.598,13.112,19.391
assistant professor,6.801,22.461,22.666,3.351,5.223,7.37,0.0,19.351
to do,18.988,22.937,17.02,16.197,21.937,17.197,30.594,19.271
and all,16.086,22.818,17.767,12.287,18.803,14.74,26.224,18.992
to a,20.729,18.302,22.085,9.495,11.491,11.669,17.483,18.792
i post,8.217,21.51,14.28,29.042,34.472,19.654,4.371,18.792
the internet,7.918,25.67,14.612,17.314,21.937,14.126,13.112,18.752
and more,23.598,24.957,15.111,14.521,20.892,12.284,34.965,18.593
by the,20.009,20.084,16.688,20.106,25.071,19.039,8.741,18.473
in love,11.275,11.647,21.504,17.872,21.937,28.866,13.112,18.353
i was,18.659,18.064,18.847,17.314,14.624,20.268,8.741,18.313
out now,18.431,19.609,17.85,16.197,15.669,15.969,21.853,18.154
and video,6.309,25.908,10.793,20.106,27.16,19.654,8.741,17.715
to get,23.68,22.937,14.862,15.638,19.847,14.126,4.371,17.675
the time,11.679,20.441,15.775,21.223,15.669,12.898,30.594,17.675
/ /,17.325,15.093,16.439,18.431,37.606,25.795,21.853,17.595
are open,5.743,24.482,10.212,22.899,35.517,19.654,21.853,17.595
are not,19.28,23.174,15.775,15.08,10.446,8.598,13.112,17.515
tweets my,4.992,15.331,23.413,5.585,7.312,6.142,4.371,17.515
life is,30.779,14.38,21.338,13.404,14.624,11.669,13.112,17.475
i know,14.728,17.232,16.854,21.223,14.624,19.039,21.853,17.396
into the,9.328,16.638,18.764,15.08,12.535,17.197,13.112,17.396
husband father,50.944,50.27,0.332,0.559,4.178,0.0,4.371,17.276
- i,5.94,22.342,13.201,19.548,26.115,12.898,21.853,17.276
mother of,22.402,0.832,33.044,6.702,1.045,8.598,0.0,17.236
pic by,2.129,25.195,9.548,29.042,22.981,14.126,34.965,17.236
views mine,3.253,17.351,20.341,7.819,8.357,9.827,4.371,17.156
of things,6.241,18.539,15.609,21.223,15.669,14.74,21.853,16.997
founder of,22.114,20.441,16.024,13.404,11.491,12.898,8.741,16.877
mom wife,11.329,0.119,34.539,0.0,0.0,3.685,0.0,16.877
i think,9.92,17.232,16.273,15.08,22.981,17.197,21.853,16.877
http //instagram,16.947,19.134,16.024,14.521,15.669,15.354,8.741,16.837
if i,12.458,15.093,16.605,19.548,20.892,21.496,17.483,16.797
love my,32.627,15.45,18.432,16.197,16.714,12.284,4.371,16.677
cat dad,3.594,42.07,0.166,10.612,40.74,0.614,13.112,16.677
art by,2.316,17.826,12.869,25.133,30.294,19.039,17.483,16.518
wife mom,17.959,0.0,33.459,1.117,0.0,4.913,0.0,16.478
18 nsfw,5.053,21.392,9.216,23.457,42.829,16.583,43.706,16.398
love to,31.367,18.302,16.024,13.963,19.847,9.213,17.483,16.358
you want,19.491,19.966,13.45,15.08,18.803,16.583,26.224,16.278
passionate about,13.466,11.409,23.579,3.91,7.312,7.984,0.0,16.239
is not,21.305,17.351,16.024,12.846,19.847,11.669,26.224,16.199
taylor swift,3.918,6.655,26.236,4.468,5.223,11.669,4.371,16.159
you know,15.347,17.47,15.194,18.989,14.624,13.512,17.483,16.119
animal lover,15.259,7.487,26.485,3.351,0.0,8.598,8.741,16.119
cat lady,3.357,0.238,31.467,2.234,0.0,11.055,4.371,16.119
account for,25.094,16.876,13.284,24.016,22.981,19.039,21.853,16.079
who likes,7.371,22.105,9.382,24.574,28.204,14.74,21.853,15.919
i’m just,14.043,12.954,16.107,22.899,14.624,19.039,17.483,15.68
me about,3.548,14.618,14.779,20.665,18.803,20.268,17.483,15.68
student at,5.672,18.183,15.277,11.729,11.491,11.669,17.483,15.64
business inquiries,7.736,24.006,9.963,12.846,18.803,14.74,13.112,15.56
professor of,8.766,19.015,17.02,6.144,1.045,5.528,0.0,15.401
anime and,5.635,18.421,12.205,20.665,11.491,18.425,17.483,15.321
all my,11.288,16.519,14.446,15.08,13.58,15.354,17.483,15.241
sports fan,26.336,25.789,12.454,1.117,7.312,1.843,4.371,15.161
a time,19.919,15.45,15.941,11.17,12.535,11.669,30.594,15.161
work in,7.942,16.4,16.854,11.17,5.223,7.37,4.371,15.121
how to,13.09,16.044,13.699,16.755,17.758,15.969,8.741,14.962
used to,8.91,20.56,12.952,5.027,13.58,10.441,26.224,14.922
when i,12.383,15.212,13.616,16.755,19.847,16.583,17.483,14.842
writer for,6.362,24.6,10.544,9.495,9.401,5.528,4.371,14.762
about the,14.875,15.925,16.107,10.612,7.312,8.598,4.371,14.722
advocate for,10.743,13.073,19.345,3.91,5.223,6.142,17.483,14.722
game dev,2.322,22.699,7.223,23.457,20.892,14.126,17.483,14.643
i'm not,11.971,19.252,11.624,17.314,12.535,9.827,21.853,14.603
this account,13.775,16.876,11.208,15.638,25.071,15.354,39.336,14.483
http //linktr,7.956,17.47,11.873,14.521,16.714,14.74,21.853,14.403
about my,6.373,9.507,17.684,18.431,13.58,13.512,0.0,14.403
art account,1.791,12.36,10.793,28.484,24.026,26.41,43.706,14.403
public health,5.534,8.913,21.255,7.261,2.089,6.756,13.112,14.363
ask me,6.946,14.261,12.703,19.548,14.624,19.039,26.224,14.323
i stream,6.351,20.797,8.136,16.197,22.981,15.969,39.336,14.323
rights are,1.671,19.847,11.707,13.404,7.312,9.213,21.853,14.323
part time,8.748,13.548,12.454,21.782,24.026,15.354,21.853,14.204
i guess,5.517,18.302,9.631,20.665,29.249,11.055,13.112,14.204
thoughts are,4.974,14.618,15.692,10.612,6.268,11.055,4.371,14.204
music lover,11.465,13.429,17.269,6.144,11.491,6.756,0.0,14.124
i talk,5.176,14.261,14.031,11.17,13.58,17.811,8.741,14.084
are human,1.482,19.847,11.291,12.287,7.312,9.213,26.224,14.084
commissions closed,1.633,9.626,10.959,31.276,30.294,32.551,0.0,14.004
me for,13.863,15.331,11.374,18.989,15.669,17.811,26.224,13.964
ph d,6.392,13.429,16.771,7.261,3.134,7.984,13.112,13.845
and sometimes,4.586,14.261,12.703,15.638,16.714,17.197,8.741,13.845
variety streamer,4.088,17.708,9.88,13.404,14.624,22.724,8.741,13.765
friendly neighborhood,4.103,12.478,12.205,18.989,29.249,14.126,21.853,13.645
pronouns are,3.102,12.241,9.382,35.744,17.758,18.425,65.559,13.645
can be,13.676,17.113,9.714,13.963,25.071,14.74,30.594,13.605
books and,5.244,9.27,18.681,7.819,8.357,7.984,13.112,13.605
on instagram,13.129,9.626,15.443,16.755,9.401,17.197,21.853,13.525
to live,16.163,11.29,15.609,18.431,7.312,7.984,8.741,13.486
love with,8.072,9.032,14.862,11.729,18.803,23.953,8.741,13.366
other things,4.9,18.777,10.544,8.936,20.892,5.528,21.853,13.366
i’m not,10.908,12.122,13.865,13.963,11.491,15.969,13.112,13.326
and music,8.524,19.49,9.133,12.846,15.669,9.213,30.594,13.326
dungeon master,1.688,25.67,4.649,15.638,24.026,6.142,4.371,13.326
of 2,21.667,9.389,19.926,2.234,2.089,4.299,4.371,13.286
just your,7.933,16.281,10.544,16.197,18.803,9.827,26.224,13.286
expressed are,6.427,19.728,12.039,3.91,4.178,3.071,21.853,13.246
politics and,6.348,19.728,11.125,7.819,10.446,3.071,13.112,13.246
your local,4.166,13.429,9.797,19.548,30.294,20.882,13.112,13.246
part of,14.052,17.47,11.707,6.702,15.669,7.984,13.112,13.206
also a,9.466,18.421,10.461,8.936,14.624,9.213,21.853,13.206
all around,8.269,17.47,10.378,10.053,16.714,10.441,26.224,13.127
free to,8.129,17.113,9.216,18.431,24.026,8.598,17.483,13.127
father of,38.859,36.96,0.415,2.234,6.268,0.0,8.741,13.087
kind of,7.27,13.786,12.537,16.755,19.847,6.756,4.371,13.087
by me,2.907,13.548,8.22,29.601,27.16,15.969,43.706,13.087
my views,4.957,14.618,14.363,7.261,5.223,6.142,13.112,13.047
college student,5.172,16.163,9.631,16.755,28.204,7.984,17.483,13.007
a better,12.666,16.281,12.703,5.585,12.535,7.37,4.371,12.967
about it,7.238,14.974,12.039,12.846,13.58,9.213,8.741,12.927
things i,6.968,13.31,11.125,14.521,21.937,15.969,17.483,12.887
artist writer,3.135,10.577,10.959,19.548,16.714,25.795,39.336,12.887
on twitter,11.806,19.134,9.299,8.936,13.58,11.055,8.741,12.847
full of,7.742,9.745,13.782,18.431,13.58,14.74,13.112,12.807
find me,8.05,11.409,14.446,9.495,10.446,12.284,13.112,12.767
love is,7.437,9.389,17.767,6.702,6.268,5.528,0.0,12.767
dog dad,5.629,35.059,0.166,2.234,17.758,0.0,8.741,12.767
that i,11.896,15.806,11.208,11.17,9.401,10.441,21.853,12.728
one of,17.289,16.281,10.461,9.495,14.624,14.126,4.371,12.688
talk to,6.388,13.786,11.125,20.106,7.312,12.284,21.853,12.688
the void,2.507,10.934,13.616,10.612,11.491,18.425,8.741,12.688
in bio,6.746,12.003,8.386,23.457,31.338,24.567,13.112,12.648
no one,11.582,14.618,12.039,6.702,11.491,11.055,30.594,12.608
i work,8.706,18.183,9.963,9.495,6.268,10.441,13.112,12.608
health advocate,4.397,7.844,17.435,10.612,4.178,9.827,4.371,12.608
writer editor,3.095,9.626,17.02,8.378,4.178,6.142,4.371,12.608
i enjoy,10.857,19.847,8.801,9.495,8.357,8.598,13.112,12.568
but not,7.813,16.044,10.378,11.17,11.491,14.126,4.371,12.568
http //patreon,2.707,15.093,8.552,26.25,14.624,11.669,21.853,12.568
video editor,3.684,21.629,6.227,11.729,16.714,11.669,4.371,12.528
feel free,6.983,16.519,8.386,18.989,21.937,7.984,17.483,12.448
an artist,5.391,10.102,10.212,22.34,22.981,17.811,56.818,12.448
to see,16.326,13.429,11.79,10.053,10.446,15.354,13.112,12.408
of many,4.676,14.261,11.624,13.404,13.58,5.528,21.853,12.408
to draw,3.183,11.171,10.544,18.989,18.803,20.268,21.853,12.408
https //linktr,9.762,13.786,9.299,19.548,22.981,12.898,17.483,12.368
star trek,2.966,17.113,10.959,7.819,7.312,5.528,17.483,12.368
not my,5.795,16.994,11.042,7.819,7.312,4.913,13.112,12.289
me to,11.672,12.597,10.461,20.665,13.58,12.898,17.483,12.249
not the,9.96,15.45,11.956,6.144,8.357,6.142,17.483,12.249
dms are,4.386,19.015,6.476,13.404,28.204,9.213,13.112,12.249
trans woman,1.201,0.119,22.085,2.234,0.0,17.197,30.594,12.209
new york,21.869,18.183,11.042,2.793,7.312,2.457,13.112,12.169
so i,10.004,10.934,13.035,14.521,13.58,8.598,13.112,12.169
i'm an,7.701,13.667,10.876,13.404,13.58,9.213,30.594,12.169
on here,9.005,15.568,10.129,9.495,11.491,12.284,13.112,12.129
animal crossing,1.866,6.655,15.194,12.846,8.357,18.425,17.483,12.129
http //www,32.526,15.925,11.208,3.91,10.446,9.213,4.371,12.049
in this,11.79,10.102,13.367,11.729,13.58,11.669,13.112,12.049
dog lover,11.158,9.983,16.854,4.468,2.089,2.457,4.371,12.049
a big,10.131,15.45,9.465,15.638,10.446,8.598,26.224,12.049
cats and,3.578,7.012,16.356,7.819,6.268,12.284,17.483,11.969
we are,47.021,10.22,13.865,8.936,8.357,10.441,21.853,11.93
big fan,5.275,13.192,12.62,10.053,6.268,6.142,4.371,11.89
trans lives,1.133,14.142,8.801,20.106,20.892,8.598,13.112,11.89
for fun,11.419,15.806,9.382,13.404,7.312,7.984,30.594,11.85
and not,8.792,16.876,9.631,8.936,6.268,8.598,13.112,11.85
a bit,5.409,13.31,9.963,16.197,13.58,10.441,26.224,11.85
be the,15.885,12.954,12.537,4.468,9.401,9.827,13.112,11.81
account is,5.732,13.073,8.552,18.989,18.803,14.126,34.965,11.81
my favorite,9.553,11.884,12.786,9.495,5.223,11.055,4.371,11.77
to talk,7.608,14.261,10.212,16.755,10.446,7.37,0.0,11.77
and do,6.739,15.925,10.129,8.378,8.357,7.984,13.112,11.77
it is,22.799,12.241,12.537,7.819,8.357,6.142,34.965,11.73
tweets about,4.309,16.163,10.793,5.585,10.446,4.299,4.371,11.73
in training,4.088,13.31,9.797,10.612,17.758,13.512,26.224,11.73
stuff and,3.403,17.47,7.472,13.963,14.624,8.598,17.483,11.73
open for,4.687,15.568,7.14,17.314,20.892,14.126,8.741,11.69
things and,4.412,12.36,11.125,10.053,16.714,11.055,8.741,11.65
acab blm,1.008,10.22,8.386,22.899,34.472,17.197,13.112,11.65
class of,24.395,18.183,9.465,4.468,8.357,1.843,17.483,11.57
of two,15.268,11.171,14.529,1.676,2.089,6.142,8.741,11.411
with me,12.236,9.626,12.537,11.729,9.401,11.055,26.224,11.411
social worker,4.605,4.873,17.352,9.495,7.312,7.37,0.0,11.411
more than,14.42,11.052,13.201,7.261,3.134,8.598,13.112,11.371
always open,3.978,19.847,3.819,18.431,25.071,8.598,4.371,11.371
chaotic good,1.431,9.864,9.963,20.106,14.624,17.197,17.483,11.371
ceo of,17.439,13.548,10.544,10.612,7.312,9.213,8.741,11.331
and i'm,7.631,11.884,9.88,17.314,15.669,9.827,8.741,11.291
of books,3.732,7.249,17.02,5.585,3.134,1.843,4.371,11.291
high school,58.588,13.786,11.873,4.468,4.178,5.528,8.741,11.251
free palestine,1.677,12.122,7.97,17.872,19.847,18.425,13.112,11.251
avatar by,1.207,17.113,6.393,12.846,18.803,6.142,43.706,11.251
software developer,4.504,24.6,3.985,6.702,7.312,3.071,8.741,11.211
try to,8.79,17.232,7.638,8.936,10.446,7.984,17.483,11.171
i mostly,2.992,15.806,8.884,8.378,13.58,6.142,8.741,11.171
each other,5.831,15.331,9.133,7.819,11.491,7.37,8.741,11.092
gamer and,5.831,17.351,7.804,8.378,11.491,4.299,13.112,11.012
taken by,2.985,13.786,5.978,17.872,25.071,14.74,30.594,10.972
follow my,13.364,13.073,8.801,16.755,14.624,7.984,4.371,10.932
