token,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
navy,9430,0.012,0.009,0.001,0.001,0.0,0.0,0.022
brother,9133,0.017,0.003,0.001,0.001,0.0,0.0,0.022
field,7433,0.01,0.01,0.001,0.001,0.001,0.0,0.022
win,7146,0.008,0.01,0.002,0.001,0.001,0.0,0.022
goal,5799,0.007,0.012,0.002,0.001,0.001,0.0,0.022
hop,5798,0.012,0.007,0.001,0.001,0.001,0.0,0.022
sports,96873,0.012,0.008,0.0,0.0,0.0,0.0,0.021
help,33460,0.009,0.008,0.001,0.001,0.001,0.0,0.021
o,31070,0.007,0.01,0.002,0.001,0.001,0.0,0.021
baseball,27783,0.011,0.009,0.0,0.0,0.0,0.0,0.021
he,16344,0.012,0.006,0.001,0.001,0.001,0.0,0.021
join,14533,0.008,0.009,0.002,0.001,0.001,0.0,0.021
nfts,14190,0.008,0.008,0.002,0.001,0.002,0.0,0.021
beauty,10068,0.003,0.015,0.001,0.0,0.001,0.0,0.021
international,9256,0.009,0.011,0.001,0.0,0.001,0.0,0.021
church,7883,0.009,0.01,0.001,0.001,0.001,0.0,0.021
sell,7662,0.006,0.011,0.002,0.001,0.002,0.0,0.021
platform,6208,0.012,0.007,0.001,0.0,0.0,0.0,0.021
schools,5958,0.005,0.015,0.0,0.0,0.0,0.0,0.021
management,15616,0.008,0.01,0.0,0.0,0.001,0.0,0.02
national,14171,0.008,0.01,0.001,0.0,0.001,0.0,0.02
children,12654,0.006,0.012,0.001,0.0,0.001,0.0,0.02
agency,6920,0.006,0.013,0.0,0.0,0.001,0.0,0.02
booking,6800,0.006,0.007,0.004,0.001,0.002,0.0,0.02
carolina,6590,0.009,0.009,0.001,0.0,0.0,0.0,0.02
specializing,6570,0.007,0.011,0.001,0.0,0.001,0.0,0.02
ga,6567,0.007,0.012,0.0,0.001,0.001,0.0,0.02
father,87320,0.018,0.0,0.0,0.0,0.0,0.0,0.019
us,57883,0.008,0.008,0.001,0.001,0.001,0.0,0.019
page,25672,0.007,0.008,0.001,0.001,0.002,0.0,0.019
son,18183,0.012,0.005,0.0,0.001,0.0,0.0,0.019
events,11473,0.007,0.009,0.001,0.0,0.001,0.0,0.019
mi,10113,0.005,0.011,0.001,0.001,0.001,0.0,0.019
beach,9906,0.006,0.012,0.001,0.0,0.001,0.0,0.019
trust,9219,0.007,0.01,0.001,0.0,0.001,0.0,0.019
central,8803,0.007,0.01,0.001,0.001,0.0,0.0,0.019
easy,7915,0.007,0.009,0.001,0.0,0.001,0.0,0.019
finance,7776,0.008,0.009,0.0,0.0,0.0,0.0,0.019
atlanta,7725,0.01,0.007,0.001,0.001,0.001,0.0,0.019
hip,7164,0.01,0.007,0.001,0.001,0.001,0.0,0.019
we,101088,0.006,0.009,0.001,0.0,0.001,0.0,0.018
christian,29440,0.009,0.008,0.001,0.001,0.0,0.0,0.018
fitness,12552,0.008,0.009,0.001,0.0,0.001,0.0,0.018
catholic,9050,0.008,0.01,0.0,0.0,0.0,0.0,0.018
2024,7435,0.009,0.007,0.001,0.001,0.001,0.0,0.018
teams,7090,0.01,0.007,0.0,0.0,0.001,0.0,0.018
money,18858,0.008,0.007,0.001,0.001,0.001,0.0,0.017
snap,15332,0.007,0.006,0.001,0.001,0.001,0.0,0.017
experience,14413,0.006,0.007,0.001,0.0,0.001,0.0,0.017
los,13620,0.008,0.007,0.0,0.001,0.001,0.0,0.017
hs,11619,0.006,0.01,0.001,0.0,0.0,0.0,0.017
information,11447,0.007,0.008,0.001,0.0,0.001,0.0,0.017
north,11304,0.008,0.008,0.0,0.0,0.001,0.0,0.017
houston,8719,0.007,0.008,0.001,0.001,0.001,0.0,0.017
high,52280,0.006,0.007,0.001,0.0,0.001,0.0,0.016
retired,41350,0.006,0.009,0.0,0.0,0.0,0.0,0.016
en,19792,0.005,0.008,0.001,0.001,0.002,0.0,0.016
truth,18380,0.005,0.01,0.001,0.0,0.001,0.0,0.016
faith,11657,0.005,0.009,0.001,0.0,0.0,0.0,0.016
track,8678,0.004,0.01,0.0,0.0,0.001,0.0,0.016
updates,8191,0.004,0.007,0.002,0.0,0.001,0.0,0.016
lifestyle,8158,0.004,0.009,0.001,0.0,0.001,0.0,0.016
inc,7994,0.008,0.007,0.0,0.001,0.0,0.0,0.016
y,34446,0.005,0.007,0.001,0.001,0.001,0.0,0.015
independent,17497,0.006,0.007,0.001,0.0,0.0,0.0,0.015
helping,15943,0.007,0.007,0.0,0.0,0.0,0.0,0.015
quality,12777,0.006,0.006,0.001,0.0,0.001,0.0,0.015
him,9997,0.007,0.006,0.001,0.001,0.001,0.0,0.015
students,9574,0.004,0.01,0.0,0.0,0.0,0.0,0.015
dallas,9218,0.007,0.006,0.001,0.0,0.0,0.0,0.015
miami,9016,0.006,0.007,0.0,0.001,0.0,0.0,0.015
family,63278,0.005,0.008,0.0,0.0,0.0,0.0,0.014
coach,54071,0.005,0.008,0.0,0.0,0.0,0.0,0.014
america,19139,0.006,0.006,0.0,0.001,0.001,0.0,0.014
company,15387,0.007,0.005,0.001,0.0,0.001,0.0,0.014
jesus,26139,0.005,0.007,0.0,0.0,0.0,0.0,0.013
service,19329,0.005,0.006,0.001,0.0,0.001,0.0,0.013
county,15843,0.005,0.006,0.0,0.0,0.0,0.0,0.013
follower,14323,0.006,0.007,0.0,0.0,0.0,0.0,0.013
athlete,11560,0.005,0.007,0.0,0.0,0.0,0.0,0.013
united,10332,0.006,0.005,0.0,0.0,0.001,0.0,0.013
god,73111,0.004,0.005,0.001,0.0,0.001,0.0,0.012
sc,28070,0.004,0.006,0.001,0.0,0.0,0.0,0.012
our,64684,0.004,0.006,0.001,0.0,0.0,0.0,0.011
services,20816,0.004,0.006,0.0,0.0,0.0,0.0,0.011
el,15359,0.004,0.005,0.001,0.001,0.001,0.0,0.011
entrepreneur,25135,0.004,0.005,0.0,0.0,0.0,0.0,0.01
freedom,15622,0.003,0.005,0.001,0.0,0.001,0.0,0.01
official,51888,0.004,0.003,0.001,0.0,0.0,0.0,0.009
football,42821,0.005,0.003,0.0,0.0,0.0,0.0,0.009
basketball,26143,0.006,0.003,0.0,0.0,0.0,0.0,0.009
country,25009,0.003,0.005,0.0,0.0,0.0,0.0,0.009
de,48780,0.002,0.004,0.0,0.0,0.0,0.0,0.008
nft,35659,0.003,0.004,0.001,0.001,0.0,0.0,0.008
trump,20410,0.003,0.004,0.0,0.0,0.0,0.0,0.008
snapchat,16783,0.004,0.003,0.0,0.0,0.0,0.0,0.008
christ,19028,0.003,0.004,0.0,0.0,0.0,0.0,0.007
crypto,38284,0.003,0.002,0.0,0.0,0.0,0.0,0.005
