trigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
soon to be,2.911,1.266,1.198,1.919,1.077,-1.579,4.504,1.261
i stand with,1.963,1.755,-1.126,-1.171,1.064,2.19,0.0,1.26
in the future,1.33,1.072,1.436,-1.191,-1.273,1.386,3.286,1.26
and i do,1.141,1.354,-1.057,3.427,1.831,0.0,3.831,1.259
little bit of,2.254,1.107,1.51,-2.018,1.39,1.09,0.0,1.257
to live my,1.049,-1.261,1.742,1.598,-1.004,0.0,0.0,1.255
content creator and,1.085,2.41,-1.634,1.029,1.925,0.0,0.0,1.251
this is not,1.851,1.284,1.301,-1.104,1.693,-3.015,4.722,1.25
in search of,1.706,1.463,1.363,-1.527,-1.633,-2.779,0.0,1.24
in a red,1.873,-1.313,2.039,0.0,0.0,0.0,0.0,1.235
know what i,1.006,1.299,1.32,-1.8,0.0,1.221,4.345,1.23
have a good,2.665,1.472,-1.107,2.305,-2.55,1.383,3.28,1.228
i will not,1.982,-1.112,1.592,-1.183,-1.897,1.24,0.0,1.228
of my own,2.149,1.549,1.198,-1.924,1.944,-3.5,0.0,1.225
for fun and,1.21,1.866,1.098,-2.165,-1.158,0.0,0.0,1.22
lost in the,1.177,1.212,1.199,-2.106,1.775,2.088,0.0,1.22
i know you,1.047,1.022,1.427,1.601,-1.002,-1.705,0.0,1.22
i hope you,1.703,1.256,-1.08,1.968,3.681,1.082,0.0,1.218
but i love,1.214,1.175,1.299,1.84,-1.162,0.0,3.6,1.216
can find me,1.385,-1.456,1.379,1.613,1.508,1.331,6.311,1.21
a better place,3.501,1.46,1.28,-2.089,-1.117,-1.9,0.0,1.208
mom of two,2.841,0.0,2.426,-5.082,0.0,-2.314,0.0,1.208
a red state,1.653,-1.545,2.059,0.0,0.0,0.0,0.0,1.207
is not a,3.168,1.276,1.179,1.058,1.319,-1.289,2.759,1.196
want to do,1.034,1.609,-1.133,1.08,1.011,1.188,4.227,1.196
if you like,2.737,1.607,-1.063,-1.633,2.29,-1.485,3.194,1.195
a person who,1.104,1.076,-1.209,3.035,1.892,2.226,0.0,1.193
i am in,1.144,1.247,1.016,-1.024,2.74,1.611,0.0,1.186
to get my,1.111,1.069,1.195,1.509,-1.063,1.659,0.0,1.185
i was a,1.989,-1.116,1.252,1.123,1.576,2.161,0.0,1.184
a k a,1.214,2.349,-1.828,0.0,-1.162,1.012,3.6,1.183
i’m not a,1.894,-1.328,1.271,2.064,-1.812,1.946,2.308,1.18
dm me for,5.253,-1.005,-1.13,2.233,1.989,2.455,2.496,1.177
as seen on,1.051,2.035,-1.407,-1.88,0.0,1.754,0.0,1.177
to become a,2.274,1.254,1.168,1.474,-2.176,1.08,0.0,1.175
with a focus,1.328,1.431,1.188,1.262,0.0,-2.163,0.0,1.172
love me some,1.095,1.302,1.137,1.02,2.862,0.0,0.0,1.166
you will be,1.815,1.964,-1.562,-1.625,2.302,-1.478,2.408,1.165
see in the,1.13,1.051,1.102,-1.012,1.849,2.174,0.0,1.165
if you need,2.47,1.347,-1.102,2.035,1.691,-1.005,0.0,1.163
i love you,4.546,-1.594,1.552,1.352,0.0,1.486,-1.04,1.159
let me know,1.308,1.635,-1.433,1.708,3.194,-2.13,0.0,1.159
and creator of,1.069,1.334,1.165,-1.912,-1.023,-1.741,4.089,1.157
gmail com for,1.868,1.336,-1.5,-1.115,2.796,2.63,4.679,1.154
on twitch and,1.249,1.617,-1.505,2.236,-1.195,-1.017,3.5,1.15
lover of the,3.124,-1.252,1.488,-1.864,1.337,-1.017,1.399,1.149
and i have,2.57,1.063,1.292,-1.15,-1.23,-1.046,1.701,1.149
the best i,1.501,1.584,-1.005,1.117,-1.436,-2.445,0.0,1.143
mom of a,1.12,0.0,2.224,0.0,0.0,1.096,0.0,1.14
if you want,8.067,1.576,-1.246,1.246,1.683,-1.459,2.709,1.138
living in the,5.861,1.602,-1.023,1.143,1.069,-9.546,0.0,1.137
in my bio,1.684,1.412,-1.193,1.99,0.0,1.459,2.596,1.137
me in the,1.649,1.081,1.259,1.016,1.267,-1.343,0.0,1.137
what i am,1.48,1.205,1.291,1.132,-1.416,0.0,0.0,1.132
of all the,1.199,-1.261,1.455,-1.073,1.742,-1.953,0.0,1.132
no one is,1.163,-1.087,1.5,-1.041,-1.113,0.0,0.0,1.132
as i can,1.482,1.443,1.121,0.0,1.41,-1.207,0.0,1.131
i also have,1.062,2.014,-2.133,-1.9,0.0,1.156,12.347,1.127
in real life,1.771,1.208,1.125,-1.585,0.0,2.081,0.0,1.126
for the memes,1.313,1.358,1.201,-2.349,-1.256,-2.138,0.0,1.124
me on twitch,2.95,1.329,-1.269,1.515,2.125,1.457,1.482,1.123
dm if you,1.139,1.982,-3.431,1.471,-1.09,2.157,3.838,1.121
to see in,1.139,1.043,1.093,-2.038,1.834,2.157,0.0,1.121
person of the,1.032,2.073,-1.382,-1.846,0.0,-1.681,0.0,1.121
know what to,1.289,1.291,1.03,0.0,3.241,-2.099,3.391,1.114
for the people,1.616,1.176,1.131,1.037,1.293,-2.632,2.705,1.111
a focus on,1.328,1.343,1.125,1.262,0.0,-2.163,0.0,1.111
https //www twitch,4.461,1.705,-1.99,1.628,1.639,1.239,3.919,1.109
just a small,1.44,-2.02,1.384,2.327,0.0,1.28,3.035,1.108
at https //t,2.847,2.171,-1.491,-2.549,0.0,-4.637,1.535,1.107
my life is,2.81,-1.075,1.27,-1.006,-1.345,1.093,1.556,1.107
who wants to,1.84,1.809,-2.217,-1.098,2.839,1.335,2.376,1.106
live in a,1.524,1.482,-1.224,1.1,-1.458,1.612,0.0,1.1
i’m just a,3.346,1.101,-1.089,1.169,-1.068,2.203,2.612,1.097
i don't care,1.24,1.438,-1.149,-1.11,-1.187,-2.02,7.049,1.094
on here to,1.096,1.41,-1.32,1.019,0.0,1.682,7.975,1.092
a good person,1.096,1.734,-1.467,-1.961,-1.049,1.682,0.0,1.092
breast cancer survivor,1.245,0.0,2.201,0.0,0.0,-2.028,0.0,1.09
im just a,1.025,-1.726,1.053,2.18,4.076,1.198,0.0,1.09
a fan of,3.921,1.455,-1.027,-1.17,1.066,-2.128,0.0,1.089
happily married to,2.167,1.536,-1.135,1.804,0.0,0.0,2.017,1.086
with a little,1.142,-1.373,1.673,-2.043,0.0,0.0,0.0,1.083
dm me to,1.291,1.197,-1.111,1.298,3.236,-2.103,0.0,1.081
here for the,13.49,-1.051,1.311,-1.15,-1.845,-1.69,-1.029,1.08
dm me if,2.142,1.72,-1.518,1.564,-1.025,-1.744,0.0,1.08
justice for all,1.552,-1.088,1.498,-2.776,-1.485,0.0,0.0,1.08
believer in the,1.332,-1.121,1.372,-2.383,0.0,1.384,0.0,1.078
i live for,1.26,-1.178,1.186,2.66,0.0,-2.052,0.0,1.077
to get a,1.262,1.413,-1.17,-2.258,2.483,-1.028,0.0,1.075
ig http //instagram,1.306,1.092,1.208,-1.169,-1.25,-2.127,0.0,1.069
if you don’t,3.214,-1.176,1.266,-1.151,-1.026,-1.047,1.36,1.068
thank you for,1.73,1.236,1.008,1.614,1.208,0.0,0.0,1.061
all of the,1.883,-1.219,1.058,1.78,-1.802,1.631,2.321,1.059
i just be,2.527,1.082,-1.049,1.105,-1.21,1.701,1.73,1.058
and i'm a,1.66,1.145,-1.333,3.028,1.258,-2.704,2.633,1.058
i don’t have,1.245,1.05,-1.071,2.692,-1.191,-2.028,0.0,1.058
when i was,1.286,1.016,1.033,1.303,0.0,1.911,0.0,1.055
side of the,1.286,1.201,-1.107,-1.151,-1.231,1.433,3.399,1.055
guy who likes,1.557,2.9,0.0,-2.785,1.342,0.0,0.0,1.051
the little things,1.027,-1.234,1.455,-1.837,0.0,-1.673,0.0,1.049
i’m here for,2.404,-1.686,1.278,1.162,1.304,1.277,1.818,1.046
here to talk,2.022,1.117,1.068,1.381,-1.935,-1.647,0.0,1.046
i got a,1.49,-1.045,1.003,1.499,1.402,1.237,0.0,1.044
i also love,1.951,1.34,-1.068,-1.747,1.071,-1.589,2.24,1.043
i'm also a,1.416,1.427,-1.219,-1.268,-1.355,-2.306,6.173,1.042
mom of 2,5.828,0.0,2.094,0.0,0.0,-2.372,-1.333,1.041
and social media,1.15,1.24,1.083,-2.057,-1.1,-1.873,0.0,1.041
you can find,2.417,-1.271,-1.04,1.386,2.161,1.271,5.425,1.04
the rest of,2.314,1.387,1.076,-1.381,0.0,0.0,0.0,1.035
in san francisco,1.119,1.381,1.038,0.0,0.0,1.097,0.0,1.034
one of my,1.043,-1.463,1.194,-1.866,2.003,1.767,0.0,1.033
me if you,4.375,1.413,-1.171,1.277,-1.047,-3.563,0.0,1.03
what i want,2.715,1.05,1.101,-1.62,0.0,1.583,0.0,1.029
to live in,1.712,-1.441,1.358,-1.533,1.22,-1.394,0.0,1.026
girl living in,1.752,0.0,1.99,-3.134,0.0,-1.427,0.0,1.025
director of the,1.635,-1.058,1.219,-1.464,-1.565,-1.331,0.0,1.025
are my opinions,1.091,1.416,-1.011,0.0,-1.044,-1.777,0.0,1.024
don't want to,1.091,-1.147,-1.011,-1.952,0.0,2.815,4.006,1.024
lover of nature,1.018,-1.714,1.549,-1.821,0.0,-1.658,0.0,1.019
don’t follow me,1.256,1.135,1.123,-2.247,0.0,-1.023,0.0,1.017
going to be,1.572,-1.323,1.321,1.777,0.0,0.0,0.0,1.015
is just a,1.379,1.12,-1.108,1.62,0.0,-1.123,3.17,1.012
red sox fan,1.104,-1.548,1.505,0.0,0.0,1.112,0.0,1.012
https //www amazon,2.525,1.271,-1.126,1.327,-2.416,-2.056,1.731,1.011
oh and i,1.144,1.87,-2.297,1.465,-1.095,0.0,3.821,1.011
to keep up,1.344,-1.131,1.173,-2.404,-1.286,1.371,0.0,1.01
will not be,1.148,1.035,1.301,0.0,0.0,-1.87,0.0,1.008
you have a,1.743,1.5,-1.615,-1.56,2.397,-1.419,2.508,1.007
are the best,1.308,1.544,-1.126,0.0,0.0,-1.065,0.0,1.007
ref wl share,1.111,-1.168,1.121,2.011,-1.063,0.0,0.0,1.005
a good time,7.31,-1.282,1.136,1.146,-1.166,1.008,1.794,1.004
at your own,1.787,1.264,-1.538,1.25,2.338,1.031,2.446,1.004
born in the,1.673,1.136,-1.186,1.335,1.249,-1.362,2.613,1.002
need help tweet,4.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help tweet us,4.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tweet us at,4.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
account for geo-targeted,4.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
job tweets in,4.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us at careerarc,4.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
our mission is,4.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
follow us for,3.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
head football coach,2.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
god bless america,2.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 0 gpa,2.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high school football,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
your cash app,2.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
official page of,2.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not monitored 24/7,2.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http //www hudl,2.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
he / him,1.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visit our website,1.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basketball coach at,1.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
god family and,1.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
page for the,1.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
events and more,1.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the latest news,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
we are an,1.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a full service,1.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is a non-profit,1.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 5 gpa,1.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cash app account,1.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to your cash,1.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
news alerts events,1.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alerts events and,1.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
father of 5,1.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
your real estate,1.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us on facebook,1.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
local news alerts,1.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is to provide,1.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 8 gpa,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
don’t be late,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is a leading,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is committed to,1.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is not monitored,1.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the official page,1.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-metro need help,1.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in real estate,1.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and surrounding areas,1.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real estate needs,1.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
our goal is,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high school baseball,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of christ husband,1.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organization dedicated to,1.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high school c/o,1.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and more we’re,1.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the mission of,1.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
more we’re your,1.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
we’re your source,1.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is a nonprofit,1.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
football coach at,1.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 7 gpa,1.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a real estate,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 0 gpa,1.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high school athletics,1.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
head baseball coach,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dedicated to providing,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
securities offered through,1.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is the leading,1.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
god bless the,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypto and nft,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
account don’t be,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love all things,2.198,1.081,-1.018,1.016,-2.103,-1.193,1.989,-1.002
you follow me,1.119,-1.046,1.038,-2.002,-1.071,-1.822,7.811,-1.002
love of my,2.522,-1.179,1.152,1.329,0.0,-1.026,0.0,-1.003
of my favorite,1.001,-1.203,1.327,-1.791,1.044,0.0,0.0,-1.004
is not an,1.203,1.383,-1.318,-2.152,1.736,1.021,0.0,-1.005
to do with,1.565,1.063,-1.257,-1.401,0.0,3.139,0.0,-1.006
years old and,1.247,1.334,-1.366,-1.116,-1.193,-1.015,3.505,-1.008
always looking for,2.74,1.128,-1.1,-1.635,1.525,-1.115,1.595,-1.01
your own risk,1.613,1.252,-1.495,1.039,2.59,-1.314,2.71,-1.011
want to see,2.261,1.051,-1.134,-1.349,-1.082,1.901,0.0,-1.012
here to have,1.657,1.076,-1.248,1.348,1.261,-1.349,5.275,-1.013
here for a,4.884,-1.468,1.139,-1.249,1.283,1.258,1.79,-1.02
for the love,1.1,-1.322,1.207,-1.968,-1.053,-1.792,3.974,-1.021
for a better,1.754,1.084,1.089,-3.138,1.191,-2.857,0.0,-1.022
youtube http //youtube,1.633,1.601,-1.513,-1.462,-1.563,-1.33,0.0,-1.023
married to a,3.109,1.185,1.015,-5.562,0.0,-1.265,2.812,-1.025
the bay area,1.104,1.722,-1.663,0.0,-1.056,1.112,0.0,-1.025
check it out,1.642,1.737,-2.198,-2.937,1.909,1.122,0.0,-1.029
in all things,1.396,-1.468,1.19,0.0,2.245,1.32,0.0,-1.029
give me a,1.521,1.563,-1.527,-1.362,-1.456,-2.477,2.874,-1.03
i have to,1.811,1.247,-1.038,0.0,0.0,-2.95,7.24,-1.031
huge fan of,2.678,1.198,-1.04,-2.397,1.17,-2.181,0.0,-1.033
with a passion,2.68,-1.074,1.053,1.25,1.169,-4.365,0.0,-1.034
i'm here for,1.734,1.234,-1.229,-1.552,1.807,-1.412,0.0,-1.035
small town girl,1.073,-9.017,1.78,-1.919,0.0,-1.748,0.0,-1.035
want to be,6.215,-1.09,-1.04,-1.855,-1.983,2.075,0.0,-1.038
take care of,2.116,-1.113,1.06,-1.894,-2.025,1.161,2.066,-1.04
so much more,1.701,-1.59,1.22,-1.015,0.0,1.444,0.0,-1.04
a passion for,3.782,-1.136,1.076,1.034,1.105,-3.08,1.156,-1.042
just a simple,2.206,1.347,-1.477,1.266,-1.056,-1.197,0.0,-1.043
a full time,1.082,-1.822,1.304,1.032,0.0,1.135,0.0,-1.043
executive director of,1.666,-1.001,1.196,0.0,0.0,-1.357,0.0,-1.044
the end of,2.502,-1.002,-1.159,1.339,-2.394,1.473,0.0,-1.045
if you have,2.845,1.128,-1.181,-1.019,1.102,-2.317,3.072,-1.049
in the universe,1.005,2.01,-3.027,0.0,2.079,-1.637,0.0,-1.049
and many more,1.006,1.064,-1.01,-1.8,1.039,-1.638,0.0,-1.05
hi i am,1.174,1.113,-1.414,1.428,-1.123,1.57,0.0,-1.051
are my life,1.218,1.171,-1.129,-2.179,0.0,-1.984,7.177,-1.053
be the change,1.726,-1.21,1.251,0.0,-1.652,-1.406,0.0,-1.055
i love animals,1.054,-8.857,1.733,0.0,0.0,1.165,0.0,-1.057
i'm not a,1.815,1.113,-1.151,1.231,1.727,0.0,0.0,-1.058
in my heart,1.394,-1.173,1.072,-2.494,0.0,1.763,0.0,-1.058
i am not,6.676,1.033,-1.087,-1.707,-1.065,1.104,-1.527,-1.059
i love all,2.288,-1.013,-1.06,-1.024,-1.095,-3.726,3.82,-1.062
owner of the,1.993,1.312,-1.715,1.121,1.573,-1.623,4.386,-1.063
to my twitter,1.102,1.402,-1.66,2.027,-1.055,0.0,0.0,-1.063
here to share,1.018,1.518,-1.752,1.097,1.027,-1.658,0.0,-1.063
a lover of,2.301,1.085,-1.026,-1.03,-2.202,-3.748,0.0,-1.068
to share my,1.278,1.395,-1.925,-1.144,-1.223,1.923,0.0,-1.068
and have a,1.706,1.114,-1.581,1.964,1.225,-1.389,2.562,-1.069
http //www twitch,1.62,1.467,-1.774,-1.45,1.29,1.138,0.0,-1.069
more than a,1.196,1.192,1.041,0.0,0.0,0.0,3.655,-1.071
in the link,1.069,1.223,-1.84,1.568,0.0,2.298,0.0,-1.072
i believe in,6.342,-1.135,1.152,-2.839,-2.024,-2.581,1.378,-1.074
at the university,4.417,1.211,-1.064,-2.635,-1.057,-7.194,0.0,-1.075
am not a,2.187,-1.227,-1.097,-1.305,1.433,1.685,0.0,-1.075
teacher of the,1.163,-1.398,1.428,0.0,0.0,0.0,0.0,-1.08
follow me for,2.595,1.328,-1.25,-4.642,-2.483,-1.056,0.0,-1.084
host of the,6.491,1.794,-2.005,-2.324,-1.554,-3.522,-1.485,-1.085
and so much,1.084,-1.52,1.225,-1.939,0.0,1.133,0.0,-1.087
i am also,1.956,1.458,-1.683,-1.751,1.602,-3.186,2.235,-1.09
mom of three,1.135,0.0,1.902,0.0,0.0,0.0,0.0,-1.095
trying to stay,1.005,-1.057,-1.009,1.668,0.0,0.0,0.0,-1.095
is the way,1.53,1.398,-1.676,1.095,0.0,-1.246,2.857,-1.096
just a dude,2.669,2.404,0.0,0.0,2.74,0.0,0.0,-1.097
girl who loves,1.532,-12.874,1.734,0.0,0.0,-1.248,0.0,-1.097
to make you,1.401,-1.179,1.066,1.196,0.0,0.0,3.12,-1.097
to do the,1.313,1.267,-1.217,-1.175,0.0,-2.138,0.0,-1.097
tweet at a,1.139,1.147,-1.248,-2.038,1.834,0.0,3.838,-1.098
need to know,2.457,-1.149,-1.02,-1.1,-1.176,-1.333,0.0,-1.1
and host of,1.361,2.008,-2.05,0.0,0.0,0.0,0.0,-1.1
mom of 3,5.49,0.0,1.785,-9.821,0.0,-1.788,-1.256,-1.101
in this world,3.251,1.024,-1.058,-1.94,1.285,-2.647,0.0,-1.101
they call me,1.631,1.093,-1.404,1.712,1.281,-2.656,0.0,-1.105
with my wife,1.014,1.875,-4.072,-1.814,1.031,1.211,0.0,-1.105
just here for,8.509,-1.279,-1.015,-1.016,-1.629,-1.066,1.027,-1.111
you are the,1.153,-1.941,1.224,0.0,1.812,1.065,0.0,-1.112
all kinds of,2.176,1.311,-1.639,1.027,-2.082,-1.181,2.009,-1.113
to be happy,1.466,-2.056,1.19,-2.623,-1.403,1.676,0.0,-1.113
proud supporter of,1.023,1.161,-1.369,2.184,0.0,0.0,0.0,-1.114
member of the,10.41,1.256,-1.363,-1.243,-2.492,-1.541,-1.191,-1.115
and author of,1.157,1.232,-1.549,-1.036,0.0,1.061,3.778,-1.116
i'm here to,2.274,1.098,-1.827,1.965,2.297,-3.704,1.922,-1.117
i’m just here,4.504,-1.263,1.106,-1.613,-4.31,-1.467,0.0,-1.118
waiting for the,1.115,1.492,-1.343,0.0,-1.067,0.0,0.0,-1.118
time not a,2.413,-1.269,-1.076,-1.44,-1.155,1.018,3.622,-1.12
you are not,1.521,-1.067,-1.222,1.102,1.373,-1.239,0.0,-1.121
you are a,1.344,1.327,-1.472,-2.404,-1.286,-1.094,0.0,-1.123
a place to,1.216,1.173,-1.465,-1.089,0.0,1.516,0.0,-1.129
for a good,5.093,-1.53,1.011,-1.14,1.026,1.085,-1.165,-1.13
retweets are not,3.067,1.356,-1.421,-1.83,-1.468,-4.995,1.425,-1.13
at the end,1.585,-1.213,-1.123,1.409,-1.517,-1.291,0.0,-1.135
keep up with,1.409,-1.186,1.001,-2.521,-1.348,-1.147,0.0,-1.139
not a bot,1.548,-1.002,-1.097,1.083,0.0,-2.521,0.0,-1.141
a world where,1.003,-1.206,-1.007,1.114,0.0,-1.634,0.0,-1.142
leave me alone,1.28,-1.795,-1.186,1.745,0.0,2.399,0.0,-1.146
proud member of,4.902,1.042,-1.373,1.367,-1.564,-1.33,0.0,-1.148
i can be,3.251,1.279,-2.176,-1.164,1.928,1.133,1.345,-1.148
is my passion,2.705,-1.423,1.105,-2.422,-1.295,-1.468,0.0,-1.149
i live in,4.221,1.154,-1.304,-2.518,1.237,-2.29,1.036,-1.15
i’m here to,2.202,-1.323,-1.105,0.0,1.897,1.116,3.97,-1.15
the name of,1.056,1.35,-1.818,-1.889,0.0,1.745,0.0,-1.15
in the middle,1.659,-2.327,1.201,1.01,-1.588,-1.351,0.0,-1.155
if you are,4.751,1.001,-1.362,-1.063,-1.516,-1.105,2.76,-1.156
not here for,1.293,-2.722,1.155,1.296,0.0,1.425,0.0,-1.158
to be in,1.247,-1.311,-1.252,1.344,-1.193,1.478,0.0,-1.158
me i am,1.019,-2.854,-1.116,2.741,1.026,1.205,0.0,-1.161
in the making,3.198,-1.416,-1.014,1.223,-1.02,-2.604,0.0,-1.162
not here to,1.302,-1.565,1.084,-2.329,0.0,1.416,0.0,-1.166
is my only,1.21,-1.454,-1.215,-1.083,-1.158,2.031,0.0,-1.167
of the universe,1.258,-1.059,-1.263,-2.25,1.661,-1.024,0.0,-1.168
proud of it,1.726,-1.037,-1.386,1.618,0.0,-1.406,2.532,-1.169
to live a,1.073,1.107,-1.077,-1.919,0.0,0.0,0.0,-1.169
that is all,1.074,-1.506,1.159,0.0,-1.028,0.0,4.07,-1.17
part of the,5.892,1.049,-1.245,-2.11,1.064,-2.398,1.484,-1.172
with a big,1.403,-1.311,-1.127,-1.256,0.0,1.314,3.115,-1.172
what i like,1.921,-1.243,-1.157,-1.146,1.087,-1.564,2.275,-1.174
my best friend,3.85,-1.296,-1.031,1.161,0.0,-3.135,2.27,-1.177
change the world,3.194,-1.169,-1.069,-1.144,-3.056,-2.601,1.369,-1.177
i am just,2.116,-1.272,-1.158,1.32,0.0,1.161,0.0,-1.179
i am the,8.579,-1.031,-1.396,1.172,-2.053,1.002,1.019,-1.182
supporter of the,1.321,1.26,-1.224,0.0,-1.264,0.0,0.0,-1.183
married to the,3.119,-1.05,-1.174,1.074,-1.493,-5.08,0.0,-1.185
need to be,1.468,-1.123,-1.04,-1.314,0.0,-2.391,0.0,-1.187
end of the,1.567,1.138,-1.716,1.07,-1.5,1.176,0.0,-1.19
as long as,2.281,-1.066,-1.446,-2.042,-1.092,1.346,3.832,-1.191
i am an,6.913,-1.141,-1.243,1.05,1.058,-2.814,1.897,-1.195
you know the,1.098,1.082,-1.203,-1.964,0.0,-1.788,0.0,-1.196
adult content creator,1.289,-1.549,-1.412,1.733,3.241,-2.099,0.0,-1.197
not a long,2.342,-1.642,-1.045,-2.097,-1.121,1.049,3.732,-1.198
all you need,1.721,-1.317,1.013,-1.027,0.0,-2.803,0.0,-1.198
of the world,4.99,1.0,-1.336,-2.977,1.047,1.108,0.0,-1.203
who loves to,3.701,-1.153,-1.351,-1.104,1.411,-1.004,0.0,-1.205
is not the,1.108,-1.332,1.124,0.0,0.0,0.0,3.945,-1.207
you know what,1.157,1.232,-1.394,0.0,-1.107,-1.884,0.0,-1.208
on the beach,1.254,-1.056,-2.158,2.227,-1.2,1.47,0.0,-1.209
music is my,1.98,-1.388,1.09,-1.181,0.0,0.0,0.0,-1.21
a long time,3.918,-1.735,-1.026,-2.338,-1.25,1.254,2.231,-1.212
me out on,1.359,1.224,-1.819,1.233,-1.3,-2.213,0.0,-1.217
the only thing,1.897,-1.064,-1.344,-3.394,2.202,-1.545,0.0,-1.219
not an endorsement,1.168,1.628,-2.814,-2.089,0.0,1.051,0.0,-1.219
and i am,4.671,-1.268,-1.25,1.076,-1.49,-1.087,-1.069,-1.22
a guy who,3.466,2.229,-41.759,-6.2,-1.659,0.0,2.522,-1.223
a world of,1.22,-1.027,-1.47,1.374,0.0,1.007,0.0,-1.224
i love my,11.604,-1.337,-1.205,1.107,-1.01,-1.35,0.0,-1.227
to be the,5.095,1.026,-1.334,-1.824,-1.219,-2.074,-1.166,-1.228
in a world,3.007,-1.265,-1.249,-1.077,-1.439,1.021,0.0,-1.235
you don’t like,1.183,-1.106,-1.425,1.417,0.0,1.038,0.0,-1.235
the link to,1.282,-1.348,-1.188,-2.293,-1.227,1.438,0.0,-1.236
me to be,1.036,-1.245,-1.56,1.078,0.0,1.779,4.219,-1.236
one day at,5.528,-1.257,-1.233,-1.237,1.134,-1.8,1.581,-1.237
i love music,2.518,1.039,-1.516,-1.127,-2.41,-1.025,0.0,-1.237
discord http //discord,1.927,1.357,-2.58,-3.447,2.168,-1.046,0.0,-1.238
a great day,1.087,-1.525,-1.31,1.028,1.922,0.0,8.041,-1.238
