trigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
and mother of,1.172,-9.849,-1.569,-2.097,0.0,1.048,0.0,-2.258
now living in,1.532,-1.29,-3.692,-2.741,0.0,0.0,2.853,-2.26
living my life,1.805,-2.532,-1.977,-3.229,0.0,0.0,4.843,-2.262
to create a,1.445,-3.042,-2.487,1.16,0.0,-1.177,0.0,-2.265
https //www youtube,6.798,-1.217,-4.818,-3.043,-1.085,-11.072,0.0,-2.272
live my life,1.271,-2.676,-1.914,0.0,1.644,0.0,0.0,-2.274
have some fun,2.362,-1.656,-4.743,-4.225,1.327,1.04,0.0,-2.278
you don’t know,1.001,-2.107,-4.02,-1.791,1.044,1.227,0.0,-2.28
you think you,1.188,-1.666,-3.578,-2.125,0.0,1.034,0.0,-2.289
no matter how,1.282,-2.158,-1.931,0.0,0.0,-2.088,0.0,-2.293
i help people,1.19,-1.251,-3.584,0.0,0.0,-1.938,0.0,-2.293
i have been,2.288,-1.283,-2.757,0.0,0.0,0.0,0.0,-2.295
in your life,1.284,-1.801,-2.21,-2.297,0.0,0.0,0.0,-2.297
what it is,3.953,-3.327,-1.7,-3.539,-3.783,0.0,2.211,-2.304
father of a,1.201,1.088,0.0,-2.148,-1.149,0.0,0.0,-2.314
will be the,1.109,-1.333,-4.454,-1.984,-1.061,0.0,0.0,-2.315
and you will,1.021,-1.432,-4.1,-1.826,0.0,-1.663,0.0,-2.326
is all about,1.115,-4.685,-2.239,0.0,1.874,0.0,7.839,-2.328
at https //www,1.023,-1.23,-4.108,-1.83,0.0,0.0,0.0,-2.33
it to the,1.025,-2.871,-2.058,0.0,2.038,0.0,0.0,-2.335
mother of a,1.027,0.0,-1.375,0.0,0.0,1.196,0.0,-2.339
student of the,1.22,-1.466,-2.94,0.0,0.0,-1.987,0.0,-2.351
and of course,1.407,-1.479,-2.422,0.0,0.0,0.0,0.0,-2.353
just looking for,1.223,-1.286,-4.912,-1.095,0.0,0.0,0.0,-2.356
have fun and,1.695,-1.584,-6.807,-1.011,1.232,0.0,2.579,-2.361
of new york,1.133,-1.907,-1.95,0.0,0.0,0.0,0.0,-2.365
to my onlyfans,1.135,-2.389,-1.954,0.0,0.0,-1.849,0.0,-2.37
rest in peace,1.892,-2.274,-2.533,-3.385,-1.811,-1.541,0.0,-2.371
all the way,2.277,-2.737,-1.715,-4.073,0.0,0.0,0.0,-2.377
is too short,1.708,-2.396,-1.871,0.0,0.0,-2.782,0.0,-2.379
for all things,4.272,-2.765,-1.837,-2.549,0.0,-6.958,0.0,-2.38
not looking for,1.141,-3.196,-1.964,-2.041,-1.092,0.0,0.0,-2.382
to a wonderful,1.251,-1.315,-3.014,0.0,0.0,0.0,0.0,-2.41
in the moment,1.063,-4.466,-1.83,-1.902,0.0,-1.731,0.0,-2.421
it comes to,1.166,-1.963,-2.81,-2.086,-1.116,0.0,0.0,-2.434
and love to,1.662,-4.655,-2.225,1.008,-1.59,0.0,2.63,-2.451
on all streaming,1.177,-2.478,-4.727,0.0,1.775,1.043,3.714,-2.457
call of duty,2.173,-1.406,-3.273,-3.887,0.0,0.0,0.0,-2.475
the life of,1.186,-1.997,-2.382,-2.122,0.0,0.0,0.0,-2.476
lover of jesus,1.108,-3.104,-1.669,0.0,0.0,0.0,0.0,-2.524
my youtube channel,4.338,-1.587,-3.267,-3.884,0.0,-3.533,0.0,-2.528
want to know,2.222,-2.336,-2.434,-1.989,0.0,-3.619,0.0,-2.531
a regular guy,1.01,1.176,0.0,0.0,0.0,0.0,0.0,-2.531
and much more,1.919,-2.691,-2.312,-3.433,0.0,-1.563,0.0,-2.532
life is too,1.818,-2.185,-2.19,0.0,0.0,-2.961,0.0,-2.532
i can help,1.014,-1.707,-2.443,0.0,0.0,0.0,0.0,-2.541
on the road,1.227,-10.311,-2.112,1.366,-1.174,0.0,0.0,-2.562
it is a,1.13,-3.165,-3.404,0.0,1.849,-1.84,3.868,-2.574
husband father brother,1.027,1.042,0.0,0.0,1.018,0.0,0.0,-2.574
to find out,1.029,-8.647,-2.48,1.629,1.016,0.0,0.0,-2.579
us army veteran,1.75,-2.103,-2.343,-3.131,0.0,0.0,0.0,-2.581
like to have,1.03,-1.734,-3.102,-1.843,0.0,0.0,0.0,-2.581
guy trying to,1.754,1.152,0.0,0.0,0.0,0.0,0.0,-2.587
to learn more,1.552,-2.613,-2.337,0.0,0.0,-1.264,0.0,-2.595
some of the,1.662,-1.553,-4.005,0.0,0.0,-1.353,0.0,-2.605
over the world,1.355,-2.853,-1.814,0.0,0.0,0.0,0.0,-2.611
to the best,2.085,-3.51,-2.284,-3.73,-1.995,-3.396,2.096,-2.613
everything in between,1.258,-1.512,-3.031,0.0,0.0,0.0,0.0,-2.626
of life and,1.366,-2.876,-2.057,0.0,0.0,0.0,3.2,-2.632
the world with,1.051,-2.944,-2.11,0.0,0.0,-1.712,0.0,-2.634
i love life,1.052,-2.215,-2.112,0.0,0.0,0.0,0.0,-2.637
i like sports,1.269,-2.136,-3.822,-2.27,-1.214,-2.067,0.0,-2.649
for all of,1.587,-1.669,-3.187,0.0,0.0,-2.585,0.0,-2.654
on all platforms,3.181,-2.678,-2.948,-2.848,0.0,-1.036,0.0,-2.657
all streaming platforms,1.06,-2.969,-4.257,0.0,-1.014,1.158,4.124,-2.657
what we do,1.17,-4.916,-1.762,-2.093,0.0,0.0,0.0,-2.665
sign up for,1.596,-1.918,-2.747,0.0,0.0,-2.599,0.0,-2.669
and raised in,5.55,-1.868,-3.182,-4.969,0.0,-3.011,-1.27,-2.675
we have a,1.389,-2.924,-1.859,0.0,0.0,0.0,0.0,-2.676
have fun with,1.073,-4.508,-1.847,-1.919,0.0,0.0,0.0,-2.689
the state of,2.582,-2.173,-3.889,-1.541,-2.471,-2.103,0.0,-2.695
for a reason,1.62,-3.411,-1.774,0.0,0.0,0.0,0.0,-2.709
husband and father,7.354,1.05,0.0,0.0,-2.347,0.0,0.0,-2.711
follow me i,2.38,-4.007,-2.39,0.0,-1.139,-1.291,0.0,-2.711
so you can,1.409,-2.372,-2.122,0.0,0.0,0.0,0.0,-2.715
based out of,1.625,-1.368,-6.526,-2.907,-1.555,0.0,0.0,-2.717
was born in,1.194,-1.675,-3.596,-2.136,0.0,0.0,0.0,-2.72
just a young,1.194,-1.675,-3.596,-2.136,0.0,0.0,0.0,-2.72
dad of 3,1.633,1.092,0.0,0.0,0.0,0.0,0.0,-2.731
lord and savior,1.096,-4.605,-2.641,0.0,0.0,1.682,0.0,-2.747
to those who,1.322,-1.854,-3.186,0.0,0.0,-2.153,0.0,-2.76
the voice of,1.44,-1.731,-3.47,-2.576,0.0,0.0,0.0,-2.775
goal is to,3.446,-2.637,-2.966,-2.056,-3.298,-2.806,0.0,-2.786
founder and ceo,1.113,-2.343,-2.235,0.0,0.0,0.0,0.0,-2.789
married father of,1.229,1.063,0.0,0.0,0.0,0.0,0.0,-2.8
now on all,1.346,-1.888,-4.054,0.0,-1.288,0.0,3.247,-2.81
minding my business,1.124,0.0,-1.935,0.0,0.0,1.64,0.0,-2.817
what you think,1.124,-4.723,-2.257,0.0,-1.076,-1.831,0.0,-2.817
the beauty of,1.014,-8.521,-1.745,0.0,1.031,0.0,0.0,-2.825
a man who,1.355,-1.037,0.0,0.0,-1.297,0.0,0.0,-2.829
father of four,1.242,1.052,0.0,0.0,0.0,0.0,0.0,-2.829
way of life,1.019,-2.854,-2.455,-1.823,0.0,0.0,0.0,-2.838
here to help,2.946,-2.066,-4.437,-1.758,0.0,-1.598,0.0,-2.841
on the planet,1.251,-2.634,-2.512,0.0,0.0,0.0,3.494,-2.85
the world of,2.738,-2.305,-3.665,-2.451,-2.62,-4.459,1.596,-2.858
the most important,1.142,-2.404,-2.752,0.0,0.0,-1.86,0.0,-2.862
and ceo of,1.712,-2.058,-2.947,-3.063,0.0,0.0,0.0,-2.863
when it comes,1.265,-2.663,-3.048,-2.263,-1.211,0.0,0.0,-2.882
positive vibes only,1.271,-5.34,-1.701,0.0,0.0,0.0,0.0,-2.895
it is what,3.466,-7.297,-1.897,-3.103,0.0,0.0,2.522,-2.896
wife mom grandma,1.04,0.0,-1.392,0.0,0.0,0.0,0.0,-2.897
green bay packers,1.853,-1.732,-3.189,0.0,0.0,0.0,0.0,-2.904
mother of 3,3.482,-9.754,-1.613,-6.229,0.0,0.0,0.0,-2.909
believe in yourself,1.045,-1.759,-4.197,0.0,0.0,-1.702,0.0,-2.911
the future of,3.023,-1.957,-3.311,0.0,-2.893,-4.923,0.0,-2.915
my goal is,1.282,-2.699,-3.089,-2.293,0.0,-2.088,0.0,-2.92
love god and,1.049,-2.938,-2.106,0.0,0.0,0.0,0.0,-2.922
at http //www,2.099,-2.523,-2.81,0.0,-2.009,-3.419,0.0,-2.923
with the best,1.295,-2.726,-2.6,-2.317,0.0,0.0,0.0,-2.95
podcast hosted by,1.06,-2.232,-2.554,0.0,0.0,0.0,0.0,-2.953
to a beautiful,1.659,-1.744,-3.331,0.0,0.0,0.0,0.0,-2.968
to see the,1.666,-2.002,-3.345,0.0,0.0,-2.713,0.0,-2.98
los angeles ca,1.071,-3.0,-3.226,0.0,0.0,1.147,0.0,-2.983
for the future,1.434,-2.414,-2.88,-2.565,0.0,0.0,0.0,-2.994
of the new,1.203,-2.025,-2.899,0.0,0.0,0.0,0.0,-3.015
and everything in,1.084,-1.825,-3.265,0.0,0.0,0.0,0.0,-3.019
the american dream,1.084,-1.825,-3.265,0.0,0.0,0.0,0.0,-3.019
is what it,3.506,-7.381,-2.01,-3.139,0.0,0.0,2.493,-3.03
available on all,1.093,-1.84,-4.39,0.0,0.0,-1.78,0.0,-3.045
is like a,1.468,-6.168,-3.537,-1.314,2.135,0.0,0.0,-3.065
life is good,2.694,-4.535,-2.318,-4.819,-1.29,0.0,0.0,-3.068
to build a,1.477,-1.775,-4.449,0.0,-1.413,0.0,0.0,-3.084
in the u,1.607,-2.254,-3.872,0.0,-1.538,-2.617,0.0,-3.096
love my kids,1.113,-4.676,-1.916,0.0,0.0,0.0,0.0,-3.1
a guy that,1.113,-1.17,-13.41,0.0,0.0,0.0,0.0,-3.1
in las vegas,1.616,-1.942,-3.894,-2.891,0.0,0.0,0.0,-3.114
a child of,1.245,-2.621,-5.0,0.0,0.0,1.48,0.0,-3.12
father of three,2.498,-1.051,0.0,0.0,0.0,0.0,0.0,-3.13
in san diego,1.249,-1.501,-15.048,0.0,-1.195,-2.034,0.0,-3.13
in the state,1.376,-2.897,-5.526,-1.232,1.518,0.0,0.0,-3.134
to the next,1.128,-1.899,-4.53,0.0,0.0,-1.837,0.0,-3.142
mother of 4,1.635,0.0,-1.515,0.0,0.0,0.0,0.0,-3.15
to be with,1.006,-8.454,-2.424,-1.8,0.0,-1.638,0.0,-3.154
by the grace,1.387,-1.667,-8.355,0.0,0.0,-1.129,0.0,-3.159
where you can,1.262,-5.303,-1.901,0.0,0.0,0.0,0.0,-3.163
class of 2023,3.789,-2.125,-3.512,-3.392,0.0,0.0,0.0,-3.165
is what you,2.16,-3.636,-2.366,0.0,0.0,0.0,2.024,-3.186
psalm 46 5,1.018,0.0,-1.752,0.0,0.0,-1.658,0.0,-3.191
life is not,1.148,-1.933,-3.458,0.0,0.0,0.0,0.0,-3.198
husband to an,1.021,-1.074,0.0,0.0,0.0,0.0,0.0,-3.201
a m university,1.027,-2.877,-4.124,1.088,0.0,0.0,0.0,-3.219
husband to a,1.8,-1.082,0.0,0.0,0.0,0.0,0.0,-3.22
subscribe to my,5.402,-2.392,-3.425,-4.836,-5.169,-8.798,0.0,-3.223
love to cook,1.157,-2.436,-4.647,0.0,1.806,0.0,0.0,-3.223
am here to,1.159,-3.246,-2.793,-2.073,0.0,0.0,0.0,-3.228
next generation of,1.036,-2.902,-2.496,0.0,0.0,0.0,0.0,-3.248
the next generation,1.431,-4.008,-2.463,0.0,0.0,-2.331,0.0,-3.26
to the most,1.952,-3.286,-2.352,0.0,0.0,0.0,0.0,-3.264
gmail com ig,1.438,-4.028,-2.888,0.0,0.0,-1.171,0.0,-3.276
living the dream,3.947,-2.768,-2.642,0.0,0.0,0.0,0.0,-3.297
i love jesus,1.982,-4.173,-2.171,0.0,0.0,0.0,0.0,-3.314
is a new,1.192,-5.008,-3.59,-1.067,-1.141,0.0,0.0,-3.32
the grace of,1.592,-1.913,-6.394,0.0,0.0,-1.296,0.0,-3.324
of the most,2.92,-2.729,-2.932,-5.224,0.0,0.0,0.0,-3.326
dreams come true,1.198,-5.034,-4.811,-2.143,-1.146,1.025,0.0,-3.337
me on ig,4.426,-6.208,-2.423,-3.962,-4.235,-3.604,0.0,-3.361
s s s,1.074,-9.025,-2.588,1.04,0.0,0.0,0.0,-3.367
trust the process,1.48,-2.076,-3.566,0.0,0.0,0.0,0.0,-3.371
hall of fame,1.625,-1.953,-4.895,0.0,0.0,-2.647,0.0,-3.392
love to laugh,1.354,-5.689,-2.33,0.0,0.0,-2.205,0.0,-3.393
the city of,3.251,-3.419,-2.448,0.0,0.0,0.0,0.0,-3.394
i am who,2.037,-3.429,-3.068,-3.644,0.0,0.0,2.146,-3.406
the u s,3.962,-3.031,-3.182,0.0,-3.791,-6.453,1.103,-3.424
learn more about,1.096,-1.845,-6.602,0.0,-1.049,0.0,0.0,-3.436
husband father of,5.898,-1.21,0.0,0.0,-2.823,0.0,0.0,-3.437
time with my,1.374,-1.651,-5.518,0.0,0.0,0.0,0.0,-3.444
my family and,4.213,-3.223,-2.986,-7.537,0.0,-6.862,0.0,-3.52
of the american,1.405,-3.936,-2.821,-2.513,0.0,0.0,0.0,-3.521
and father of,3.267,-1.309,-19.681,0.0,0.0,0.0,0.0,-3.559
has to offer,1.15,-3.221,-3.464,-2.057,0.0,0.0,0.0,-3.605
medium copy link,1.295,-10.882,-2.229,0.0,-1.239,0.0,0.0,-3.607
a difference in,1.01,0.0,-2.028,-1.807,0.0,0.0,0.0,-3.62
business owner and,1.01,0.0,-1.738,0.0,0.0,0.0,0.0,-3.62
youtube com/watch v,1.157,-3.241,-3.485,0.0,-1.107,0.0,0.0,-3.627
all types of,1.594,-3.356,-3.841,-2.852,-1.525,0.0,0.0,-3.631
of the university,1.749,-1.635,-7.024,0.0,0.0,0.0,0.0,-3.651
am who i,1.899,-3.197,-3.813,-3.397,0.0,0.0,2.302,-3.659
in order to,1.618,-3.406,-3.249,-2.894,0.0,0.0,0.0,-3.686
to the moon,2.5,-7.003,-2.738,-2.238,-2.392,0.0,0.0,-3.687
the life you,1.029,-4.324,-2.48,0.0,0.0,0.0,0.0,-3.688
old account got,1.029,-2.882,-4.133,0.0,0.0,-1.676,0.0,-3.688
of two beautiful,1.032,-2.173,-6.217,0.0,0.0,-1.681,0.0,-3.699
love god love,1.339,-5.626,-2.689,-2.395,0.0,0.0,0.0,-3.73
me and i,1.653,-13.891,-2.845,-2.957,0.0,-1.346,0.0,-3.765
i love sports,1.359,-1.906,-8.187,-2.431,0.0,0.0,0.0,-3.786
a man of,1.512,-1.59,-9.108,0.0,0.0,0.0,0.0,-3.789
and my family,1.517,-4.249,-2.611,0.0,0.0,0.0,0.0,-3.802
father of 3,6.979,-1.335,0.0,-12.485,0.0,0.0,-1.597,-3.803
in the united,1.523,-2.136,-6.116,0.0,-1.457,0.0,0.0,-3.817
http //www youtube,1.065,-2.983,-3.208,0.0,0.0,0.0,0.0,-3.817
utm medium copy,1.378,-11.58,-2.372,0.0,-1.319,0.0,0.0,-3.838
live your life,1.686,-7.084,-2.902,-1.509,0.0,0.0,0.0,-3.841
child of god,4.77,-20.042,-2.128,0.0,0.0,-3.884,0.0,-3.856
years in the,1.231,-2.072,-7.416,-2.202,0.0,0.0,0.0,-3.859
https //m youtube,1.253,-2.109,-7.548,0.0,-1.199,0.0,0.0,-3.928
of the united,1.73,-2.426,-10.422,-1.549,0.0,-2.818,0.0,-3.941
of 3 boys,1.122,-4.714,-2.704,0.0,0.0,0.0,0.0,-4.022
what you do,1.613,-2.715,-3.887,0.0,0.0,0.0,0.0,-4.043
fan for life,2.428,-4.088,-3.25,-4.343,0.0,0.0,0.0,-4.06
of 2 boys,1.46,-6.134,-2.513,0.0,0.0,0.0,0.0,-4.067
what you make,1.328,-11.16,-2.667,0.0,0.0,-2.163,0.0,-4.163
us navy veteran,1.006,-2.118,0.0,1.11,0.0,0.0,0.0,-4.209
the key to,1.179,-2.482,-14.205,0.0,0.0,1.042,0.0,-4.226
to improve the,1.179,-1.985,-7.102,0.0,0.0,0.0,0.0,-4.226
father of 4,3.556,-1.496,-42.843,0.0,0.0,0.0,0.0,-4.243
for all your,1.695,-2.854,-4.084,0.0,0.0,0.0,0.0,-4.248
with my family,1.526,-4.275,-3.064,0.0,0.0,0.0,0.0,-4.251
pursuit of happiness,1.359,-11.42,-2.729,0.0,0.0,-2.213,0.0,-4.26
and father to,1.03,-1.445,0.0,0.0,0.0,0.0,0.0,-4.31
the quality of,1.032,-2.173,-12.434,0.0,0.0,0.0,4.235,-4.318
and loving life,1.034,0.0,-2.492,0.0,1.011,0.0,0.0,-4.326
wife mother and,1.383,0.0,-2.083,0.0,0.0,0.0,0.0,-4.335
father of 2,6.614,-1.465,0.0,0.0,0.0,0.0,0.0,-4.363
a group of,1.398,-2.943,-8.422,0.0,0.0,-2.277,3.127,-4.382
proud father of,3.883,-1.634,0.0,-3.476,0.0,0.0,0.0,-4.423
i will follow,1.06,-2.969,-12.771,-1.896,0.0,0.0,4.124,-4.435
keep it real,1.06,0.0,-2.554,-1.896,0.0,0.0,0.0,-4.435
proud dad of,1.436,-1.726,0.0,0.0,0.0,0.0,3.044,-4.502
men and women,1.08,-3.025,-6.506,0.0,0.0,-1.759,0.0,-4.519
class of 2025,1.804,-2.168,-10.867,0.0,0.0,0.0,2.423,-4.521
u s navy,1.445,-2.027,-17.41,0.0,0.0,0.0,3.025,-4.53
father husband and,1.458,-1.533,0.0,0.0,0.0,0.0,0.0,-4.571
dm me with,1.093,-2.301,-6.584,0.0,0.0,0.0,0.0,-4.573
avid sports fan,1.108,-3.104,-4.45,0.0,0.0,0.0,0.0,-4.636
the united states,4.687,-3.034,-5.647,-4.196,0.0,0.0,0.0,-4.701
can help you,1.322,-3.703,-3.982,0.0,0.0,0.0,0.0,-4.738
twitter for the,1.704,-3.587,-6.843,-3.048,-1.631,0.0,0.0,-4.747
love to travel,2.48,-5.221,-3.735,0.0,-2.373,0.0,0.0,-4.778
of the best,2.863,-3.441,-6.899,0.0,0.0,-2.331,1.527,-4.788
is my president,1.148,0.0,-4.61,-2.054,-1.099,-1.87,0.0,-4.803
the lives of,1.761,-4.933,-4.243,0.0,0.0,0.0,2.482,-4.905
family and my,1.183,-4.971,-3.563,0.0,0.0,0.0,0.0,-4.95
never give up,2.391,-4.025,-7.202,-4.277,0.0,-1.947,0.0,-4.992
to my youtube,2.996,-3.601,-6.016,-5.36,0.0,-4.879,0.0,-5.01
great state of,1.003,-2.81,-12.084,-1.794,0.0,0.0,0.0,-5.04
looking for fun,1.811,-2.54,-10.91,-3.24,0.0,0.0,0.0,-5.045
love the outdoors,1.216,-3.406,-4.884,0.0,0.0,0.0,0.0,-5.088
down to earth,2.641,-11.097,-4.546,-1.576,-2.527,0.0,0.0,-5.089
for a free,1.014,-4.261,-12.217,0.0,0.0,1.211,0.0,-5.095
wife mother grandmother,2.255,0.0,-2.47,0.0,0.0,0.0,0.0,-5.137
we are the,5.328,-4.485,-5.349,0.0,0.0,-2.168,0.0,-5.138
voice of the,1.24,-3.473,-7.47,0.0,-1.187,0.0,0.0,-5.188
years of experience,2.509,-3.519,-30.229,-1.123,0.0,-4.086,0.0,-5.238
grace of god,1.468,-4.112,-8.843,0.0,0.0,-1.195,0.0,-5.262
one of a,1.479,-12.429,-5.94,0.0,0.0,1.246,0.0,-5.301
of jesus christ,4.463,-4.693,-5.975,-7.984,0.0,-2.422,0.0,-5.326
love my family,6.595,-3.963,-4.674,0.0,0.0,0.0,0.0,-5.331
check us out,1.916,-4.034,-7.695,-3.428,0.0,0.0,2.281,-5.337
it is the,1.278,-3.58,-5.133,0.0,0.0,0.0,0.0,-5.347
the pursuit of,1.71,-4.79,-4.12,0.0,0.0,0.0,0.0,-5.361
spending time with,1.717,-3.615,-5.172,0.0,0.0,0.0,0.0,-5.382
follower of jesus,5.165,-3.622,-5.657,-9.24,0.0,0.0,0.0,-5.391
me with your,1.295,-5.441,-5.201,-2.317,0.0,0.0,0.0,-5.418
the good life,1.08,-3.025,-6.506,0.0,0.0,0.0,0.0,-5.427
lover of god,1.31,-11.008,-3.157,0.0,0.0,0.0,0.0,-5.481
u s army,3.312,-2.788,-7.981,0.0,0.0,0.0,0.0,-5.538
dedicated to the,2.028,-4.269,-8.145,-3.628,0.0,0.0,2.155,-5.649
can do all,1.594,-6.697,-3.841,0.0,0.0,0.0,0.0,-5.713
of a kind,1.596,-13.412,-6.41,0.0,0.0,1.155,0.0,-5.72
proud husband and,1.37,-2.306,0.0,0.0,-1.311,0.0,0.0,-5.732
living life to,2.525,-4.251,-7.605,0.0,0.0,-2.056,0.0,-5.752
all of your,1.39,-3.894,-8.373,0.0,0.0,0.0,3.145,-5.816
family and friends,3.482,-5.862,-4.195,0.0,0.0,0.0,0.0,-5.823
check out our,3.049,-6.419,-4.592,0.0,0.0,-4.966,0.0,-5.875
john 3 16,1.436,-6.034,-5.767,0.0,0.0,0.0,3.044,-6.008
this account for,5.347,-4.501,-12.884,-9.565,-1.706,-2.901,0.0,-6.09
life to the,6.081,-4.264,-6.66,-10.878,0.0,-9.904,0.0,-6.099
my family my,1.482,-6.227,-4.464,0.0,0.0,0.0,0.0,-6.201
follow me and,2.248,-6.297,-9.028,-2.013,0.0,-3.661,0.0,-6.262
class of 2024,2.513,-3.525,-10.092,0.0,-2.405,0.0,0.0,-6.298
telegram https //t,1.01,-2.829,-12.169,0.0,0.0,0.0,0.0,-6.312
the heart of,3.067,-4.302,-6.159,0.0,0.0,0.0,0.0,-6.403
r i p,11.057,-5.474,-7.401,-6.597,-3.528,-9.004,0.0,-6.443
follow my ig,1.809,-5.067,-5.449,0.0,0.0,0.0,0.0,-6.484
husband father grandfather,2.893,-2.213,0.0,0.0,0.0,0.0,0.0,-6.59
me i follow,1.06,-8.908,-4.257,0.0,0.0,0.0,0.0,-6.625
all things through,1.324,-11.126,-3.988,0.0,0.0,0.0,0.0,-6.653
a mother of,1.076,0.0,-3.241,0.0,0.0,0.0,0.0,-6.725
to the fullest,6.794,-5.198,-6.297,-12.154,0.0,0.0,0.0,-6.814
of 2 beautiful,1.108,-9.311,-4.45,0.0,0.0,0.0,0.0,-6.925
health and wellness,1.109,0.0,-3.34,0.0,0.0,0.0,0.0,-6.931
is the key,1.383,-5.811,-8.331,0.0,0.0,-2.252,0.0,-6.95
husband father and,3.655,-2.366,0.0,0.0,0.0,0.0,0.0,-7.042
the department of,1.159,-3.246,-13.964,0.0,0.0,0.0,0.0,-7.244
are here to,1.164,-4.891,-7.012,0.0,0.0,0.0,0.0,-7.275
live life to,2.323,-6.507,-6.997,-4.156,0.0,0.0,0.0,-7.282
1 of 1,1.741,-14.63,-4.195,0.0,0.0,0.0,0.0,-7.285
joshua 1 9,1.166,-4.899,-7.024,0.0,0.0,0.0,0.0,-7.287
school class of,1.758,-4.924,-7.06,0.0,0.0,0.0,0.0,-7.356
love my life,1.188,0.0,-3.578,0.0,0.0,0.0,0.0,-7.425
season ticket holder,2.088,-5.849,-8.386,0.0,0.0,-3.401,0.0,-7.484
saved by grace,2.388,0.0,-3.596,0.0,0.0,0.0,0.0,-7.486
we are here,1.21,-5.084,-14.578,-2.165,0.0,0.0,0.0,-7.562
the best in,1.51,-12.689,-18.193,0.0,1.383,0.0,2.895,-7.588
believe in god,1.236,-5.193,-7.446,0.0,0.0,0.0,0.0,-7.725
account for the,5.92,-9.966,-7.133,0.0,-2.834,-4.821,0.0,-7.81
the home of,1.264,-5.311,-15.229,-2.261,0.0,0.0,0.0,-7.9
official twitter for,3.796,-3.548,-45.735,-3.398,0.0,0.0,0.0,-7.925
follower of christ,5.453,-5.096,-10.95,0.0,-5.218,-8.881,0.0,-8.043
around the world,4.502,-7.579,-9.04,0.0,-4.308,-3.666,0.0,-8.054
husband father son,1.934,-2.712,0.0,0.0,0.0,0.0,0.0,-8.092
real estate and,1.297,-5.45,-7.813,0.0,0.0,0.0,0.0,-8.106
do all things,1.618,-13.597,-4.873,0.0,0.0,0.0,0.0,-8.131
for more than,1.315,0.0,-5.281,-2.352,0.0,0.0,0.0,-8.219
quality of life,1.636,-13.748,-4.928,0.0,0.0,0.0,0.0,-8.221
a community of,1.322,-2.783,0.0,0.0,0.0,0.0,0.0,-8.263
st louis cardinals,1.322,-5.555,-15.928,0.0,0.0,-2.153,0.0,-8.263
visit my website,1.328,-11.16,-8.0,-2.376,0.0,0.0,0.0,-8.3
http //www facebook,1.653,-6.945,-6.639,0.0,0.0,0.0,0.0,-8.307
we the people,1.005,-2.815,0.0,0.0,0.0,0.0,0.0,-8.375
freedom of speech,1.008,-4.235,0.0,-1.803,0.0,0.0,0.0,-8.4
for the city,1.012,0.0,-4.064,0.0,0.0,0.0,0.0,-8.433
jeremiah 29 11,2.83,-11.891,-6.819,0.0,-2.708,0.0,0.0,-8.871
life is what,1.422,-11.95,-5.711,0.0,0.0,0.0,0.0,-8.887
of the king,1.069,0.0,-4.293,0.0,0.0,0.0,0.0,-8.908
to help you,3.927,-5.508,-23.657,-3.516,0.0,-6.396,0.0,-8.945
in the country,1.076,-9.042,-6.482,0.0,0.0,0.0,0.0,-8.967
my country and,1.1,-3.081,0.0,0.0,0.0,0.0,0.0,-9.167
up to date,1.468,-12.336,-8.843,0.0,0.0,-2.391,0.0,-9.175
christian husband father,3.297,-3.081,0.0,0.0,0.0,0.0,0.0,-9.184
is an independent,1.104,-9.277,0.0,-1.975,0.0,-1.798,0.0,-9.2
love the lord,1.106,-4.647,-13.325,0.0,0.0,0.0,0.0,-9.217
is the future,1.109,-9.319,-13.361,-1.984,0.0,0.0,0.0,-9.242
the official account,2.974,-12.496,-11.944,-5.32,-2.846,0.0,1.47,-9.323
love to have,1.13,-4.748,-13.614,0.0,0.0,0.0,0.0,-9.417
i love god,2.634,0.0,-6.347,-4.712,0.0,-4.29,0.0,-9.441
twitter feed for,1.161,-4.878,0.0,-2.077,0.0,0.0,0.0,-9.675
states of america,1.199,-5.038,-14.446,0.0,0.0,0.0,0.0,-9.992
official account for,3.188,-8.93,-19.205,0.0,-1.526,-5.192,0.0,-9.994
https //www facebook,3.244,-9.087,-9.771,-5.803,0.0,0.0,0.0,-10.169
home of the,6.9,-11.616,-13.855,-6.177,-3.303,-11.238,-1.579,-10.177
for more information,2.035,0.0,-4.904,0.0,0.0,0.0,0.0,-10.226
from around the,1.234,-10.37,-7.434,0.0,0.0,0.0,0.0,-10.283
over 20 years,1.238,-5.202,-14.916,0.0,0.0,0.0,0.0,-10.317
in the heart,2.107,-5.902,-12.693,0.0,0.0,0.0,0.0,-10.588
phil 4 13,1.286,0.0,-5.165,0.0,0.0,0.0,0.0,-10.717
official twitter of,10.748,-5.654,-21.582,-19.227,-10.285,-17.505,0.0,-10.78
united states of,1.31,-11.008,-7.892,0.0,0.0,0.0,0.0,-10.917
work hard play,1.322,-11.109,-7.964,0.0,0.0,0.0,0.0,-11.017
over 30 years,1.387,-11.655,-8.355,0.0,0.0,0.0,0.0,-11.558
father son brother,1.4,-3.922,0.0,0.0,0.0,0.0,0.0,-11.667
official account of,6.125,-12.895,-12.299,-10.957,-5.861,0.0,-1.401,-11.802
follow us on,3.429,-14.408,-10.328,0.0,-3.281,0.0,0.0,-12.29
god is great,1.016,-8.538,-12.241,0.0,0.0,0.0,0.0,-12.7
