trigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
to get my,605,10,16,3,1,3,0,33
ref wl share,605,8,15,4,1,0,0,28
will be the,604,7,3,1,1,0,0,12
health and wellness,604,0,4,0,0,0,0,4
is the future,604,1,1,1,0,0,0,3
is not the,603,7,15,0,0,0,1,23
lover of jesus,603,3,8,0,0,0,0,11
avid sports fan,603,3,3,0,0,0,0,6
of 2 beautiful,603,1,3,0,0,0,0,4
daughter sister friend,602,0,19,1,0,0,0,20
love the lord,602,2,1,0,0,0,0,3
a person who,601,10,11,6,2,4,0,33
red sox fan,601,6,20,0,0,2,0,28
the bay area,601,16,8,0,1,2,0,27
u s a,601,4,9,0,0,0,0,13
is an independent,601,1,0,1,0,1,0,3
to my twitter,600,13,8,4,1,0,0,26
what makes you,600,8,9,0,1,1,1,20
seeker of truth,600,3,10,0,0,0,1,14
for the love,599,7,16,1,1,1,1,27
rock and roll,599,10,11,0,1,0,0,22
my country and,599,3,0,0,0,0,0,3
you know the,598,10,11,1,0,1,0,23
proverbs 3 5-6,598,0,2,0,0,0,0,2
are always open,597,42,25,9,7,6,0,89
still trying to,597,13,27,1,1,1,0,43
i am very,597,11,23,4,1,3,0,42
on here to,597,13,10,2,0,3,2,30
a good person,597,16,9,1,1,3,0,30
to get to,597,8,8,2,3,0,0,21
lord and savior,597,2,5,0,0,3,0,10
learn more about,597,5,2,0,1,0,0,8
love me some,596,12,15,2,3,0,0,32
like what i,595,13,7,1,0,1,0,22
the right to,595,4,7,1,0,2,0,14
available on all,595,5,3,0,0,1,0,9
dm me with,595,4,2,0,0,0,0,6
are my opinions,594,13,13,0,1,1,0,28
don't want to,594,8,13,1,0,5,1,28
to meet new,594,10,4,1,1,1,0,17
do the same,594,7,8,0,0,0,0,15
de coraz n,594,1,0,0,1,0,0,2
the oxford comma,593,30,81,2,1,5,1,120
a great day,592,6,10,2,2,0,2,22
3 0 gpa,592,0,0,0,0,0,0,0
content creator and,591,22,8,2,2,0,0,34
and so much,590,6,16,1,0,2,0,25
and everything in,590,5,4,0,0,0,0,9
the american dream,590,5,4,0,0,0,0,9
a full time,589,5,17,2,0,2,0,26
if you do,589,4,13,0,0,0,0,17
dms open for,588,34,16,12,7,9,2,80
here to learn,588,11,24,0,1,1,0,37
you don't know,588,7,4,1,2,0,0,14
men and women,588,3,2,0,0,1,0,6
the good life,588,3,2,0,0,0,0,5
can be found,587,20,15,7,1,5,0,48
youtube https //www,587,7,3,1,2,0,0,13
join me on,587,3,7,2,1,0,0,13
ph d candidate,586,26,60,4,0,5,1,96
i wanna be,586,14,24,3,1,4,0,46
fall in love,586,5,22,3,2,3,1,36
a mother of,586,0,4,0,0,0,0,4
in the country,586,1,2,0,0,0,0,3
my way through,585,17,19,2,2,4,1,45
once in a,585,12,23,0,2,6,0,43
on twitch http,585,20,10,3,2,1,0,36
lover of animals,585,2,31,0,0,2,0,35
that is all,585,6,15,0,1,0,1,23
proud mother of,585,1,12,0,0,0,0,13
s s s,585,1,5,2,0,0,0,8
county high school,585,0,1,0,0,0,0,1
small town girl,584,1,23,1,0,1,0,26
to live a,584,10,12,1,0,0,0,23
the land of,584,8,7,2,0,0,0,17
have fun with,584,2,7,1,0,0,0,10
the people of,583,8,4,1,0,0,0,13
los angeles ca,583,3,4,0,0,2,0,9
what to put,582,19,14,2,5,3,1,44
and creator of,582,12,15,1,1,1,1,31
in the link,582,11,7,3,0,4,0,25
school of medicine,582,7,11,0,1,0,0,19
of the king,582,0,3,0,0,0,0,3
high school athletics,581,0,0,0,0,0,0,0
striving to be,580,13,18,1,0,2,0,34
http //www youtube,580,3,4,0,0,0,0,7
the change you,579,4,14,0,1,1,0,20
founder ceo of,579,7,11,0,1,0,0,19
in the moment,579,2,7,1,0,1,0,11
in my spare,578,15,16,4,0,1,1,37
i also have,578,18,6,1,0,2,3,30
all streaming platforms,577,3,3,0,1,2,1,10
podcast hosted by,577,4,5,0,0,0,0,9
i will follow,577,3,1,1,0,0,1,6
keep it real,577,0,5,1,0,0,0,6
me i follow,577,1,3,0,0,0,0,4
advocate for the,576,6,13,0,0,0,0,19
and having fun,576,8,7,0,0,1,0,16
proud owner of,575,19,10,3,3,4,0,39
the name of,575,12,7,1,0,3,0,23
my old account,575,8,9,1,1,2,0,21
i love animals,574,1,22,0,0,2,0,25
old enough to,573,17,24,3,2,0,0,46
no one can,573,5,12,3,0,0,0,20
i love life,573,4,6,0,0,0,0,10
as seen on,572,18,9,1,0,3,0,31
to do it,572,10,6,3,0,0,0,19
the world with,572,3,6,0,0,1,0,10
to live my,571,7,22,3,1,0,0,33
ceo of the,571,6,12,0,0,1,0,19
love god and,571,3,6,0,0,0,0,9
i know you,570,9,18,3,1,1,0,32
it's all about,570,6,4,1,0,1,0,12
i do art,569,44,54,35,16,19,7,175
all the things,569,14,48,1,1,1,1,66
not reflect the,569,24,29,4,1,0,0,58
am also a,569,14,5,0,1,0,0,20
peace love and,569,6,5,1,2,1,0,15
i'm just me,569,3,6,1,1,1,0,12
believe in yourself,569,5,3,0,0,1,0,9
one of my,568,6,15,1,2,3,0,27
life long learner,568,4,9,0,0,1,0,14
https //music apple,568,1,0,0,0,0,0,1
head baseball coach,568,0,0,0,0,0,0,0
in the midwest,567,21,19,2,0,6,2,50
twitch affiliate http,566,22,11,1,4,1,0,39
makes you happy,566,7,10,1,1,1,1,21
wife mom grandma,566,0,9,0,0,0,0,9
phd candidate in,565,34,65,6,3,6,1,115
and pop culture,565,28,27,2,1,3,0,61
of the game,565,8,2,0,0,1,2,13
star wars fan,564,40,18,1,1,0,0,60
me to be,564,7,8,2,0,3,1,21
life is like,564,3,5,1,2,1,0,12
next generation of,564,3,5,0,0,0,0,8
want to do,563,14,11,2,1,2,1,31
just having fun,563,9,5,1,2,1,1,19
founder of http,563,10,8,0,0,0,0,18
and loving life,563,0,5,0,1,0,0,6
b s in,562,12,19,2,2,5,0,40
person of the,562,18,9,1,0,1,0,29
wife of a,562,0,15,1,0,1,0,17
we live in,562,9,4,1,0,1,1,16
of two beautiful,562,4,2,0,0,1,0,7
the quality of,562,4,1,0,0,0,1,6
follow if you,561,14,13,6,3,3,3,42
like to have,561,5,4,1,0,0,0,10
and father to,561,6,0,0,0,0,0,6
opinions expressed here,560,28,22,2,1,0,5,58
give a fuck,560,6,5,3,1,0,0,15
to find out,560,1,5,3,1,0,0,10
the life you,560,2,5,0,0,0,0,7
old account got,560,3,3,0,0,1,0,7
are not financial,560,1,1,0,0,0,0,2
to dm me,559,19,11,5,3,1,0,39
the little things,559,7,18,1,0,1,0,27
mother of a,559,0,9,0,0,2,0,11
husband father brother,559,9,0,0,1,0,0,10
a m university,559,3,3,2,0,0,0,8
dedicated to providing,559,0,0,0,0,0,0,0
securities offered through,559,0,0,0,0,0,0,0
im just a,558,5,13,4,4,2,0,28
d m v,558,5,8,2,0,2,0,17
it to the,558,3,6,0,2,0,0,11
21 years old,557,38,19,4,1,6,3,71
proud supporter of,557,10,9,4,0,0,0,23
at https //www,557,7,3,1,0,0,0,11
go pack go,556,6,7,0,0,0,0,13
and you will,556,6,3,1,0,1,0,11
husband to an,556,8,0,0,0,0,0,8
looking for my,555,22,10,2,2,2,0,38
me i am,555,3,11,5,1,2,0,22
to get the,555,3,10,1,0,0,0,14
way of life,555,3,5,1,0,0,0,9
is the leading,555,0,0,0,0,0,0,0
lover of nature,554,5,19,1,0,1,0,26
here to share,554,13,7,2,1,1,0,24
psalm 46 5,554,0,7,0,0,1,0,8
my own views,553,37,25,1,1,4,0,68
kind of a,553,31,30,3,3,0,0,67
a way to,553,5,7,0,0,0,0,12
god is great,553,1,1,0,0,0,0,2
video games i,552,29,13,3,3,3,0,51
with my wife,552,16,3,1,1,2,0,23
i can help,552,5,5,0,0,0,0,10
the beauty of,552,1,7,0,1,0,0,9
for a free,552,2,1,0,0,2,0,5
to see what,551,5,11,1,0,3,0,20
for the city,551,0,3,0,0,0,0,3
a regular guy,550,10,0,0,0,0,0,10
a difference in,550,0,6,1,0,0,0,7
business owner and,550,0,7,0,0,0,0,7
telegram https //t,550,3,1,0,0,0,0,4
i really like,549,31,39,7,7,9,3,96
software engineer at,549,60,14,2,2,1,4,83
one of those,549,22,22,8,2,7,0,61
looking for new,549,14,12,2,2,2,0,32
but if you,549,4,8,1,0,1,1,15
freedom of speech,549,2,0,1,0,0,0,3
god bless the,549,0,0,0,0,0,0,0
assistant professor at,548,37,32,0,2,0,0,71
this is an,548,22,24,9,1,5,2,63
my thoughts are,548,22,32,2,1,4,0,61
know what i,548,11,16,1,0,2,1,31
and many more,548,9,12,1,1,1,0,24
sub to my,548,3,9,0,0,5,0,17
to be with,548,1,5,1,0,1,0,8
us navy veteran,548,4,0,2,0,0,0,6
in the universe,547,17,4,0,2,1,0,24
trying to stay,547,8,12,3,0,0,0,23
we the people,547,3,0,0,0,0,0,3
a world where,546,7,12,2,0,1,0,22
great state of,546,3,1,1,0,0,0,5
crypto and nft,546,0,0,0,0,0,0,0
account don’t be,546,0,0,0,0,0,0,0
i go by,545,24,34,15,14,10,5,102
lover of dogs,545,10,40,1,0,1,0,52
of my favorite,545,7,16,1,1,0,0,25
out now link,545,8,3,3,0,1,0,15
you don’t know,545,4,3,1,1,2,0,11
