trigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
the end of,2.502,2.496,2.159,3.351,1.045,3.685,0.0,2.394
the rest of,2.314,3.209,2.491,1.676,0.0,0.0,0.0,2.394
from time to,1.616,3.565,1.577,2.793,4.178,0.0,8.741,2.394
working on my,1.414,2.377,2.657,2.234,4.178,0.0,0.0,2.394
with a love,1.164,2.733,1.577,3.91,5.223,3.071,4.371,2.394
star wars fan,1.036,4.754,1.494,0.559,1.045,0.0,0.0,2.394
is my passion,2.705,1.901,2.989,1.117,2.089,1.843,0.0,2.354
happily married to,2.167,3.328,1.91,3.91,0.0,0.0,4.371,2.354
i was a,1.989,1.783,2.491,2.234,3.134,4.299,0.0,2.354
happy to be,1.684,1.426,2.906,1.676,5.223,2.457,0.0,2.354
all of my,1.596,2.496,2.159,3.351,3.134,1.843,0.0,2.354
love video games,1.438,4.041,0.83,2.234,5.223,3.071,4.371,2.354
is my personal,1.299,2.496,2.408,2.234,1.045,1.843,4.371,2.354
dm me if,2.142,3.684,1.411,3.351,2.089,1.228,0.0,2.314
in a red,1.873,1.426,3.819,0.0,0.0,0.0,0.0,2.314
this is not,1.851,2.377,2.408,1.676,3.134,0.614,8.741,2.314
i have the,1.734,2.258,2.325,1.117,3.134,2.457,8.741,2.314
not to be,1.695,2.139,1.993,2.793,5.223,3.685,0.0,2.314
not reflect the,1.045,2.852,2.408,2.234,1.045,0.0,0.0,2.314
opinions expressed here,1.029,3.328,1.827,1.117,1.045,0.0,21.853,2.314
in new york,3.26,3.446,1.993,0.559,2.089,0.614,0.0,2.274
sense of humor,2.876,1.783,2.989,0.559,0.0,2.457,4.371,2.274
and trying to,1.622,2.496,2.325,1.676,3.134,0.614,4.371,2.274
a better world,1.528,2.971,1.827,2.234,4.178,0.614,4.371,2.274
some of my,1.403,2.615,1.91,3.351,4.178,0.614,4.371,2.274
streamer http //twitch,1.346,3.446,1.245,5.027,0.0,1.843,4.371,2.274
views expressed here,1.304,3.09,2.076,0.559,0.0,3.071,0.0,2.274
texas a m,3.646,3.209,2.325,0.559,0.0,0.0,0.0,2.234
to have a,3.014,1.901,2.325,3.351,2.089,1.843,4.371,2.234
need to know,2.457,2.139,2.408,2.234,2.089,1.843,0.0,2.234
want to see,2.261,2.377,1.993,1.676,2.089,4.299,0.0,2.234
i’m not a,1.894,1.426,2.408,3.91,1.045,3.685,4.371,2.234
to talk to,1.58,3.09,1.661,5.585,0.0,0.0,0.0,2.234
follow me if,1.569,3.565,1.494,2.793,1.045,0.614,4.371,2.234
i work for,1.33,3.328,1.91,0.559,1.045,0.614,8.741,2.234
formerly known as,1.24,2.496,1.411,3.91,6.268,2.457,4.371,2.234
i care about,1.21,2.139,2.159,2.793,4.178,1.843,0.0,2.234
me on instagram,4.399,1.426,2.906,1.676,1.045,1.843,4.371,2.194
lover of life,3.622,1.307,3.238,1.117,1.045,1.228,0.0,2.194
love all things,2.198,2.377,2.159,2.234,1.045,1.843,4.371,2.194
may not be,1.398,2.258,1.91,2.234,4.178,2.457,4.371,2.194
i don't have,1.282,2.852,1.91,2.234,2.089,1.228,0.0,2.194
mother of two,3.098,0.0,4.317,0.0,0.0,1.228,0.0,2.155
time not a,2.413,1.901,2.242,1.676,2.089,2.457,8.741,2.155
a lover of,2.301,2.496,2.242,2.234,1.045,0.614,0.0,2.155
i love all,2.288,2.258,2.159,2.234,2.089,0.614,8.741,2.155
gmail com for,1.868,2.496,1.245,1.676,5.223,4.913,8.741,2.155
i feel like,1.633,2.496,1.993,1.117,6.268,0.614,0.0,2.155
owner of a,1.355,2.377,2.076,1.676,4.178,1.228,0.0,2.155
also known as,1.247,2.02,2.076,1.676,0.0,5.528,0.0,2.155
my own rts,1.242,2.733,2.242,1.117,1.045,0.614,0.0,2.155
/ / /,3.174,2.377,1.827,2.234,5.223,0.614,4.371,2.115
just a simple,2.206,2.971,1.494,2.793,2.089,1.843,0.0,2.115
here to talk,2.022,2.258,2.159,2.793,1.045,1.228,0.0,2.115
you will be,1.815,3.565,1.162,1.117,4.178,1.228,4.371,2.115
in search of,1.706,2.496,2.325,1.117,1.045,0.614,0.0,2.115
out of my,1.605,1.783,2.574,0.559,2.089,1.843,4.371,2.115
in front of,1.506,2.496,1.993,2.793,1.045,1.228,0.0,2.115
of my tweets,1.486,2.733,1.744,1.676,3.134,1.843,0.0,2.115
master of none,1.438,3.209,1.494,2.793,1.045,1.228,0.0,2.115
mom to 2,1.401,0.0,4.151,0.559,0.0,1.228,0.0,2.115
a good day,1.366,2.852,1.411,3.351,0.0,3.071,4.371,2.115
my own opinion,1.355,2.615,2.242,0.0,2.089,0.614,4.371,2.115
don't know what,1.293,2.258,1.661,3.351,4.178,2.457,0.0,2.115
and raised in,5.55,2.971,1.744,1.117,0.0,1.843,4.371,2.075
i hope you,1.703,2.139,1.577,3.351,6.268,1.843,0.0,2.075
a girl who,1.563,0.475,3.653,0.0,1.045,1.843,0.0,2.075
here i am,1.46,2.258,1.827,3.91,0.0,2.457,0.0,2.075
lover of dogs,1.001,1.188,3.321,0.559,0.0,0.614,0.0,2.075
out of the,2.639,1.783,1.827,3.351,3.134,2.457,4.371,2.035
i love music,2.518,2.615,1.661,2.234,1.045,2.457,0.0,2.035
i'm here to,2.274,2.496,1.245,4.468,5.223,0.614,4.371,2.035
am not a,2.187,1.783,1.993,1.676,3.134,3.685,0.0,2.035
take care of,2.116,1.901,2.242,1.117,1.045,2.457,4.371,2.035
i also love,1.951,2.615,1.827,1.117,2.089,1.228,4.371,2.035
who wants to,1.84,3.328,0.83,1.676,5.223,2.457,4.371,2.035
like to play,1.451,2.971,1.827,0.559,1.045,1.228,0.0,2.035
to make my,1.392,3.09,1.411,1.117,5.223,0.614,0.0,2.035
new york times,1.179,2.733,2.076,0.559,1.045,0.614,0.0,2.035
just out here,1.159,1.545,2.574,1.117,0.0,1.843,8.741,2.035
more than i,1.159,2.377,2.076,1.676,1.045,1.228,0.0,2.035
video games i,1.014,3.446,1.079,1.676,3.134,1.843,0.0,2.035
add me on,3.473,3.684,0.83,1.117,3.134,1.843,4.371,1.995
you have to,3.08,1.901,1.91,3.351,2.089,1.228,4.371,1.995
in my life,2.773,1.664,1.993,3.351,3.134,1.228,4.371,1.995
is the only,2.713,2.377,1.91,1.117,0.0,2.457,4.371,1.995
all of the,1.883,1.545,1.993,3.351,1.045,3.071,4.371,1.995
in real life,1.771,2.139,1.993,1.117,0.0,3.685,0.0,1.995
a red state,1.653,1.07,3.404,0.0,0.0,0.0,0.0,1.995
don't follow me,1.449,2.733,1.494,1.676,1.045,2.457,4.371,1.995
girl with a,1.218,0.0,3.487,0.559,0.0,4.299,0.0,1.995
my free time,1.135,2.139,1.827,3.351,0.0,2.457,0.0,1.995
in the midwest,1.041,2.496,1.577,1.117,0.0,3.685,8.741,1.995
proud to be,4.307,2.02,2.242,1.676,1.045,0.614,0.0,1.955
who you are,2.652,1.901,1.993,2.234,0.0,2.457,4.371,1.955
a variety of,2.435,2.615,1.577,3.91,0.0,0.614,0.0,1.955
not a long,2.342,1.426,2.242,1.117,2.089,2.457,8.741,1.955
all kinds of,2.176,2.852,1.328,2.234,1.045,1.843,4.371,1.955
that likes to,1.293,2.852,1.079,4.468,0.0,2.457,0.0,1.955
in need of,1.198,2.02,2.325,0.559,0.0,1.843,0.0,1.955
trying to learn,1.142,3.803,1.162,0.559,1.045,0.614,0.0,1.955
i was born,3.207,2.258,1.411,1.676,4.178,2.457,4.371,1.915
check me out,3.018,2.971,1.162,1.676,2.089,1.228,8.741,1.915
in the us,2.893,2.496,1.744,1.117,3.134,0.614,0.0,1.915
as long as,2.281,2.139,1.577,1.117,2.089,3.071,8.741,1.915
i’m here to,2.202,1.664,1.993,0.0,4.178,2.457,8.741,1.915
in my bio,1.684,2.377,1.411,3.351,0.0,2.457,4.371,1.915
best i can,1.497,2.377,1.744,2.234,2.089,0.614,0.0,1.915
and a little,1.355,1.664,2.159,1.117,1.045,3.071,0.0,1.915
a love for,1.269,2.258,1.411,2.793,3.134,1.843,4.371,1.915
can be found,1.078,2.377,1.245,3.91,1.045,3.071,0.0,1.915
be the best,3.46,2.615,1.328,0.559,5.223,1.843,0.0,1.875
owner of the,1.993,2.615,1.162,2.234,3.134,1.228,8.741,1.875
me in the,1.649,1.783,2.076,1.676,2.089,1.228,0.0,1.875
to be better,1.401,2.971,1.328,0.0,5.223,0.614,0.0,1.875
trades master of,1.339,2.971,1.245,2.234,1.045,1.228,0.0,1.875
equality for all,1.297,2.02,2.325,0.559,1.045,0.0,0.0,1.875
father of 3,6.979,5.229,0.0,0.559,0.0,0.0,4.371,1.835
tweets are not,2.665,2.258,1.993,1.676,0.0,0.0,0.0,1.835
thank you for,1.73,2.139,1.744,2.793,2.089,0.0,0.0,1.835
my own retweets,1.37,2.258,1.91,0.559,1.045,0.614,4.371,1.835
and content creator,1.245,3.209,0.83,1.676,1.045,3.071,0.0,1.835
i wanna be,1.076,1.664,1.993,1.676,1.045,2.457,0.0,1.835
old enough to,1.052,2.02,1.993,1.676,2.089,0.0,0.0,1.835
for all things,4.272,1.545,2.325,1.676,0.0,0.614,0.0,1.795
make a difference,2.878,1.307,2.657,0.559,1.045,0.0,0.0,1.795
i am just,2.116,1.664,1.827,2.793,0.0,2.457,0.0,1.795
i am also,1.956,2.852,1.162,1.117,3.134,0.614,4.371,1.795
at your own,1.787,2.258,1.162,2.234,4.178,1.843,4.371,1.795
girl living in,1.752,0.0,3.487,0.559,0.0,1.228,0.0,1.795
for the people,1.616,1.901,1.827,1.676,2.089,0.614,4.371,1.795
hello my name,1.42,1.783,1.328,4.468,1.045,1.843,8.741,1.795
my way through,1.074,2.02,1.577,1.117,2.089,2.457,4.371,1.795
mother of 2,3.728,0.238,3.404,0.559,0.0,0.0,0.0,1.756
i have to,1.811,2.258,1.744,0.0,0.0,0.614,13.112,1.756
you have a,1.743,2.615,1.079,1.117,4.178,1.228,4.371,1.756
to live in,1.712,1.188,2.325,1.117,2.089,1.228,0.0,1.756
and i'm a,1.66,1.901,1.245,5.027,2.089,0.614,4.371,1.756
i need to,1.365,2.02,1.661,1.676,1.045,1.843,0.0,1.756
want to make,1.304,2.615,1.079,1.676,2.089,2.457,0.0,1.756
all trades master,1.229,2.733,1.162,2.234,1.045,1.228,0.0,1.756
looking for friends,1.181,2.733,0.996,2.234,5.223,0.0,0.0,1.756
what to put,1.069,2.258,1.162,1.117,5.223,1.843,4.371,1.756
r i p,11.057,2.02,1.494,1.676,3.134,1.228,0.0,1.716
husband father of,5.898,4.873,0.0,0.0,2.089,0.0,0.0,1.716
my youtube channel,4.338,2.733,1.328,1.117,0.0,1.228,0.0,1.716
what it is,3.953,1.188,2.325,1.117,1.045,0.0,8.741,1.716
i can do,2.906,2.139,1.661,1.676,2.089,0.0,0.0,1.716
along the way,2.285,2.615,1.328,0.559,1.045,1.843,0.0,1.716
good time not,2.243,1.07,2.076,1.117,2.089,2.457,4.371,1.716
founder of the,2.182,1.901,1.827,1.676,0.0,1.228,0.0,1.716
content creator for,2.147,3.209,0.83,1.676,3.134,0.0,0.0,1.716
i'm not a,1.815,2.02,1.577,2.234,3.134,0.0,0.0,1.716
for a better,1.754,1.901,1.91,0.559,2.089,0.614,0.0,1.716
the best i,1.501,2.377,1.494,1.676,1.045,0.614,0.0,1.716
in the south,1.306,1.426,2.325,0.559,0.0,0.614,4.371,1.716
i think i,1.254,1.188,2.242,1.117,2.089,1.228,0.0,1.716
on http //twitch,1.249,2.615,0.83,3.91,0.0,1.843,4.371,1.716
when i can,1.192,2.496,0.996,2.793,0.0,2.457,4.371,1.716
king of the,1.144,2.733,0.747,2.793,5.223,0.0,4.371,1.716
still trying to,1.096,1.545,2.242,0.559,1.045,0.614,0.0,1.716
once in a,1.074,1.426,1.91,0.0,2.089,3.685,0.0,1.716
subscribe to my,5.402,2.258,1.577,1.117,1.045,0.614,0.0,1.676
on a mission,3.312,1.783,2.076,0.559,0.0,0.614,0.0,1.676
living my best,3.076,1.07,2.076,2.793,0.0,1.843,0.0,1.676
mom of 4,2.388,0.0,2.989,2.234,0.0,1.228,0.0,1.676
as much as,2.085,2.02,1.744,0.0,2.089,1.228,0.0,1.676
i'm here for,1.734,2.139,1.411,1.117,3.134,1.228,0.0,1.676
born in the,1.673,1.901,1.411,2.234,2.089,1.228,4.371,1.676
director of the,1.635,1.545,1.993,1.117,1.045,1.228,0.0,1.676
justice for all,1.552,1.426,2.325,0.559,1.045,0.0,0.0,1.676
live in a,1.524,2.258,1.245,1.676,1.045,2.457,0.0,1.676
as i can,1.482,2.139,1.661,0.0,2.089,1.228,0.0,1.676
what i am,1.48,1.783,1.91,1.676,1.045,0.0,0.0,1.676
can find me,1.385,0.951,1.91,2.234,2.089,1.843,8.741,1.676
in the future,1.33,1.426,1.91,1.117,1.045,1.843,4.371,1.676
looking to make,1.304,3.446,0.664,1.676,2.089,0.0,0.0,1.676
listen to my,1.231,2.377,0.913,1.676,4.178,2.457,0.0,1.676
like to be,1.207,1.783,1.577,0.559,1.045,3.071,4.371,1.676
i like my,1.207,1.901,1.494,2.234,2.089,1.228,0.0,1.676
a work in,1.183,1.545,1.993,1.676,1.045,0.614,0.0,1.676
but i do,1.15,1.901,1.494,1.676,1.045,1.843,4.371,1.676
here to be,1.142,1.426,1.245,2.234,4.178,3.685,4.371,1.676
these are my,1.12,1.426,1.91,1.117,1.045,1.843,4.371,1.676
i am very,1.096,1.307,1.91,2.234,1.045,1.843,0.0,1.676
follow if you,1.03,1.664,1.079,3.351,3.134,1.843,13.112,1.676
for more info,2.489,1.307,1.494,1.676,7.312,0.614,4.371,1.636
to my best,2.441,1.426,2.408,0.0,0.0,0.0,0.0,1.636
live in the,2.404,1.664,1.993,1.117,0.0,0.614,0.0,1.636
music is my,1.98,1.426,2.159,1.676,0.0,0.0,0.0,1.636
what i like,1.921,1.545,1.661,1.676,2.089,1.228,4.371,1.636
be the change,1.726,1.426,2.159,0.0,1.045,1.228,0.0,1.636
so much more,1.701,1.07,2.076,1.676,0.0,2.457,0.0,1.636
here to have,1.657,1.783,1.328,2.234,2.089,1.228,8.741,1.636
guy who likes,1.557,4.516,0.0,0.559,2.089,0.0,0.0,1.636
what to do,1.214,2.377,1.162,0.559,0.0,3.071,4.371,1.636
trying to keep,1.177,1.426,2.159,0.0,2.089,0.614,0.0,1.636
and all the,1.172,1.545,1.744,1.117,2.089,1.228,4.371,1.636
for me to,1.163,1.307,1.661,2.234,2.089,1.228,8.741,1.636
hello i am,1.137,2.496,0.996,1.117,3.134,1.843,0.0,1.636
and have a,1.706,1.901,1.079,3.351,2.089,1.228,4.371,1.596
executive director of,1.666,1.664,1.993,0.0,0.0,1.228,0.0,1.596
check it out,1.642,2.852,0.747,0.559,3.134,1.843,0.0,1.596
youtube http //youtube,1.633,2.615,1.079,1.117,1.045,1.228,0.0,1.596
your own risk,1.613,2.02,1.079,1.676,4.178,1.228,4.371,1.596
going to be,1.572,1.188,2.076,2.793,0.0,0.0,0.0,1.596
just a small,1.44,0.713,1.993,3.351,0.0,1.843,4.371,1.596
i need a,1.258,1.901,1.411,1.676,1.045,1.843,0.0,1.596
- - -,1.148,1.307,1.079,3.351,3.134,3.685,4.371,1.596
at the intersection,1.122,1.545,1.827,1.676,1.045,0.614,0.0,1.596
b s in,1.032,1.426,1.577,1.117,2.089,3.071,0.0,1.596
discord http //discord,1.927,2.615,0.747,0.559,4.178,1.843,0.0,1.556
the only thing,1.897,1.783,1.411,0.559,4.178,1.228,0.0,1.556
to do with,1.565,1.664,1.245,1.117,0.0,4.913,0.0,1.556
i got a,1.49,1.426,1.494,2.234,2.089,1.843,0.0,1.556
with a focus,1.328,1.901,1.577,1.676,0.0,0.614,0.0,1.556
to find my,1.229,1.664,1.245,1.676,3.134,2.457,0.0,1.556
my spare time,1.199,1.901,1.328,2.793,0.0,0.614,4.371,1.556
proud owner of,1.056,2.258,0.83,1.676,3.134,2.457,0.0,1.556
twitch affiliate http,1.04,2.615,0.913,0.559,4.178,0.614,0.0,1.556
to dm me,1.027,2.258,0.913,2.793,3.134,0.614,0.0,1.556
father of 2,6.614,4.516,0.0,0.0,0.0,0.0,0.0,1.516
we are all,2.288,1.188,1.91,1.117,2.089,0.0,4.371,1.516
proud mom of,2.232,0.0,2.989,0.559,0.0,0.614,0.0,1.516
in my own,2.026,1.07,1.91,0.559,3.134,0.614,4.371,1.516
out now on,2.006,1.901,0.996,1.676,2.089,1.843,8.741,1.516
i will be,1.985,1.426,1.411,1.676,4.178,0.614,4.371,1.516
http //www twitch,1.62,2.377,0.913,1.117,2.089,1.843,0.0,1.516
let me know,1.308,2.139,0.913,2.234,4.178,0.614,0.0,1.516
instagram http //instagram,1.172,2.258,1.328,0.559,0.0,0.614,4.371,1.516
a big fan,1.161,2.258,1.328,1.117,1.045,0.0,0.0,1.516
looking for my,1.019,2.615,0.83,1.117,2.089,1.228,0.0,1.516
new york city,2.715,2.377,1.162,0.559,1.045,0.614,0.0,1.476
in los angeles,2.491,2.258,1.328,0.0,0.0,1.228,0.0,1.476
https //open spotify,2.221,2.852,0.664,1.676,1.045,0.0,4.371,1.476
no dms please,2.013,0.238,2.823,0.0,0.0,0.614,0.0,1.476
proud of it,1.726,1.664,1.245,2.793,0.0,1.228,4.371,1.476
they call me,1.631,1.783,1.162,2.793,2.089,0.614,0.0,1.476
give me a,1.521,2.377,0.996,1.117,1.045,0.614,4.371,1.476
i'm also a,1.416,2.02,1.162,1.117,1.045,0.614,8.741,1.476
a focus on,1.328,1.783,1.494,1.676,0.0,0.614,0.0,1.476
for the memes,1.313,1.783,1.577,0.559,1.045,0.614,0.0,1.476
but i love,1.214,1.426,1.577,2.234,1.045,0.0,4.371,1.476
for fun and,1.21,2.258,1.328,0.559,1.045,0.0,0.0,1.476
the things i,1.115,1.545,1.411,1.117,1.045,1.843,4.371,1.476
here to learn,1.08,1.307,1.993,0.0,1.045,0.614,0.0,1.476
in my spare,1.062,1.783,1.328,2.234,0.0,0.614,4.371,1.476
grew up in,2.281,2.139,1.411,0.0,0.0,0.614,0.0,1.436
one and only,2.075,1.901,1.328,0.0,2.089,1.228,0.0,1.436
to change the,2.039,0.951,1.993,1.117,1.045,0.614,0.0,1.436
all you need,1.721,1.307,1.744,1.676,0.0,0.614,0.0,1.436
in the middle,1.659,0.713,1.993,1.676,1.045,1.228,0.0,1.436
believer in the,1.332,1.188,1.827,0.559,0.0,1.843,0.0,1.436
know what to,1.289,1.664,1.328,0.0,4.178,0.614,4.371,1.436
on twitch and,1.249,2.02,0.83,2.793,1.045,1.228,4.371,1.436
a k a,1.214,2.852,0.664,0.0,1.045,1.228,4.371,1.436
lost in the,1.177,1.426,1.411,0.559,2.089,2.457,0.0,1.436
and i do,1.141,1.545,1.079,3.91,2.089,0.0,4.371,1.436
social studies teacher,1.122,1.901,1.494,0.559,1.045,0.0,0.0,1.436
fall in love,1.076,0.594,1.827,1.676,2.089,1.843,4.371,1.436
on twitch http,1.074,2.377,0.83,1.676,2.089,0.614,0.0,1.436
if you can,1.932,1.545,1.494,1.117,1.045,0.614,0.0,1.396
at the end,1.585,1.307,1.411,2.234,1.045,1.228,0.0,1.396
girl who loves,1.532,0.119,2.657,0.0,0.0,1.228,0.0,1.396
is the way,1.53,2.139,0.913,1.676,0.0,1.228,4.371,1.396
is just a,1.379,1.545,1.245,2.234,0.0,1.228,4.371,1.396
ig http //instagram,1.306,1.426,1.577,1.117,1.045,0.614,0.0,1.396
dm me to,1.291,1.545,1.162,1.676,4.178,0.614,0.0,1.396
lover of animals,1.074,0.238,2.574,0.0,0.0,1.228,0.0,1.396
class of 2022,2.779,2.139,1.079,0.559,2.089,0.0,0.0,1.357
a mission to,2.751,1.426,1.661,0.559,0.0,0.614,0.0,1.357
the best of,2.738,1.426,1.162,2.793,1.045,1.228,0.0,1.357
wife mom of,2.329,0.0,2.74,0.0,0.0,0.614,0.0,1.357
the world and,2.129,1.426,1.661,1.117,0.0,0.0,0.0,1.357
not a bot,1.548,1.545,1.411,1.676,0.0,0.614,0.0,1.357
you are not,1.521,1.426,1.245,1.676,2.089,1.228,0.0,1.357
in all things,1.396,0.951,1.661,0.0,3.134,1.843,0.0,1.357
to keep up,1.344,1.188,1.577,0.559,1.045,1.843,0.0,1.357
side of the,1.286,1.545,1.162,1.117,1.045,1.843,4.371,1.357
when i was,1.286,1.307,1.328,1.676,0.0,2.457,0.0,1.357
to get a,1.262,1.783,1.079,0.559,3.134,1.228,0.0,1.357
i live for,1.26,1.07,1.494,3.351,0.0,0.614,0.0,1.357
breast cancer survivor,1.245,0.0,2.74,0.0,0.0,0.614,0.0,1.357
i don't care,1.24,1.783,1.079,1.117,1.045,0.614,8.741,1.357
of all the,1.199,0.951,1.744,1.117,2.089,0.614,0.0,1.357
i am in,1.144,1.426,1.162,1.117,3.134,1.843,0.0,1.357
content creator and,1.085,2.615,0.664,1.117,2.089,0.0,0.0,1.357
striving to be,1.065,1.545,1.494,0.559,0.0,1.228,0.0,1.357
me on ig,4.426,0.713,1.827,1.117,1.045,1.228,0.0,1.317
believe in the,1.962,1.664,1.494,0.0,1.045,0.0,0.0,1.317
rts are not,1.846,1.664,1.411,0.559,0.0,0.614,0.0,1.317
only here for,1.723,0.594,1.91,1.676,0.0,1.228,0.0,1.317
end of the,1.567,1.783,0.913,1.676,1.045,1.843,0.0,1.317
to be happy,1.466,0.713,1.744,0.559,1.045,2.457,0.0,1.317
in my heart,1.394,1.188,1.494,0.559,0.0,2.457,0.0,1.317
are the best,1.308,2.02,1.162,0.0,0.0,1.228,0.0,1.317
i don’t have,1.245,1.307,1.162,3.351,1.045,0.614,0.0,1.317
no one is,1.163,1.07,1.744,1.117,1.045,0.0,0.0,1.317
see in the,1.13,1.188,1.245,1.117,2.089,2.457,0.0,1.317
to get my,1.111,1.188,1.328,1.676,1.045,1.843,0.0,1.317
a person who,1.104,1.188,0.913,3.351,2.089,2.457,0.0,1.317
to live my,1.049,0.832,1.827,1.676,1.045,0.0,0.0,1.317
and i will,2.263,1.545,1.162,1.676,1.045,0.614,0.0,1.277
get to know,2.182,1.426,1.245,1.676,2.089,0.0,0.0,1.277
guy who loves,2.066,3.446,0.0,0.0,1.045,0.0,8.741,1.277
for all the,1.782,1.07,1.577,0.559,2.089,0.614,0.0,1.277
a small town,1.684,0.594,1.744,2.234,0.0,0.614,4.371,1.277
is what i,1.653,1.664,1.411,0.0,0.0,0.614,0.0,1.277
that i am,1.591,1.07,1.661,1.117,0.0,0.614,0.0,1.277
would like to,1.589,1.426,1.079,0.559,2.089,1.843,4.371,1.277
to make you,1.401,1.188,1.494,1.676,0.0,0.0,4.371,1.277
don’t follow me,1.256,1.426,1.411,0.559,0.0,1.228,0.0,1.277
dm if you,1.139,2.258,0.332,1.676,1.045,2.457,4.371,1.277
to see in,1.139,1.188,1.245,0.559,2.089,2.457,0.0,1.277
mom of a,1.12,0.0,2.491,0.0,0.0,1.228,0.0,1.277
love me some,1.095,1.426,1.245,1.117,3.134,0.0,0.0,1.277
i know you,1.047,1.07,1.494,1.676,1.045,0.614,0.0,1.277
looking for new,1.008,1.664,0.996,1.117,2.089,1.228,0.0,1.277
love my family,6.595,1.664,1.411,0.0,0.0,0.0,0.0,1.237
child of god,4.77,0.238,2.242,0.0,0.0,1.228,0.0,1.237
goal is to,3.446,1.307,1.162,1.676,1.045,1.228,0.0,1.237
in the usa,2.553,2.02,0.996,0.559,0.0,0.614,0.0,1.237
fan of all,2.176,2.02,0.996,0.559,0.0,0.614,0.0,1.237
life is short,2.134,0.594,1.827,0.559,0.0,1.843,0.0,1.237
raised in the,1.897,1.188,1.328,0.559,0.0,1.843,4.371,1.237
do what i,1.888,0.594,1.494,1.676,1.045,1.843,4.371,1.237
http //www instagram,1.737,2.02,0.996,0.0,1.045,0.614,0.0,1.237
need to be,1.468,1.307,1.411,1.117,0.0,0.614,0.0,1.237
keep up with,1.409,1.188,1.411,0.559,1.045,1.228,0.0,1.237
and host of,1.361,2.733,0.664,0.0,0.0,0.0,0.0,1.237
years old and,1.247,1.664,0.913,1.117,1.045,1.228,4.371,1.237
with a little,1.142,0.832,1.91,0.559,0.0,0.0,0.0,1.237
and creator of,1.069,1.426,1.245,0.559,1.045,0.614,4.371,1.237
as seen on,1.051,2.139,0.747,0.559,0.0,1.843,0.0,1.237
want to do,1.034,1.664,0.913,1.117,1.045,1.228,4.371,1.237
know what i,1.006,1.307,1.328,0.559,0.0,1.228,4.371,1.237
my family and,4.213,1.307,1.411,0.559,0.0,0.614,0.0,1.197
living the dream,3.947,1.426,1.494,0.0,0.0,0.0,0.0,1.197
class of 2023,3.789,1.783,1.079,1.117,0.0,0.0,0.0,1.197
mother of 3,3.482,0.357,2.159,0.559,0.0,0.0,0.0,1.197
it is what,3.466,0.475,1.827,1.117,0.0,0.0,8.741,1.197
on all platforms,3.181,1.188,1.079,1.117,0.0,3.071,0.0,1.197
all over the,2.153,0.832,1.494,0.0,2.089,1.843,0.0,1.197
for the best,2.096,0.713,1.744,0.559,0.0,0.614,4.371,1.197
is to be,1.998,0.832,1.661,0.559,1.045,0.614,0.0,1.197
you can be,1.908,0.951,1.494,0.559,1.045,0.614,4.371,1.197
child of the,1.703,0.951,1.162,1.676,2.089,1.843,0.0,1.197
wife and mom,1.701,0.0,2.491,0.0,0.0,0.0,0.0,1.197
in the end,1.557,0.951,1.411,1.117,1.045,1.228,0.0,1.197
mom to 3,1.539,0.0,2.408,0.0,0.0,0.614,0.0,1.197
to see here,1.512,0.951,1.245,1.676,1.045,1.228,4.371,1.197
is the most,1.508,0.594,1.661,1.676,1.045,0.614,0.0,1.197
with a big,1.403,1.07,1.245,1.117,0.0,1.843,4.371,1.197
you are a,1.344,1.783,0.913,0.559,1.045,1.228,0.0,1.197
to do the,1.313,1.664,1.079,1.117,0.0,0.614,0.0,1.197
to share my,1.278,1.783,0.664,1.117,1.045,2.457,0.0,1.197
is not an,1.203,1.664,0.913,0.559,2.089,1.228,0.0,1.197
and social media,1.15,1.426,1.245,0.559,1.045,0.614,0.0,1.197
on here to,1.096,1.545,0.83,1.117,0.0,1.843,8.741,1.197
a good person,1.096,1.901,0.747,0.559,1.045,1.843,0.0,1.197
i also have,1.062,2.139,0.498,0.559,0.0,1.228,13.112,1.197
the u s,3.962,1.307,1.245,0.0,1.045,0.614,4.371,1.157
is what it,3.506,0.475,1.744,1.117,0.0,0.0,8.741,1.157
new to twitter,2.099,1.188,0.996,1.117,3.134,1.228,0.0,1.157
is better than,2.044,1.307,1.328,0.0,1.045,0.614,0.0,1.157
do what you,1.848,0.951,1.494,1.117,0.0,0.614,0.0,1.157
and have fun,1.84,1.307,1.245,0.559,0.0,1.228,0.0,1.157
the one and,1.501,1.545,1.079,0.0,2.089,0.614,0.0,1.157
are my life,1.218,1.426,1.079,0.559,0.0,0.614,8.741,1.157
will not be,1.148,1.188,1.494,0.0,0.0,0.614,0.0,1.157
oh and i,1.144,2.139,0.498,1.676,1.045,0.0,4.371,1.157
in san francisco,1.119,1.545,1.162,0.0,0.0,1.228,0.0,1.157
person of the,1.032,2.139,0.747,0.559,0.0,0.614,0.0,1.157
love my wife,2.23,1.426,0.664,1.676,1.045,1.843,4.371,1.117
father and husband,1.985,3.328,0.0,0.0,0.0,0.0,0.0,1.117
will always be,1.895,1.545,1.079,0.0,1.045,0.614,0.0,1.117
looking for the,1.839,0.951,1.328,1.676,0.0,0.0,4.371,1.117
out my youtube,1.664,2.02,0.747,1.117,0.0,0.0,0.0,1.117
love to read,1.585,0.713,1.827,0.0,0.0,0.0,0.0,1.117
dad of 2,1.545,3.209,0.0,0.0,1.045,0.0,0.0,1.117
