token,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
magical,2.713,3.922,14.031,11.729,8.357,18.425,26.224,10.653
tall,5.387,12.954,9.05,7.819,13.58,11.669,8.741,10.613
tiny,3.716,6.417,13.035,14.521,7.312,10.441,21.853,10.613
housing,5.876,11.765,10.71,8.936,8.357,7.37,4.371,10.573
mexican,5.846,11.409,8.967,13.404,16.714,9.827,21.853,10.573
warning,4.287,14.261,7.223,13.963,16.714,7.984,17.483,10.573
alive,8.379,9.745,11.624,12.846,6.268,7.37,4.371,10.533
i’ve,7.866,9.507,11.458,7.819,11.491,11.055,13.112,10.533
biz,7.495,11.765,10.71,5.027,16.714,6.142,4.371,10.533
study,6.021,11.647,11.873,6.144,7.312,3.071,0.0,10.533
fmr,5.031,15.806,8.967,2.234,11.491,4.913,0.0,10.533
geeky,2.296,13.073,10.627,6.702,6.268,3.685,8.741,10.533
ready,13.321,9.151,10.627,16.755,13.58,7.984,8.741,10.493
con,13.237,8.913,8.967,19.548,21.937,14.126,4.371,10.493
apple,11.922,17.945,6.808,4.468,8.357,7.984,4.371,10.493
war,11.848,14.974,8.386,8.378,7.312,6.142,17.483,10.493
strategy,10.256,13.786,10.378,4.468,6.268,4.299,4.371,10.493
radical,3.815,10.22,11.291,10.612,7.312,7.37,13.112,10.493
capitalism,2.584,14.499,6.808,15.638,12.535,10.441,8.741,10.493
channel,19.752,16.044,7.97,4.468,10.446,6.756,8.741,10.453
america,34.509,12.954,9.963,4.468,11.491,7.37,4.371,10.413
perpetually,1.951,9.864,9.714,13.963,10.446,13.512,17.483,10.413
rpgs,1.818,16.281,5.812,15.638,16.714,3.071,21.853,10.413
democratic,6.052,18.302,6.808,6.144,6.268,3.071,8.741,10.374
midwest,5.898,11.528,10.378,7.819,6.268,8.598,17.483,10.374
microsoft,5.304,21.035,6.144,1.676,3.134,1.843,0.0,10.374
streams,5.216,14.023,6.642,13.404,20.892,10.441,4.371,10.374
patreon,3.238,12.478,8.053,15.08,14.624,8.598,13.112,10.374
repped,1.611,6.299,14.779,7.819,2.089,7.37,4.371,10.374
fandoms,1.394,4.635,13.118,15.08,7.312,15.969,13.112,10.374
create,20.185,11.528,9.299,13.404,8.357,11.055,0.0,10.334
website,18.898,11.647,8.718,13.404,8.357,11.669,21.853,10.334
fl,18.128,8.794,12.039,4.468,8.357,13.512,8.741,10.334
amazon,12.813,15.45,9.05,3.91,2.089,4.913,13.112,10.334
wild,10.388,9.745,11.042,11.729,5.223,9.213,13.112,10.334
least,5.455,10.577,9.548,15.08,10.446,9.827,8.741,10.334
dick,11.386,14.499,5.895,15.638,17.758,9.827,17.483,10.294
idea,6.539,9.032,10.544,13.963,11.491,9.827,13.112,10.294
okay,5.025,8.794,10.129,13.404,12.535,8.598,52.448,10.294
rat,4.309,8.913,8.303,21.782,17.758,15.354,8.741,10.294
gm,3.57,17.232,5.065,11.729,15.669,9.213,4.371,10.294
enfp,1.647,7.131,12.371,8.378,13.58,11.055,13.112,10.294
40,12.846,10.934,10.129,8.936,5.223,11.055,17.483,10.254
civil,10.324,13.192,10.627,5.027,5.223,1.843,4.371,10.254
planet,9.007,10.577,11.873,6.144,1.045,6.142,13.112,10.254
sarcasm,8.263,7.725,14.779,2.793,3.134,3.685,0.0,10.254
jack,8.146,14.855,6.725,16.755,14.624,4.299,0.0,10.254
buff,7.194,16.876,7.555,3.91,6.268,4.299,17.483,10.254
literary,3.097,6.655,14.031,8.378,5.223,6.142,8.741,10.254
columbia,6.12,11.409,10.627,5.585,7.312,9.213,0.0,10.214
lewd,2.536,13.548,5.563,12.287,24.026,14.126,30.594,10.214
build,17.665,15.331,7.804,6.702,14.624,2.457,8.741,10.174
wrong,9.417,13.786,8.469,8.936,6.268,7.984,8.741,10.174
piece,5.201,13.548,6.808,10.612,12.535,15.354,13.112,10.174
children,23.131,9.507,12.454,5.027,4.178,6.756,0.0,10.134
brand,18.38,10.696,11.541,7.819,4.178,4.299,0.0,10.134
doesn't,7.819,11.052,8.635,15.638,13.58,7.984,13.112,10.134
uw,3.8,12.716,9.88,5.585,8.357,6.142,0.0,10.134
transit,2.74,17.708,5.895,8.378,9.401,4.299,13.112,10.134
dragons,2.726,12.954,8.801,9.495,5.223,8.598,13.112,10.134
weather,14.844,13.548,8.884,6.702,11.491,4.913,4.371,10.094
fall,9.727,9.032,11.624,8.936,7.312,7.37,8.741,10.094
eater,4.076,10.102,11.208,8.378,7.312,6.756,0.0,10.094
amwriting,2.344,5.348,13.699,6.144,6.268,14.74,4.371,10.054
must,14.214,10.934,9.216,12.846,3.134,12.898,4.371,10.014
musical,4.641,8.319,11.873,7.819,12.535,4.913,17.483,10.014
st,20.855,13.905,8.718,8.936,6.268,2.457,8.741,9.975
seen,8.864,12.478,8.303,7.261,11.491,9.827,21.853,9.975
architect,8.379,20.084,5.148,6.144,4.178,2.457,0.0,9.975
speedrunner,1.51,20.797,2.574,10.053,12.535,8.598,0.0,9.975
nc,15.331,11.171,11.458,2.793,5.223,1.843,17.483,9.935
sense,14.381,10.102,11.956,4.468,2.089,4.913,8.741,9.935
alumnus,13.556,25.076,1.744,1.117,12.535,1.228,4.371,9.935
cars,12.019,18.777,3.819,10.053,17.758,3.685,13.112,9.895
asu,6.726,9.983,11.707,3.351,2.089,8.598,4.371,9.895
machine,5.793,15.45,7.14,6.702,8.357,7.37,0.0,9.895
wizard,2.909,15.212,5.646,11.729,16.714,8.598,4.371,9.895
transgender,2.114,4.516,12.952,9.495,13.58,7.37,52.448,9.895
dr,9.848,8.438,11.624,6.702,13.58,6.756,0.0,9.855
were,9.74,11.052,10.212,8.936,5.223,4.913,8.741,9.855
environment,8.781,11.409,10.212,5.585,7.312,6.142,4.371,9.855
optimist,6.168,8.557,13.616,2.234,2.089,3.071,0.0,9.855
yorker,5.46,9.151,13.284,1.117,1.045,4.299,0.0,9.855
50,11.589,9.983,9.963,11.729,5.223,7.37,17.483,9.815
bottom,11.06,16.519,4.732,13.963,16.714,3.685,13.112,9.815
protect,8.752,8.676,10.793,7.261,9.401,11.055,13.112,9.815
gf,3.089,4.159,11.79,8.936,7.312,25.795,17.483,9.815
spoonie,1.192,1.426,14.612,12.846,7.312,15.969,8.741,9.815
youth,12.827,7.012,12.454,8.378,7.312,7.984,4.371,9.775
means,7.378,10.577,9.299,8.378,12.535,7.37,21.853,9.775
damn,7.159,10.339,9.714,7.819,11.491,8.598,8.741,9.775
bylines,2.66,10.22,10.71,7.261,5.223,7.37,0.0,9.775
avi,2.213,12.241,7.555,14.521,13.58,6.142,8.741,9.775
onlyfans,14.106,7.368,9.382,14.521,13.58,17.811,4.371,9.735
builder,9.044,15.093,7.721,5.027,4.178,5.528,8.741,9.735
dot,4.926,10.339,10.212,6.702,10.446,5.528,13.112,9.735
minecraft,3.357,13.192,5.397,12.287,16.714,17.197,8.741,9.735
clown,2.676,7.131,8.053,24.016,16.714,15.354,13.112,9.735
fanfic,1.205,4.397,13.201,10.053,4.178,12.284,26.224,9.735
district,19.208,12.003,11.125,1.117,3.134,1.228,4.371,9.695
pa,14.912,10.458,10.627,6.702,5.223,4.913,8.741,9.695
leave,11.556,9.389,9.631,12.846,7.312,9.827,8.741,9.695
marketer,8.678,6.893,14.779,2.234,2.089,0.0,4.371,9.695
med,4.759,9.389,12.205,1.676,2.089,7.37,0.0,9.695
snap,26.389,12.954,7.057,10.612,14.624,8.598,4.371,9.655
momma,9.839,0.832,18.017,1.676,3.134,6.756,4.371,9.655
demon,3.683,8.081,7.97,14.521,21.937,17.197,13.112,9.655
entrepreneur,45.733,12.241,10.129,5.585,3.134,1.843,0.0,9.615
marine,12.431,12.122,9.548,3.91,7.312,3.685,17.483,9.615
cloud,8.289,19.015,5.397,3.91,4.178,3.071,0.0,9.615
hearts,4.498,11.647,8.303,8.378,7.312,11.055,13.112,9.615
nyu,3.379,9.27,10.378,5.585,10.446,9.213,13.112,9.615
dice,1.693,8.913,9.548,11.729,9.401,11.669,8.741,9.615
experience,26.347,10.815,8.303,11.17,7.312,12.284,8.741,9.576
0,18.633,11.647,7.638,10.612,9.401,11.669,13.112,9.576
somewhere,8.197,8.913,10.71,7.261,6.268,9.213,8.741,9.576
sonic,2.68,13.667,6.227,12.287,11.491,6.142,30.594,9.576
needs,18.104,11.052,8.552,8.378,14.624,7.37,8.741,9.536
john,14.658,13.429,8.053,5.027,8.357,4.299,21.853,9.536
against,11.96,11.171,8.884,7.819,10.446,7.37,8.741,9.536
24/7,10.853,9.626,8.469,12.287,12.535,12.898,4.371,9.536
id,10.107,11.884,9.299,6.144,7.312,4.913,4.371,9.536
award-winning,9.374,9.864,10.627,6.702,5.223,6.756,0.0,9.536
austin,9.193,12.716,8.469,8.936,6.268,3.071,13.112,9.536
credit,6.671,9.864,7.97,11.729,10.446,16.583,8.741,9.536
anti,6.217,9.151,8.884,12.287,15.669,10.441,4.371,9.536
kink,3.506,10.934,5.48,20.106,18.803,11.669,34.965,9.536
1st,20.17,9.507,10.627,7.819,6.268,4.299,13.112,9.496
twin,6.496,7.012,12.205,6.702,7.312,7.984,0.0,9.496
hire,3.967,12.478,7.14,12.287,14.624,6.142,4.371,9.496
oc,3.894,7.487,7.721,18.989,20.892,15.354,13.112,9.496
biased,1.98,0.951,17.85,3.91,1.045,3.685,4.371,9.496
helping,29.214,12.716,9.714,1.676,5.223,3.071,0.0,9.456
antifa,2.456,13.31,5.646,15.638,16.714,7.37,4.371,9.456
liner,1.308,0.951,17.601,3.351,0.0,6.142,4.371,9.456
infp-t,1.06,6.655,9.133,12.287,16.714,17.197,21.853,9.456
translivesmatter,1.052,12.597,7.306,8.936,14.624,6.756,8.741,9.456
fighter,8.566,10.102,10.627,5.585,7.312,2.457,8.741,9.416
rich,8.155,8.676,8.386,14.521,12.535,13.512,8.741,9.416
uc,5.049,9.626,10.793,3.91,8.357,5.528,4.371,9.416
bias,2.994,1.664,16.273,6.702,1.045,7.37,4.371,9.416
antifascist,1.355,12.241,5.48,16.755,19.847,9.827,8.741,9.416
industry,17.818,11.052,8.967,5.585,8.357,8.598,8.741,9.376
become,14.906,10.458,9.216,8.936,6.268,6.756,13.112,9.376
novels,3.739,10.696,9.548,6.702,5.223,6.142,13.112,9.376
bunny,2.983,7.131,9.963,13.404,11.491,9.827,17.483,9.376
basketball,47.678,17.113,6.227,2.793,4.178,3.685,0.0,9.336
chat,9.444,13.192,5.646,15.08,10.446,8.598,17.483,9.336
include,5.284,11.528,8.635,5.027,11.491,6.142,13.112,9.336
tattoo,4.884,5.229,9.299,17.314,9.401,23.339,0.0,9.336
service,32.193,9.626,9.548,7.261,7.312,8.598,13.112,9.296
network,18.793,15.331,6.642,3.91,7.312,5.528,4.371,9.296
basically,4.428,7.606,10.212,8.378,10.446,11.669,8.741,9.296
services,38.105,9.626,10.876,3.351,7.312,3.071,8.741,9.256
card,8.386,15.331,5.646,5.585,10.446,7.984,8.741,9.256
addicted,6.401,10.696,9.88,5.585,3.134,5.528,4.371,9.256
transplant,5.06,8.794,11.374,4.468,1.045,6.142,8.741,9.256
1/2,4.628,9.983,8.967,3.91,10.446,11.055,21.853,9.256
stoner,3.998,8.676,6.227,18.431,24.026,15.969,8.741,9.256
inside,8.035,9.389,9.714,6.144,12.535,7.37,0.0,9.216
penn,7.499,10.577,10.212,5.027,3.134,4.299,0.0,9.216
almost,6.37,10.934,8.053,5.585,10.446,11.669,13.112,9.216
managing,7.468,9.389,11.291,0.559,5.223,5.528,0.0,9.177
usc,6.871,10.102,9.963,3.91,8.357,6.142,0.0,9.177
tamu,3.736,8.557,11.458,2.793,5.223,6.142,0.0,9.177
videogames,3.014,13.429,5.231,10.612,15.669,7.984,30.594,9.177
gremlin,1.115,4.041,7.97,22.34,21.937,21.496,17.483,9.177
studio,8.491,11.29,8.386,6.702,9.401,7.37,0.0,9.137
nd,4.57,4.635,7.804,19.548,15.669,25.795,17.483,9.137
wow,3.414,9.983,8.552,10.053,8.357,8.598,8.741,9.137
writingcommunity,3.034,7.606,12.122,3.351,2.089,6.756,0.0,9.137
actual,2.974,10.577,6.642,13.963,14.624,11.055,13.112,9.137
firstgen,1.506,7.725,12.454,2.793,3.134,3.685,0.0,9.137
fitness,22.867,11.765,8.967,3.91,5.223,5.528,0.0,9.097
society,11.27,9.983,8.552,10.053,9.401,7.37,8.741,9.097
town,10.48,8.438,9.88,9.495,7.312,6.756,13.112,9.097
point,9.459,8.676,9.05,10.612,12.535,9.213,0.0,9.097
published,7.909,8.438,9.963,7.819,2.089,11.055,13.112,9.097
chocolate,6.34,4.873,13.699,3.351,4.178,7.37,0.0,9.097
advisor,19.511,9.864,10.378,2.234,6.268,4.299,8.741,9.057
11,18.438,8.081,10.046,7.819,8.357,7.984,13.112,9.057
em,12.713,7.249,10.627,8.378,7.312,9.213,4.371,9.057
sure,10.475,11.29,7.389,9.495,11.491,7.984,8.741,9.057
final,4.616,11.052,7.057,8.378,10.446,12.284,17.483,9.057
vr,3.447,15.687,4.151,11.729,11.491,5.528,17.483,9.057
lefty,2.29,16.876,5.231,4.468,7.312,3.071,8.741,9.057
fursuit,1.22,9.27,5.065,21.782,21.937,14.74,17.483,9.057
country,45.393,8.676,10.544,6.144,7.312,4.299,4.371,9.017
jersey,11.329,8.913,10.627,2.234,7.312,5.528,13.112,9.017
2018,10.306,9.864,10.212,5.027,3.134,4.299,4.371,9.017
//discord,9.938,14.023,4.899,10.053,16.714,8.598,4.371,9.017
island,9.165,9.032,9.714,6.702,3.134,9.827,8.741,9.017
giant,2.667,15.093,5.978,7.819,5.223,4.913,0.0,9.017
kinks,2.586,12.597,4.982,9.495,20.892,12.284,13.112,9.017
which,12.289,11.528,8.386,3.91,13.58,3.685,4.371,8.977
defender,5.521,10.934,9.299,3.91,1.045,7.984,0.0,8.977
literature,5.225,8.676,10.046,6.144,5.223,6.756,17.483,8.977
hobbies,4.362,9.032,8.884,9.495,12.535,6.142,13.112,8.977
sociology,2.48,7.844,10.046,7.819,7.312,9.213,8.741,8.977
sims,1.866,4.991,12.039,7.819,5.223,9.827,13.112,8.977
east,14.344,10.22,8.884,7.819,5.223,6.756,4.371,8.937
principal,12.704,15.568,7.389,0.559,1.045,0.614,4.371,8.937
psn,9.202,19.728,2.491,7.261,9.401,3.071,4.371,8.937
joy,7.861,7.012,11.042,7.819,1.045,8.598,13.112,8.937
either,7.328,9.745,6.974,11.729,11.491,9.827,43.706,8.937
sag,2.896,2.615,12.122,6.144,9.401,22.11,0.0,8.937
indigenous,2.693,6.18,8.635,16.755,14.624,12.284,17.483,8.937
ravenclaw,1.872,6.18,12.454,1.117,8.357,6.756,4.371,8.937
los,24.9,12.003,7.721,3.351,11.491,7.37,0.0,8.897
journey,15.38,9.389,9.05,6.702,10.446,7.37,4.371,8.897
rest,13.766,8.319,10.461,5.585,6.268,6.142,4.371,8.897
craft,9.178,10.458,9.133,5.027,6.268,4.913,8.741,8.897
vice,7.079,10.696,9.382,5.585,1.045,5.528,0.0,8.897
cyclist,5.201,16.638,5.895,1.676,7.312,1.228,0.0,8.897
cohost,2.21,10.577,8.303,10.612,4.178,4.913,13.112,8.897
fanart,1.403,5.823,8.136,17.314,7.312,20.268,21.853,8.897
ideas,13.015,9.745,9.133,5.585,9.401,5.528,8.741,8.857
artists,8.366,10.696,7.638,7.819,8.357,10.441,4.371,8.857
vegetarian,3.262,6.536,11.374,8.378,5.223,5.528,4.371,8.857
intj,2.233,6.893,10.046,11.17,4.178,11.669,0.0,8.857
angel,8.809,4.873,10.129,15.638,6.268,12.898,13.112,8.817
far,8.199,11.171,7.97,7.261,3.134,8.598,4.371,8.817
guitarist,6.219,18.302,2.574,7.261,13.58,4.913,8.741,8.817
unc,5.587,7.725,11.707,1.676,3.134,5.528,0.0,8.817
assoc,3.258,9.27,10.793,0.559,4.178,4.299,4.371,8.817
terrible,3.236,12.597,7.389,6.702,4.178,6.142,0.0,8.817
jew,2.033,9.151,7.638,12.287,12.535,10.441,4.371,8.817
apologist,1.829,9.151,7.306,7.819,11.491,17.197,13.112,8.817
brown,7.025,9.27,8.136,9.495,13.58,6.756,13.112,8.778
cs,3.857,15.093,4.649,5.027,13.58,7.37,13.112,8.778
spouse,2.345,8.2,8.303,12.846,9.401,9.827,13.112,8.778
deep,10.254,10.934,8.303,5.585,5.223,6.142,8.741,8.738
md,9.784,10.22,10.212,2.234,0.0,3.685,0.0,8.738
interesting,8.698,12.597,7.472,5.585,4.178,3.685,13.112,8.738
higher,6.408,8.794,10.129,7.261,2.089,4.299,4.371,8.738
ocean,6.173,6.893,10.876,8.378,2.089,7.984,0.0,8.738
listening,5.369,8.913,9.216,4.468,5.223,9.827,17.483,8.738
violence,4.864,7.131,11.374,4.468,6.268,4.913,0.0,8.738
ai,9.084,14.38,6.061,5.027,3.134,4.913,17.483,8.698
brooklyn,8.93,8.676,9.963,5.585,8.357,3.071,8.741,8.698
telegram,5.547,17.351,1.162,16.755,20.892,2.457,17.483,8.698
conservation,3.198,8.081,11.458,2.793,1.045,3.685,0.0,8.698
creating,14.069,8.2,8.635,9.495,8.357,11.055,4.371,8.658
thought,9.305,9.507,8.884,7.819,4.178,6.142,8.741,8.658
issues,9.016,8.319,8.718,5.585,8.357,12.898,13.112,8.658
technical,7.461,14.974,5.646,5.585,4.178,4.913,4.371,8.658
plz,2.926,8.319,6.227,21.782,13.58,11.055,8.741,8.658
cw,1.991,6.774,7.804,12.846,16.714,14.126,17.483,8.658
officer,13.406,11.29,8.718,4.468,2.089,2.457,8.741,8.618
thinker,13.388,8.2,10.129,5.027,4.178,6.142,8.741,8.618
blood,7.666,8.557,8.967,9.495,7.312,5.528,13.112,8.618
era,5.203,5.11,11.541,8.378,6.268,7.984,0.0,8.618
neuroscience,2.535,9.507,10.129,3.91,1.045,3.685,0.0,8.618
cash,14.985,7.487,8.469,13.404,12.535,7.37,8.741,8.578
remember,9.514,8.676,8.469,10.053,5.223,9.213,8.741,8.578
novelist,2.968,9.507,9.548,2.793,4.178,6.756,0.0,8.578
ko-fi,1.005,6.417,7.804,15.08,14.624,14.126,13.112,8.578
seeker,9.99,7.962,10.793,1.676,4.178,4.913,8.741,8.538
relationship,8.249,10.22,6.891,8.936,17.758,3.685,26.224,8.538
solo,8.449,8.438,8.469,6.702,16.714,6.756,4.371,8.498
goes,7.866,8.081,7.804,11.729,8.357,8.598,34.965,8.498
dm's,7.439,12.716,5.397,8.936,16.714,4.299,8.741,8.498
yr,6.399,7.725,6.559,12.846,20.892,11.669,30.594,8.498
sky,5.798,8.319,8.386,9.495,5.223,11.669,4.371,8.498
fish,5.78,10.458,6.725,11.17,10.446,7.37,8.741,8.498
sam,3.712,7.249,7.14,15.638,11.491,14.126,17.483,8.498
concept,2.5,8.438,6.061,13.963,16.714,13.512,26.224,8.498
events,21.002,9.864,8.801,6.144,3.134,4.299,8.741,8.458
fc,10.509,14.261,5.895,7.819,5.223,1.228,0.0,8.458
possible,9.027,8.794,8.552,6.702,10.446,6.756,8.741,8.458
coast,8.787,9.389,9.05,6.144,2.089,5.528,8.741,8.458
yoga,7.393,3.684,13.782,3.351,2.089,4.299,0.0,8.458
adventurer,5.291,9.626,9.382,3.91,0.0,6.142,4.371,8.458
elder,2.34,7.249,8.718,10.053,7.312,11.669,8.741,8.458
monsters,1.945,9.27,6.061,16.197,10.446,11.669,13.112,8.458
golden,8.95,8.438,9.299,5.027,9.401,5.528,4.371,8.419
wish,8.247,7.844,9.133,6.702,6.268,7.984,17.483,8.419
goddess,6.911,1.545,13.284,3.91,2.089,17.811,0.0,8.419
cover,5.661,10.696,7.472,7.819,6.268,6.142,4.371,8.419
named,5.251,8.913,8.136,7.819,7.312,9.213,8.741,8.419
wildlife,4.362,7.131,10.129,6.702,5.223,6.756,4.371,8.419
puppy,2.906,8.081,6.725,15.08,19.847,7.984,13.112,8.419
fursuiter,1.205,11.409,3.736,14.521,20.892,9.827,34.965,8.419
company,28.206,12.478,6.559,6.144,4.178,5.528,8.741,8.379
covering,10.735,8.319,10.378,2.793,4.178,3.685,0.0,8.379
few,10.23,11.647,7.555,3.351,4.178,6.142,4.371,8.379
dem,6.81,6.774,11.374,3.351,4.178,3.071,4.371,8.379
programming,4.03,15.568,4.483,6.702,5.223,4.299,4.371,8.379
depression,2.979,8.2,8.386,11.17,4.178,7.37,17.483,8.379
beauty,18.396,3.922,12.205,5.585,5.223,8.598,0.0,8.339
grow,14.502,8.319,8.718,6.702,5.223,9.213,8.741,8.339
air,13.648,10.696,7.97,5.585,4.178,4.913,4.371,8.339
resister,7.587,4.873,13.699,0.559,1.045,0.614,0.0,8.339
degree,7.439,10.102,7.97,5.585,5.223,6.756,8.741,8.339
waiting,7.101,7.131,9.88,7.261,10.446,4.299,0.0,8.339
advocacy,6.722,6.18,11.374,3.91,2.089,6.142,4.371,8.339
feminism,1.407,2.496,13.533,4.468,2.089,7.984,8.741,8.339
navy,17.116,13.429,6.559,3.351,6.268,1.228,8.741,8.299
spirit,11.228,7.725,8.386,10.053,8.357,9.213,4.371,8.299
mentor,9.815,6.299,11.541,2.793,2.089,4.913,4.371,8.299
biggest,7.541,9.745,8.053,7.261,6.268,6.142,0.0,8.299
stage,4.911,7.012,9.714,6.702,9.401,6.142,4.371,8.299
sw,3.694,8.794,7.057,10.053,12.535,11.055,4.371,8.299
reviewer,3.335,8.438,10.295,1.117,3.134,4.913,0.0,8.299
hit,13.5,12.835,4.649,8.936,13.58,7.984,4.371,8.259
matters,9.005,8.319,9.216,4.468,9.401,4.913,4.371,8.259
problem,7.901,10.577,8.22,3.91,3.134,3.685,13.112,8.259
seriously,6.278,10.934,6.31,8.378,10.446,8.598,0.0,8.259
hero,5.973,13.905,5.231,6.144,6.268,4.913,8.741,8.259
harvard,5.15,11.171,8.136,2.234,8.357,1.843,0.0,8.259
alex,3.532,8.2,5.563,15.08,18.803,12.898,21.853,8.259
theme,2.786,12.241,6.31,4.468,9.401,6.142,4.371,8.259
annoying,2.121,6.774,8.884,8.936,6.268,12.284,4.371,8.259
sharing,15.224,9.507,7.472,6.702,10.446,5.528,21.853,8.219
songwriter,12.262,9.151,6.974,9.495,9.401,9.827,13.112,8.219
smile,12.199,7.249,8.967,8.936,5.223,8.598,8.741,8.219
grade,11.233,5.942,11.873,1.676,3.134,3.071,8.741,8.219
song,8.326,8.2,8.635,5.585,9.401,7.37,8.741,8.219
exploring,7.483,11.647,7.14,5.585,4.178,3.071,13.112,8.219
equal,7.431,7.606,10.627,3.91,2.089,3.071,0.0,8.219
worst,5.135,10.696,6.31,9.495,8.357,7.984,8.741,8.219
fairy,2.327,1.901,10.959,10.053,7.312,17.811,17.483,8.219
slytherin,1.914,4.159,12.039,2.793,4.178,9.827,4.371,8.219
simple,16.255,12.478,5.563,8.378,8.357,5.528,4.371,8.179
winning,12.17,10.696,7.223,7.261,8.357,3.685,4.371,8.179
mn,7.602,8.081,9.299,3.91,2.089,7.984,13.112,8.179
vers,6.717,16.163,0.498,16.755,31.338,1.843,0.0,8.179
roller,2.531,7.725,8.552,7.261,3.134,12.284,4.371,8.179
da,19.439,7.368,7.804,10.612,9.401,9.827,17.483,8.139
lord,15.448,12.478,5.148,8.378,5.223,9.827,4.371,8.139
add,11.406,12.122,4.732,10.053,11.491,6.756,21.853,8.139
projects,8.875,11.29,6.144,7.819,8.357,6.756,8.741,8.139
knows,6.364,9.27,6.725,8.378,11.491,8.598,21.853,8.139
masters,5.519,9.151,8.718,5.027,6.268,3.071,8.741,8.139
interact,2.068,7.962,5.812,18.989,11.491,12.284,8.741,8.139
suit,2.0,12.716,2.906,17.872,11.491,10.441,8.741,8.139
rep'd,1.146,3.09,13.699,2.234,2.089,4.299,0.0,8.139
everyday,16.328,8.913,8.303,4.468,6.268,5.528,21.853,8.099
action,10.003,9.983,8.053,3.91,6.268,4.913,4.371,8.099
cause,9.047,9.389,6.891,6.702,10.446,11.055,4.371,8.099
net,8.096,13.31,5.48,5.027,7.312,4.913,4.371,8.099
plus,8.019,7.844,7.887,8.378,3.134,14.126,4.371,8.099
sarcastic,6.197,7.249,9.797,6.144,2.089,5.528,8.741,8.099
drummer,6.157,16.638,3.487,6.702,2.089,4.299,0.0,8.099
curator,5.003,10.22,7.887,6.702,1.045,4.299,8.741,8.099
zelda,1.535,10.577,6.642,6.702,7.312,7.37,13.112,8.099
related,8.761,10.22,7.389,5.027,8.357,4.913,8.741,8.059
dm’s,8.3,11.884,5.729,5.585,12.535,6.142,4.371,8.059
backup,6.296,7.249,8.303,4.468,11.491,10.441,21.853,8.059
adjunct,4.599,8.438,9.548,5.027,2.089,3.071,0.0,8.059
37,4.197,9.745,6.725,7.819,6.268,8.598,21.853,8.059
theory,3.321,10.577,5.895,10.053,13.58,6.142,4.371,8.059
typos,1.989,7.131,10.212,3.351,6.268,4.299,0.0,8.059
shitposter,1.591,12.597,3.736,7.261,20.892,9.827,8.741,8.059
ecologist,1.337,8.438,9.88,1.117,2.089,4.913,0.0,8.059
brother,16.598,18.777,2.491,2.793,5.223,1.228,4.371,8.02
focused,12.941,10.577,7.389,3.351,4.178,7.37,4.371,8.02
start,12.666,8.438,7.804,8.378,10.446,4.913,13.112,8.02
thank,9.716,7.962,7.223,11.729,7.312,9.213,17.483,8.02
yt,6.724,11.528,6.227,8.936,6.268,2.457,13.112,8.02
places,6.638,9.151,8.136,3.351,8.357,7.37,0.0,8.02
such,6.199,11.171,6.476,6.702,6.268,5.528,8.741,8.02
strange,3.447,7.844,7.555,12.287,9.401,6.756,8.741,8.02
role,3.363,7.962,8.22,5.585,6.268,8.598,21.853,8.02
spicy,3.176,7.012,7.97,13.404,6.268,7.984,13.112,8.02
generally,2.606,9.389,6.476,14.521,4.178,7.37,8.741,8.02
bibliophile,2.551,3.803,12.537,3.351,3.134,5.528,0.0,8.02
liberation,1.701,6.655,7.804,15.638,11.491,7.37,0.0,8.02
haver,1.401,8.913,5.646,13.963,8.357,12.898,17.483,8.02
hs,21.111,8.794,9.216,3.351,4.178,3.071,0.0,7.98
nj,12.271,8.2,7.97,3.91,12.535,9.213,4.371,7.98
smart,11.569,9.626,8.386,3.91,3.134,3.071,13.112,7.98
spread,7.236,7.844,8.136,8.378,10.446,6.756,0.0,7.98
feelings,5.56,4.873,9.88,10.053,8.357,5.528,21.853,7.98
trauma,3.37,2.971,11.873,5.585,6.268,9.213,4.371,7.98
information,20.942,10.102,7.306,8.378,5.223,3.685,0.0,7.94
positivity,6.179,9.151,7.14,8.936,7.312,6.142,13.112,7.94
counselor,6.138,4.516,11.624,4.468,2.089,6.756,0.0,7.94
horse,5.934,7.844,7.638,9.495,9.401,8.598,4.371,7.94
paint,4.211,8.2,7.389,9.495,9.401,8.598,4.371,7.94
crying,1.976,2.377,10.461,12.846,4.178,14.126,13.112,7.94
government,15.92,11.647,6.891,3.351,6.268,2.457,4.371,7.9
perfect,10.379,6.655,10.129,2.793,3.134,6.756,4.371,7.9
act,8.144,7.368,9.133,7.819,5.223,4.299,0.0,7.9
behind,7.615,9.507,6.642,8.378,8.357,6.756,17.483,7.9
everywhere,7.248,8.081,8.053,10.053,5.223,5.528,4.371,7.9
what’s,7.608,5.942,8.967,7.261,10.446,8.598,8.741,7.86
gets,6.735,8.557,7.97,6.144,6.268,5.528,13.112,7.86
joke,4.623,9.032,7.14,8.378,6.268,7.984,4.371,7.86
styles,3.111,1.426,12.869,5.027,2.089,11.669,0.0,7.86
wrangler,2.121,7.487,8.884,5.585,4.178,6.756,8.741,7.86
international,16.919,9.27,8.386,3.91,4.178,3.685,0.0,7.82
knowledge,12.642,8.913,8.303,2.793,5.223,4.913,13.112,7.82
guys,11.83,12.122,5.314,6.144,15.669,2.457,0.0,7.82
